회사명,거래소코드,회계년도,당기순이익(손실)(요약)(IFRS)(백만원),당기순이익(손실)(요약)(IFRS연결)(백만원),자산(*)(요약)(IFRS)(백만원),자산(*)(요약)(IFRS연결)(백만원),부채(*)(요약)(IFRS)(백만원),부채(*)(요약)(IFRS연결)(백만원)
(주)유비케어,032620,2012/12,1517,308,59696,61076,11498,15010
(주)유비케어,032620,2013/12,-2042,-4308,55763,54993,8586,11149
(주)유비케어,032620,2014/12,-5706,-3003,53487,52777,13284,13284
(주)유비케어,032620,2015/12,5496,6206,64242,64249,18942,18942
(주)유비케어,032620,2016/12,5084,5069,67387,64810,18254,18254
(주)유비케어,032620,2017/12,3858,3541,69251,69087,22403,22490
(주)유비케어,032620,2018/12,5729,6088,128480,129944,24571,25516
(주)유비케어,032620,2019/12,6571,7335,131769,136747,29167,30871
(주)유비케어,032620,2020/12,15075,6849,157896,154158,42492,44693
(주)유비케어,032620,2021/12,5422,13614,144818,149261,25891,28253
(주)유비쿼스,264450,2017/12,12250,,90354,,22586,
(주)유비쿼스,264450,2018/12,14883,,111913,,31824,
(주)유비쿼스,264450,2019/12,11139,,127752,,39584,
(주)유비쿼스,264450,2020/12,16099,,142050,,39975,
(주)유비쿼스,264450,2021/12,28803,,168014,,40488,
(주)유비쿼스홀딩스,078070,2011/12,16839,15960,150759,149213,22269,22104
(주)유비쿼스홀딩스,078070,2012/12,16282,14952,167213,166806,23466,25190
(주)유비쿼스홀딩스,078070,2013/12,17566,21357,186188,189200,27091,28444
(주)유비쿼스홀딩스,078070,2014/12,21646,21223,223716,225601,45152,45639
(주)유비쿼스홀딩스,078070,2015/12,27947,29510,257508,260012,55169,55593
(주)유비쿼스홀딩스,078070,2016/12,21462,23925,243045,250106,29853,32354
(주)유비쿼스홀딩스,078070,2017/12,92764,96694,150306,161062,3417,5323
(주)유비쿼스홀딩스,078070,2018/12,3298,16668,182934,278956,2707,33308
(주)유비쿼스홀딩스,078070,2019/12,1667,13912,182331,295097,2914,40046
(주)유비쿼스홀딩스,078070,2020/12,398,18971,180741,317957,3074,43455
(주)유비쿼스홀딩스,078070,2021/12,7107,37013,186665,352383,4698,45816
(주)유성티엔에스,024800,2011/12,-844,1037,328432,328696,223624,223518
(주)유성티엔에스,024800,2012/12,-2694,-3102,341502,341349,214253,214262
(주)유성티엔에스,024800,2013/12,2531,-1494,353048,347747,223425,222302
(주)유성티엔에스,024800,2014/12,5955,6373,366822,362065,231981,230980
(주)유성티엔에스,024800,2015/12,5841,6620,320953,340148,185994,203920
(주)유성티엔에스,024800,2016/12,1108,10956,313447,345535,178998,200413
(주)유성티엔에스,024800,2017/12,4219,12028,298989,367544,160327,198258
(주)유성티엔에스,024800,2018/12,4387,5624,313799,370470,156456,188235
(주)유성티엔에스,024800,2019/12,4383,23771,319785,399432,158086,193719
(주)유성티엔에스,024800,2020/12,1739,56433,320242,467721,152917,202094
(주)유성티엔에스,024800,2021/12,-14758,43638,319594,528393,149484,202388
(주)유신,054930,2011/12,-6969,,144286,,52463,
(주)유신,054930,2012/12,-5800,,140166,,53815,
(주)유신,054930,2013/12,830,,138610,,49151,
(주)유신,054930,2014/12,-2939,-2943,147247,147244,63805,63806
(주)유신,054930,2015/12,1025,1020,147009,147000,62629,62631
(주)유신,054930,2016/12,1691,,142426,,55921,
(주)유신,054930,2017/12,1530,,149441,,58740,
(주)유신,054930,2018/12,-7412,,148139,,60974,
(주)유신,054930,2019/12,-6151,,156433,,75055,
(주)유신,054930,2020/12,3027,,175594,,92771,
(주)유신,054930,2021/12,12106,,220466,,126166,
(주)유쎌,252370,2014/12,,,,,,
(주)유쎌,252370,2015/12,,,,,,
(주)유쎌,252370,2016/12,,,,,,
(주)유쎌,252370,2017/12,,,,,,
(주)유쎌,252370,2018/12,,,,,,
(주)유아이디,069330,2011/12,8135,,44528,,16973,
(주)유아이디,069330,2012/12,12449,,63028,,24332,
(주)유아이디,069330,2013/12,14128,,73840,,22325,
(주)유아이디,069330,2014/12,3592,,71490,,18030,
(주)유아이디,069330,2015/12,-2930,,70020,,21411,
(주)유아이디,069330,2016/12,-4860,,60696,,16946,
(주)유아이디,069330,2017/12,-8651,,54269,,18572,
(주)유아이디,069330,2018/12,-7274,,40667,,12267,
(주)유아이디,069330,2019/12,-13386,-13773,30471,57326,15210,41334
(주)유아이디,069330,2020/12,-7273,-8742,27175,43472,17928,33561
(주)유아이디,069330,2021/12,4663,5073,28938,36962,11729,18913
(주)유아이에너지,050050,2011/12,-22762,,38160,,54085,
(주)유에스티,263770,2017/12,,,,,,
(주)유에스티,263770,2018/12,1138,,69268,,25424,
(주)유에스티,263770,2019/12,2543,,60962,,14575,
(주)유에스티,263770,2020/12,4828,,68506,,17291,
(주)유에스티,263770,2021/12,5605,,72536,,15717,
(주)유에이블,071530,2011/12,-464,-463,39070,40125,31616,32451
(주)유에이블,071530,2012/12,-19845,-20023,29843,30877,36607,37796
(주)유일로보틱스,388720,2015/12,,,,,,
(주)유일로보틱스,388720,2016/12,,,,,,
(주)유일로보틱스,388720,2017/12,,,,,,
(주)유일로보틱스,388720,2018/12,,,,,,
(주)유일로보틱스,388720,2019/12,,,,,,
(주)유일로보틱스,388720,2020/12,2505,2482,25297,25059,16269,16317
(주)유일로보틱스,388720,2021/12,3574,3856,37188,38055,15980,17162
(주)유일엔시스,038720,2011/12,-13843,-14466,34742,35260,22876,24356
(주)유일엔시스,038720,2012/12,-4902,-3463,25715,25835,15049,15093
(주)유진로봇,056080,2011/12,348,,35730,,14404,
(주)유진로봇,056080,2012/12,-3266,,36512,,17806,
(주)유진로봇,056080,2013/12,-3449,,36205,,20826,
(주)유진로봇,056080,2014/12,-223,-241,38805,39761,14697,14696
(주)유진로봇,056080,2015/12,-2344,-1918,45210,51707,21792,25638
(주)유진로봇,056080,2016/12,-6940,-3480,37920,54359,18164,28527
(주)유진로봇,056080,2017/12,-4966,-4065,98636,116965,32017,42935
(주)유진로봇,056080,2018/12,428,-2464,89045,107713,21366,35608
(주)유진로봇,056080,2019/12,-15863,-21415,70579,89205,19049,38866
(주)유진로봇,056080,2020/12,-10253,-10603,57962,76685,16663,36792
(주)유진로봇,056080,2021/12,-1435,,53085,,13954,
(주)유진테크,084370,2011/12,25680,25719,133513,133551,58820,58820
(주)유진테크,084370,2012/12,51070,50206,164481,164534,39388,39453
(주)유진테크,084370,2013/12,39484,37858,198128,197671,36146,36280
(주)유진테크,084370,2014/12,14844,14951,191375,190972,17675,17776
(주)유진테크,084370,2015/12,20648,20109,201947,201592,17503,17692
(주)유진테크,084370,2016/12,32896,31952,240972,239672,27807,27931
(주)유진테크,084370,2017/12,32471,27378,269788,265846,29076,34655
(주)유진테크,084370,2018/12,41294,20689,291567,273456,28115,36749
(주)유진테크,084370,2019/12,32817,10808,318550,278351,27274,33094
(주)유진테크,084370,2020/12,2616,9857,328276,293960,38925,44957
(주)유진테크,084370,2021/12,61687,63194,413678,382892,65595,72151
(주)유테크,178780,2011/12,,,,,,
(주)유테크,178780,2012/12,,,,,,
(주)유테크,178780,2013/12,4491,,44219,,29157,
(주)유테크,178780,2014/12,4185,,63915,,40371,
(주)유테크,178780,2015/12,2060,,67564,,30861,
(주)유테크,178780,2016/12,-11408,-11408,61624,64254,34785,37416
(주)유테크,178780,2017/12,-21002,-18555,51210,82530,39583,65720
(주)유테크,178780,2018/12,-18442,-28755,39605,55854,22188,45306
(주)유테크,178780,2019/12,-6972,-5752,37883,41963,17432,19834
(주)유테크,178780,2020/12,-17436,-18270,26905,29513,6911,8803
(주)유테크,178780,2021/12,-15340,-16136,16284,17241,2541,3544
(주)유티아이,179900,2013/12,18746,,59746,,33088,
(주)유티아이,179900,2014/12,-16406,,42962,,32209,
(주)유티아이,179900,2015/12,-6941,,38834,,33362,
(주)유티아이,179900,2016/12,13037,12849,48846,48699,30266,30305
(주)유티아이,179900,2017/12,10264,10779,69788,70113,14845,14939
(주)유티아이,179900,2018/12,6860,6449,71882,77731,12182,18185
(주)유티아이,179900,2019/12,8010,4918,78846,82837,13749,20958
(주)유티아이,179900,2020/12,3801,551,88797,91244,22315,32980
(주)유티아이,179900,2021/12,-7089,1274,82195,93689,23429,32964
(주)유틸렉스,263050,2015/12,-850,,9129,,200,
(주)유틸렉스,263050,2016/12,-5114,,31550,,5685,
(주)유틸렉스,263050,2017/12,-9593,,58488,,7357,
(주)유틸렉스,263050,2018/12,-13217,-13233,85078,85064,7569,7569
(주)유틸렉스,263050,2019/12,-17120,-17131,76035,76010,13182,13182
(주)유틸렉스,263050,2020/12,-28644,-28768,106020,105537,47222,47022
(주)유틸렉스,263050,2021/12,-27787,-29575,102242,113684,41477,41651
(주)육일씨엔에쓰,191410,2011/12,,,,,,
(주)육일씨엔에쓰,191410,2012/12,,,,,,
(주)육일씨엔에쓰,191410,2013/12,5750,5536,46396,46703,31177,31198
(주)육일씨엔에쓰,191410,2014/12,2958,2790,67269,68000,49477,49704
(주)육일씨엔에쓰,191410,2015/12,2287,-525,59291,64274,26263,33023
(주)육일씨엔에쓰,191410,2016/12,-5815,-14829,73270,88016,45786,70908
(주)육일씨엔에쓰,191410,2017/12,1889,13647,117251,136800,85658,108035
(주)육일씨엔에쓰,191410,2018/12,-2719,234,83238,106536,39740,62345
(주)육일씨엔에쓰,191410,2019/12,-4265,-7840,77471,90703,38011,53815
(주)육일씨엔에쓰,191410,2020/12,-30822,-21526,41992,74393,33231,58266
(주)육일씨엔에쓰,191410,2021/12,9696,2980,42909,45467,24165,25884
(주)율호,072770,2011/12,1561,3705,20751,23690,13013,13124
(주)율호,072770,2012/12,743,184,18166,20495,9666,9683
(주)율호,072770,2013/12,376,179,19392,30245,5557,15436
(주)율호,072770,2014/12,-1217,-427,17442,28372,4820,13914
(주)율호,072770,2015/12,-143,162,24218,24322,11126,11116
(주)율호,072770,2016/12,1132,1134,53741,53847,24383,24373
(주)율호,072770,2017/12,-7508,-7756,44634,44492,22744,22734
(주)율호,072770,2018/12,-2483,,43017,,17902,
(주)율호,072770,2019/12,-3985,-888,46581,64001,24867,38195
(주)율호,072770,2020/12,1964,1088,48972,61130,24155,33375
(주)율호,072770,2021/12,1924,2136,76520,88729,27724,36674
(주)이건홀딩스,039020,2011/12,-4784,-3943,258596,294492,162943,189327
(주)이건홀딩스,039020,2012/12,-221,-730,258842,293693,164320,191700
(주)이건홀딩스,039020,2013/12,-1725,-1810,251162,285058,158866,186059
(주)이건홀딩스,039020,2014/12,-8655,-6791,251267,294276,161861,191469
(주)이건홀딩스,039020,2015/12,-6758,-7829,204761,247656,123161,153669
(주)이건홀딩스,039020,2016/12,4618,3869,226188,259623,131817,162309
(주)이건홀딩스,039020,2017/12,2149,2862,118604,257995,22253,159371
(주)이건홀딩스,039020,2018/12,16069,13494,166284,677306,28632,408095
(주)이건홀딩스,039020,2019/12,6247,4876,180830,680252,27864,395446
(주)이건홀딩스,039020,2020/12,-159,908,178027,645319,28357,367751
(주)이건홀딩스,039020,2021/12,7463,14430,184846,692887,27618,397108
(주)이글루코퍼레이션,067920,2011/12,2715,,44691,,5547,
(주)이글루코퍼레이션,067920,2012/12,3699,,62956,,20214,
(주)이글루코퍼레이션,067920,2013/12,197,,64732,,22349,
(주)이글루코퍼레이션,067920,2014/12,-10208,,48050,,10029,
(주)이글루코퍼레이션,067920,2015/12,-3801,-3837,44415,44452,10499,10501
(주)이글루코퍼레이션,067920,2016/12,3705,3488,43807,43743,7161,7159
(주)이글루코퍼레이션,067920,2017/12,4209,4183,49510,49348,7883,7807
(주)이글루코퍼레이션,067920,2018/12,8603,8822,55975,56343,7620,7852
(주)이글루코퍼레이션,067920,2019/12,2257,1981,59255,59418,10796,10978
(주)이글루코퍼레이션,067920,2020/12,5130,4936,60867,60743,10614,10703
(주)이글루코퍼레이션,067920,2021/12,6360,7525,84557,87520,21365,22873
(주)이글벳,044960,2011/12,806,,20236,,4313,
(주)이글벳,044960,2012/12,689,,21388,,5201,
(주)이글벳,044960,2013/12,710,,27286,,9865,
(주)이글벳,044960,2014/12,1028,,41660,,12548,
(주)이글벳,044960,2015/12,1034,,44002,,13073,
(주)이글벳,044960,2016/12,2234,,46179,,14523,
(주)이글벳,044960,2017/12,1555,,49768,,17855,
(주)이글벳,044960,2018/12,1042,,46111,,11564,
(주)이글벳,044960,2019/12,1232,,45945,,10412,
(주)이글벳,044960,2020/12,2459,,48408,,10673,
(주)이글벳,044960,2021/12,3638,,52601,,11771,
(주)이노룰스,296640,2019/12,619,917,15789,18414,7108,9763
(주)이노룰스,296640,2020/12,1591,1811,13005,13371,5923,6068
(주)이노룰스,296640,2021/12,3009,2833,17531,17693,4482,4603
(주)이노메트리,302430,2017/12,1328,1177,11556,11373,5091,5091
(주)이노메트리,302430,2018/12,5434,5248,60036,59657,11298,11293
(주)이노메트리,302430,2019/12,5199,4628,61813,61620,8540,9280
(주)이노메트리,302430,2020/12,-4084,-3697,55250,55478,7645,8383
(주)이노메트리,302430,2021/12,3693,3868,66748,67593,12701,13911
(주)이노와이어리스,073490,2011/12,12031,15340,76904,88789,11661,16809
(주)이노와이어리스,073490,2012/12,10192,9867,84384,91035,9901,14455
(주)이노와이어리스,073490,2013/12,1287,4654,83485,92806,8615,13353
(주)이노와이어리스,073490,2014/12,1606,1335,90219,97781,13743,16993
(주)이노와이어리스,073490,2015/12,-2521,-4493,82460,90297,8505,13409
(주)이노와이어리스,073490,2016/12,-7770,-9818,77203,82196,11018,15001
(주)이노와이어리스,073490,2017/12,3940,-213,81529,85759,11404,19651
(주)이노와이어리스,073490,2018/12,-5316,218,86548,97581,21311,30477
(주)이노와이어리스,073490,2019/12,6972,13147,99767,120989,27558,40084
(주)이노와이어리스,073490,2020/12,6698,13101,103434,124999,13787,21302
(주)이노와이어리스,073490,2021/12,9691,15162,112442,140946,14789,22350
(주)이노인스트루먼트,215790,2015/12,,,,,,
(주)이노인스트루먼트,215790,2016/12,,,,,,
(주)이노인스트루먼트,215790,2017/12,4050,4208,74087,81611,12892,20885
(주)이노인스트루먼트,215790,2018/12,-4804,-4239,101267,119042,41659,59390
(주)이노인스트루먼트,215790,2019/12,-24330,-24313,77448,106078,40440,69018
(주)이노인스트루먼트,215790,2020/12,5408,5302,79833,110412,3916,34443
(주)이노인스트루먼트,215790,2021/12,9996,10195,97012,125414,3560,31911
(주)이노진,344860,2019/12,-412,,4411,,2053,
(주)이노진,344860,2020/12,790,,4390,,1243,
(주)이노진,344860,2021/12,2258,,6668,,1263,
(주)이노테라피,246960,2015/12,-4758,-4823,8175,8110,15098,15097
(주)이노테라피,246960,2016/12,-747,-747,7066,7063,960,958
(주)이노테라피,246960,2017/12,-3012,-3012,4204,4204,1107,1107
(주)이노테라피,246960,2018/12,-2574,-2574,11163,11176,1645,1658
(주)이노테라피,246960,2019/12,-3989,-3989,17059,17233,1977,2130
(주)이노테라피,246960,2020/12,-3047,-3036,17167,17351,4224,4327
(주)이노테라피,246960,2021/12,-5029,-5040,31674,31883,21595,21681
(주)이녹스,088390,2011/12,9232,9206,127924,127737,65515,65529
(주)이녹스,088390,2012/12,12536,12664,147129,147370,71240,71242
(주)이녹스,088390,2013/12,27868,27722,187293,187345,61837,61849
(주)이녹스,088390,2014/12,15297,15615,182602,183148,47457,47639
(주)이녹스,088390,2015/12,12406,6812,234834,290004,96119,119079
(주)이녹스,088390,2016/12,5115,3154,249348,312763,107919,140911
(주)이녹스,088390,2017/12,176581,167690,213056,261738,48825,77021
(주)이녹스,088390,2018/12,-27808,-31612,171947,212783,37075,61236
(주)이녹스,088390,2019/12,-9563,-18948,174509,200991,50145,69904
(주)이녹스,088390,2020/12,18561,12374,193681,208738,50674,65062
(주)이녹스,088390,2021/12,51980,54519,258392,288795,53820,74592
(주)이녹스첨단소재,272290,2017/12,17123,17297,222342,222982,97704,97654
(주)이녹스첨단소재,272290,2018/12,30715,30467,298925,301209,152724,154515
(주)이녹스첨단소재,272290,2019/12,40318,34541,323314,337431,137627,156782
(주)이녹스첨단소재,272290,2020/12,29200,25226,307734,318623,96212,116142
(주)이녹스첨단소재,272290,2021/12,75230,80186,437358,450629,125351,142027
(주)이라이콤,041520,2011/12,26041,21084,188341,201391,98092,113482
(주)이라이콤,041520,2012/12,27874,17393,238029,239414,94944,109695
(주)이라이콤,041520,2013/12,42670,36670,348661,342242,165643,178454
(주)이라이콤,041520,2014/12,40651,40988,352724,366150,132225,164521
(주)이라이콤,041520,2015/12,16294,38957,312128,342273,82657,108936
(주)이라이콤,041520,2016/12,7386,2875,338502,333799,108955,105549
(주)이라이콤,041520,2017/12,-10560,-15660,260804,273192,51307,68558
(주)이라이콤,041520,2018/12,4579,8226,366745,312948,154888,102776
(주)이라이콤,041520,2019/12,-4123,-586,232126,237250,29420,32223
(주)이라이콤,041520,2020/12,-1418,8284,230867,260744,30256,48375
(주)이라이콤,041520,2021/12,7027,2478,224575,254115,23605,45087
(주)이랜시스,264850,2017/12,,,,,,
(주)이랜시스,264850,2018/12,,,,,,
(주)이랜시스,264850,2019/12,993,1094,45061,46612,21200,22408
(주)이랜시스,264850,2020/12,2682,3386,45959,51537,18057,22780
(주)이랜시스,264850,2021/12,3916,6244,51942,62886,18548,25891
(주)이랜텍,054210,2011/12,881,2918,202858,284127,117721,192550
(주)이랜텍,054210,2012/12,4620,6110,203845,374604,113406,275730
(주)이랜텍,054210,2013/12,10510,13161,243062,432728,136301,319394
(주)이랜텍,054210,2014/12,7441,4904,222741,420720,109771,304452
(주)이랜텍,054210,2015/12,10659,14886,237339,420268,113329,291269
(주)이랜텍,054210,2016/12,5684,13582,232304,436686,80603,273467
(주)이랜텍,054210,2017/12,-1007,-1462,244223,424993,94656,271578
(주)이랜텍,054210,2018/12,5049,-10873,247156,418904,95142,277924
(주)이랜텍,054210,2019/12,-23219,12103,233713,420466,92927,255934
(주)이랜텍,054210,2020/12,-7318,-15999,218532,395319,83762,249243
(주)이랜텍,054210,2021/12,12360,33929,288090,529284,109986,313693
(주)이루다,164060,2016/12,451,,14133,,5572,
(주)이루다,164060,2017/12,710,,14979,,5646,
(주)이루다,164060,2018/12,2031,,18869,,7593,
(주)이루다,164060,2019/12,2935,,24068,,9775,
(주)이루다,164060,2020/12,4672,,45321,,14564,
(주)이루다,164060,2021/12,3157,3048,69010,72033,34426,37173
(주)이루온,065440,2011/12,734,-171,32071,39665,11083,20410
(주)이루온,065440,2012/12,-3175,-3035,38992,48207,21093,31962
(주)이루온,065440,2013/12,1000,1351,39936,49091,20688,31001
(주)이루온,065440,2014/12,-7116,-6930,36073,49143,24245,38464
(주)이루온,065440,2015/12,8,12,36373,48267,24322,37589
(주)이루온,065440,2016/12,-2880,-1039,36159,47184,16726,27423
(주)이루온,065440,2017/12,-2170,-1688,33379,47939,15587,29603
(주)이루온,065440,2018/12,317,920,49196,60009,16118,25897
(주)이루온,065440,2019/12,1481,534,48068,59101,13465,24641
(주)이루온,065440,2020/12,355,2125,50672,61588,15738,24387
(주)이루온,065440,2021/12,1444,1811,51275,61532,14809,22769
(주)이매진아시아,036260,2011/12,-2440,-2507,14826,14785,7279,7280
(주)이매진아시아,036260,2012/12,-4547,-4807,16490,16449,6035,6319
(주)이매진아시아,036260,2013/12,-6003,-5525,18276,22486,9262,13694
(주)이매진아시아,036260,2014/12,-3778,-2803,21690,34159,11683,23497
(주)이매진아시아,036260,2015/12,-2872,-3022,24369,50749,9209,31538
(주)이매진아시아,036260,2016/12,2223,-2622,40407,41250,6075,7404
(주)이매진아시아,036260,2017/12,-16920,-15089,38487,54669,3718,17035
(주)이매진아시아,036260,2018/12,-12450,-11601,25901,31930,2430,6677
(주)이매진아시아,036260,2019/12,-16126,-19846,18295,17925,4981,6010
(주)이미지스테크놀로지,115610,2011/12,1812,,30297,,3490,
(주)이미지스테크놀로지,115610,2012/12,213,,28838,,2130,
(주)이미지스테크놀로지,115610,2013/12,1567,2003,32886,34995,5218,6737
(주)이미지스테크놀로지,115610,2014/12,1225,1390,34658,36345,5794,6727
(주)이미지스테크놀로지,115610,2015/12,1531,1468,34573,36205,4178,5120
(주)이미지스테크놀로지,115610,2016/12,1356,788,34998,37283,3247,5410
(주)이미지스테크놀로지,115610,2017/12,-5412,-5183,28404,30480,2066,3790
(주)이미지스테크놀로지,115610,2018/12,-7204,-7403,20214,21449,1079,2163
(주)이미지스테크놀로지,115610,2019/12,-7391,-8167,14683,14660,2941,2941
(주)이미지스테크놀로지,115610,2020/12,-4362,,9983,,2498,
(주)이미지스테크놀로지,115610,2021/12,883,,11595,,3011,
(주)이브이첨단소재,131400,2011/12,8316,8425,51799,55698,18505,20744
(주)이브이첨단소재,131400,2012/12,1616,1448,62170,65584,28150,30416
(주)이브이첨단소재,131400,2013/12,1844,1547,68713,71757,27970,30149
(주)이브이첨단소재,131400,2014/12,-4659,-5571,58731,62553,23373,27223
(주)이브이첨단소재,131400,2015/12,-8548,-9554,51445,55778,24424,29699
(주)이브이첨단소재,131400,2016/12,-4859,-5542,66216,70132,32813,38471
(주)이브이첨단소재,131400,2017/12,844,1168,69951,73771,34940,40308
(주)이브이첨단소재,131400,2018/12,1964,2384,62742,66659,26705,31702
(주)이브이첨단소재,131400,2019/12,-1965,-1380,74431,78275,27947,32115
(주)이브이첨단소재,131400,2020/12,-4779,-6665,103584,103076,50553,52537
(주)이브이첨단소재,131400,2021/12,-7535,-9292,125138,122978,71079,72253
(주)이상네트웍스,080010,2011/12,2932,2885,61611,62233,6580,6750
(주)이상네트웍스,080010,2012/12,2160,2426,59910,60566,3600,3725
(주)이상네트웍스,080010,2013/12,2276,1806,64755,65185,6434,6803
(주)이상네트웍스,080010,2014/12,2849,2440,67259,67764,6314,7260
(주)이상네트웍스,080010,2015/12,1824,2651,68996,69918,6541,6886
(주)이상네트웍스,080010,2016/12,4026,6201,72850,81360,6421,7364
(주)이상네트웍스,080010,2017/12,5604,8049,79044,92182,7393,9607
(주)이상네트웍스,080010,2018/12,4242,6357,120258,137257,43051,47306
(주)이상네트웍스,080010,2019/12,546,10933,119352,152946,38910,47242
(주)이상네트웍스,080010,2020/12,6501,5993,113457,153924,27593,43292
(주)이상네트웍스,080010,2021/12,2873,7640,108800,153986,21975,36412
(주)이수앱지스,086890,2011/12,-5389,,20247,,4535,
(주)이수앱지스,086890,2012/12,-6375,,33461,,19098,
(주)이수앱지스,086890,2013/12,-8191,,54876,,32595,
(주)이수앱지스,086890,2014/12,-11198,,48994,,31586,
(주)이수앱지스,086890,2015/12,-9773,,70003,,23414,
(주)이수앱지스,086890,2016/12,-4367,,57508,,14257,
(주)이수앱지스,086890,2017/12,-8729,,77767,,15715,
(주)이수앱지스,086890,2018/12,-12989,,69840,,10106,
(주)이수앱지스,086890,2019/12,-17816,,92763,,37580,
(주)이수앱지스,086890,2020/12,-19865,,82747,,39173,
(주)이수앱지스,086890,2021/12,830,,151091,,79141,
(주)이스트소프트,047560,2011/12,12457,6678,81882,77693,38913,40416
(주)이스트소프트,047560,2012/12,-984,-7825,88607,82270,47191,53536
(주)이스트소프트,047560,2013/12,-3494,-4325,83243,77751,44922,52707
(주)이스트소프트,047560,2014/12,170,-2029,85162,76552,43016,49766
(주)이스트소프트,047560,2015/12,-273,-2148,79736,70866,34932,42790
(주)이스트소프트,047560,2016/12,-5271,-2329,84148,82231,45221,50233
(주)이스트소프트,047560,2017/12,-1170,-2937,85393,76899,47340,51830
(주)이스트소프트,047560,2018/12,-657,1986,85838,93110,50153,66337
(주)이스트소프트,047560,2019/12,-3326,-16092,111306,134559,63388,80066
(주)이스트소프트,047560,2020/12,3792,7141,108479,149978,59247,81604
(주)이스트소프트,047560,2021/12,-5504,3477,105797,177487,46605,87809
(주)이엔에프테크놀로지,102710,2011/12,14538,12545,123526,121942,44942,44644
(주)이엔에프테크놀로지,102710,2012/12,17909,13260,149168,157446,53410,56542
(주)이엔에프테크놀로지,102710,2013/12,10572,6724,154834,169526,48636,60275
(주)이엔에프테크놀로지,102710,2014/12,14099,7804,169227,186276,49486,69797
(주)이엔에프테크놀로지,102710,2015/12,21625,29048,190183,221554,48848,75860
(주)이엔에프테크놀로지,102710,2016/12,19428,21632,224434,255574,64161,89295
(주)이엔에프테크놀로지,102710,2017/12,23503,26009,237780,265200,54552,74368
(주)이엔에프테크놀로지,102710,2018/12,26711,29014,271555,310659,64041,86456
(주)이엔에프테크놀로지,102710,2019/12,40366,46732,328084,386226,82538,117201
(주)이엔에프테크놀로지,102710,2020/12,37535,47432,382244,463470,101177,148989
(주)이엔에프테크놀로지,102710,2021/12,24978,18036,463464,582802,158891,236554
(주)이엔코퍼레이션,066980,2011/12,-7004,-7089,55817,58527,25306,27270
(주)이엔코퍼레이션,066980,2012/12,-9912,-7643,45729,39584,22913,22769
(주)이엔코퍼레이션,066980,2013/12,-3620,2643,69435,68856,29569,29569
(주)이엔코퍼레이션,066980,2014/12,-25649,-25583,59928,67393,15770,23225
(주)이엔코퍼레이션,066980,2015/12,-9532,-8423,59735,74833,9082,22327
(주)이엔코퍼레이션,066980,2016/12,511,1627,136749,200818,32931,61097
(주)이엔코퍼레이션,066980,2017/12,694,-5336,133704,191844,26017,40092
(주)이엔코퍼레이션,066980,2018/12,-12550,-8604,149276,252592,48293,92218
(주)이엔코퍼레이션,066980,2019/12,4296,4032,147013,262428,44550,104218
(주)이엔코퍼레이션,066980,2020/12,-40534,-47218,104017,184386,26939,56527
(주)이엔코퍼레이션,066980,2021/12,3528,19220,168800,256608,73751,158994
(주)이엘피,063760,2014/12,,,,,,
(주)이엘피,063760,2015/12,,,,,,
(주)이엘피,063760,2016/12,10774,10749,36960,36948,10968,10979
(주)이엘피,063760,2017/12,16257,16080,60343,60167,6499,6548
(주)이엘피,063760,2018/12,14642,14828,76994,77041,10491,10578
(주)이엘피,063760,2019/12,4106,4074,76070,76210,6161,6359
(주)이엘피,063760,2020/12,2264,2488,74114,76954,5641,8325
(주)이엘피,063760,2021/12,797,-711,81675,83218,13205,15949
(주)이엠네트웍스,087730,2011/12,-1462,,8681,,2132,
(주)이엠네트웍스,087730,2012/12,2170,,12250,,3626,
(주)이엠네트웍스,087730,2013/12,2112,,14283,,4005,
(주)이엠네트웍스,087730,2014/12,3554,,20688,,7218,
(주)이엠네트웍스,087730,2015/12,2452,,23655,,8594,
(주)이엠네트웍스,087730,2016/12,-674,,22382,,8087,
(주)이엠네트웍스,087730,2017/12,-2111,,19650,,7184,
(주)이엠네트웍스,087730,2018/12,-7748,,76180,,47684,
(주)이엠네트웍스,087730,2019/12,-89695,-94047,57032,58842,51327,53788
(주)이엠네트웍스,087730,2020/12,-20028,-17754,37047,36953,42509,43006
(주)이엠넷,123570,2011/12,4483,4396,47576,47302,19869,19870
(주)이엠넷,123570,2012/12,4924,5182,54791,54781,23275,23291
(주)이엠넷,123570,2013/12,2627,2463,58447,58784,26700,27358
(주)이엠넷,123570,2014/12,1338,2198,51697,64135,18727,32198
(주)이엠넷,123570,2015/12,2038,2666,47961,61882,13114,27333
(주)이엠넷,123570,2016/12,882,2245,50622,64361,12891,25354
(주)이엠넷,123570,2017/12,2693,3849,56253,69973,14686,26366
(주)이엠넷,123570,2018/12,7160,4500,66437,86074,17857,31006
(주)이엠넷,123570,2019/12,6027,8096,71712,97286,18283,34965
(주)이엠넷,123570,2020/12,6773,7888,82088,113736,24502,46409
(주)이엠넷,123570,2021/12,20441,26330,109526,134973,32357,42506
(주)이엠앤아이,083470,2011/12,-9605,-7934,52960,61734,38311,48215
(주)이엠앤아이,083470,2012/12,1711,2804,48540,59842,23767,35735
(주)이엠앤아이,083470,2013/12,6382,435,66633,72130,28969,40766
(주)이엠앤아이,083470,2014/12,6234,8522,76173,89897,27469,45107
(주)이엠앤아이,083470,2015/12,5068,4747,85694,92933,33779,46379
