회사명,거래소코드,회계년도,자본금회전률(IFRS),유형자산회전율(IFRS),재고자산회전률(IFRS),자기자본회전률(IFRS),타인자본회전률(IFRS),총자본회전률(IFRS),자본금회전률(IFRS연결),유형자산회전율(IFRS연결),재고자산회전률(IFRS연결),자기자본회전률(IFRS연결),타인자본회전률(IFRS연결),총자본회전률(IFRS연결)
(주)미래컴퍼니,049950,2016/12,19.4,2.58,14.95,1.1,2.98,0.81,20.99,2.78,15.37,1.18,3.04,0.85
(주)미래컴퍼니,049950,2017/12,45.75,6.07,20.63,2.09,3.85,1.36,47.37,6.27,20.63,2.13,3.86,1.37
(주)미래컴퍼니,049950,2018/12,53.32,7.18,11.59,2.09,4.07,1.38,54.98,7.38,11.71,2.11,4.09,1.39
(주)미래컴퍼니,049950,2019/12,23.1,3.12,4.96,0.88,3.23,0.69,24.34,3.28,5.11,0.9,3.28,0.71
(주)미래컴퍼니,049950,2020/12,13.14,1.76,3.43,0.53,2.43,0.44,14.28,1.91,3.62,0.56,2.55,0.46
(주)미래컴퍼니,049950,2021/12,26.53,3.89,5.09,1.14,2.75,0.81,27.83,4.07,5.2,1.16,2.84,0.82
(주)미래테크놀로지,213090,2014/12,,,,,,,,,,,,
(주)미래테크놀로지,213090,2015/12,8.01,62.93,15.31,0.51,10.89,0.49,,,,,,
(주)미래테크놀로지,213090,2016/12,7.98,63.09,18.41,0.49,11.97,0.47,,,,,,
(주)미래테크놀로지,213090,2017/12,7.7,66.93,21.27,0.44,12.7,0.42,7.31,27.67,19.33,0.3,0.88,0.22
(주)미래테크놀로지,213090,2018/12,7.6,18.21,19.55,0.42,12.94,0.4,10.59,11.87,27.26,0.44,1.41,0.33
(주)미래테크놀로지,213090,2019/12,8.28,11.1,21.39,0.45,9.77,0.43,11.72,7.68,30.26,0.49,1.31,0.35
(주)미래테크놀로지,213090,2020/12,5.98,6.31,20.57,0.31,7.15,0.3,9.99,5.33,34.35,0.37,0.88,0.26
(주)미성포리테크,094700,2011/12,7.14,1.26,11.47,0,0.58,0.52,10.12,1.06,3.19,0,0.67,0.62
(주)미코,059090,2011/12,6.24,1.84,9.52,1.38,1.24,0.65,10.39,1.46,11.04,2.62,1.23,0.84
(주)미코,059090,2012/12,6.38,1.61,8.34,1.41,1.1,0.62,10.91,1.46,9.82,2.72,1.22,0.84
(주)미코,059090,2013/12,5.45,1.64,7.7,1.35,0.98,0.57,10.34,1.36,9.41,2.64,1.1,0.78
(주)미코,059090,2014/12,3.78,1.47,6.6,1.1,0.89,0.49,11.37,1.55,11.82,2.76,1.25,0.86
(주)미코,059090,2015/12,3.5,1.27,6.07,1,1.08,0.52,9.75,1.47,11.15,2.02,1.26,0.78
(주)미코,059090,2016/12,3.67,1.35,5.48,1.07,1.27,0.58,10.44,1.72,10.88,1.96,1.54,0.86
(주)미코,059090,2017/12,4.79,1.95,8.23,1.36,1.87,0.79,12.39,2.06,13.91,1.88,2.12,1
(주)미코,059090,2018/12,5.13,2.08,9.14,1.34,1.67,0.74,14.52,1.81,16.05,1.71,1.69,0.85
(주)미코,059090,2019/12,5.2,1.94,7.32,1.26,1.28,0.64,15.08,1.3,13.37,1.49,1.12,0.64
(주)미코,059090,2020/12,2.98,1.6,4.94,0.78,0.6,0.34,17.94,1.27,12.1,1.39,1.08,0.61
(주)미코,059090,2021/12,2.68,2.5,8.19,0.33,0.42,0.18,22.58,1.32,12.48,1.19,1.17,0.59
(주)미코바이오메드,214610,2013/12,,,,,,,,,,,,
(주)미코바이오메드,214610,2014/12,0.73,0.25,3.65,0,0.06,0.14,,,,,,
(주)미코바이오메드,214610,2015/12,1.2,0.47,3.19,0,0.17,0.22,,,,,,
(주)미코바이오메드,214610,2016/12,0.82,0.37,1.1,0.37,0.29,0.16,,,,,,
(주)미코바이오메드,214610,2017/12,0.9,0.57,0.87,0.82,0.32,0.23,,,,,,
(주)미코바이오메드,214610,2018/12,0.7,0.55,0.7,0.8,0.23,0.18,0.63,0.51,0.65,0.56,0.19,0.14
(주)미코바이오메드,214610,2019/12,0.67,0.8,0.8,1.13,0.2,0.17,0.67,0.8,0.79,1.1,0.19,0.16
(주)미코바이오메드,214610,2020/12,5.88,8.05,3.76,1.6,2.42,0.96,5.87,8.04,3.75,1.6,2.34,0.95
(주)미코바이오메드,214610,2021/12,3.33,3.53,1.59,0.57,1.2,0.38,3.33,3.52,1.58,0.56,1.18,0.38
(주)미투온,201490,2012/12,,,,,,,,,,,,
(주)미투온,201490,2013/12,,,,,,,,,,,,
(주)미투온,201490,2016/12,0.94,80.14,0,0.32,29.3,0.31,1.29,68.86,0,0.56,6.86,0.52
(주)미투온,201490,2017/12,0.97,94.08,0,0.3,0.41,0.17,1.78,108.96,0,0.49,0.63,0.28
(주)미투온,201490,2018/12,0.96,126.59,0,0.28,0.26,0.13,6.35,113.35,0,1.26,1.36,0.65
(주)미투온,201490,2019/12,1.05,113.06,0,0.31,0.35,0.16,7.62,89.16,0,1.25,1.73,0.73
(주)미투온,201490,2020/12,1.09,99.75,0,0.31,0.42,0.18,8.36,111.23,0,0.99,2.03,0.67
(주)미투온,201490,2021/12,0.88,107.95,0,0.24,0.42,0.15,7.02,98.56,0,0.64,2.17,0.5
(주)바른손,018700,2011/03,1.08,3.63,5.03,0.98,1.99,0.66,2.15,3.08,3.67,0.88,1.51,0.56
(주)바른손,018700,2012/03,3.51,6.01,8,1.64,2.98,1.06,3.57,6.03,6.7,1.75,2.57,1.04
(주)바른손,018700,2013/03,2.57,5.71,10.78,1.67,2.35,0.98,2.62,5.74,6.34,1.85,2.04,0.97
(주)바른손,018700,2014/03,1.72,5.15,11.9,1.62,1.9,0.87,1.74,5.15,4.99,1.84,1.63,0.86
(주)바른손,018700,2015/03,0.9,5.43,6.61,1.53,1.4,0.73,0.9,4.38,4.1,1.75,1.21,0.72
(주)바른손,018700,2016/03,0.53,8.5,8.53,0.8,1.01,0.45,0.74,5.25,9,1.23,1.15,0.59
(주)바른손,018700,2017/03,0.28,6.06,25.43,0.12,0.71,0.1,0.36,3.18,6.5,0.17,0.62,0.13
(주)바른손,018700,2018/03,0.63,4.31,40.4,0.24,3.33,0.22,0.7,3.93,11.81,0.29,1.25,0.23
(주)바른손,018700,2019/03,0.23,1.06,20.69,0.1,1.24,0.09,0.43,1.91,10.69,0.23,0.56,0.16
(주)바른손,018700,2020/03,0.15,1.04,3.96,0.08,0.78,0.08,0.25,1.61,4.61,0.15,0.59,0.12
(주)바른손,018700,2021/12,1.02,5.21,5.84,0.48,3.19,0.41,1.14,5.06,5.87,0.53,3.15,0.45
(주)바른손이앤에이,035620,2011/12,0.66,16.18,0,0.46,0.97,0.31,0.67,15.63,0,0.46,0.76,0.29
(주)바른손이앤에이,035620,2012/12,0.39,5.1,0,0.23,0.6,0.17,0.39,2.09,0,0.21,0.66,0.16
(주)바른손이앤에이,035620,2013/12,0.23,2.14,0,0.13,0.3,0.09,0.25,1.04,31.26,0.15,0.3,0.1
(주)바른손이앤에이,035620,2014/12,0.09,1.06,0,0.08,0.14,0.05,0.09,0.5,15.71,0.09,0.13,0.05
(주)바른손이앤에이,035620,2015/12,0.49,12.8,0,0.59,1.03,0.37,0.49,5.67,0,0.62,0.98,0.38
(주)바른손이앤에이,035620,2016/12,1.25,186.34,0,0.96,2.23,0.67,1.25,17.95,0,1.11,1.99,0.71
(주)바른손이앤에이,035620,2017/12,0.74,174.34,0,0.5,1.43,0.37,0.93,14.25,0,0.76,1.08,0.45
(주)바른손이앤에이,035620,2018/12,0.48,102.64,0,0.23,1.17,0.2,0.87,22.84,0,0.47,1.04,0.32
(주)바른손이앤에이,035620,2019/12,0.46,3.57,0,0.18,0.94,0.15,0.48,2.36,0,0.21,0.61,0.16
(주)바른손이앤에이,035620,2020/12,0.32,1.14,0,0.13,0.52,0.1,0.42,1.02,0,0.21,0.47,0.15
(주)바른손이앤에이,035620,2021/12,0.23,0.66,0,0.08,0.34,0.06,0.29,0.68,43.89,0.12,0.34,0.09
(주)바이넥스,053030,2011/12,5.99,1.8,8.62,0.87,1.7,0.57,5.7,1.74,7.74,0.76,1.78,0.53
(주)바이넥스,053030,2012/12,4.95,1.73,6.55,0.67,1.37,0.45,4.61,1.82,5.98,0.6,1.06,0.38
(주)바이넥스,053030,2013/12,4.14,1.69,5.84,0.54,1.44,0.4,4.62,1.89,6.53,0.61,1.49,0.43
(주)바이넥스,053030,2014/12,4.41,1.87,7.38,0.55,2.79,0.46,,,,,,
(주)바이넥스,053030,2015/12,4.62,1.07,7.98,0.52,2.69,0.44,,,,,,
(주)바이넥스,053030,2016/12,5.19,0.86,8.55,0.57,2.5,0.46,5.25,0.87,8.63,0.58,2.32,0.46
(주)바이넥스,053030,2017/12,4.99,0.84,7.75,0.58,2.32,0.46,4.99,0.84,7.75,0.57,2.23,0.45
(주)바이넥스,053030,2018/12,6.6,1.16,8.99,0.74,2.86,0.59,6.6,1.16,8.99,0.73,2.86,0.58
(주)바이넥스,053030,2019/12,7.89,1.38,9.16,0.81,3.15,0.64,7.89,1.38,9.16,0.8,3.15,0.64
(주)바이넥스,053030,2020/12,8.38,1.43,8.14,0.79,1.94,0.56,8.38,1.43,8.15,0.79,1.93,0.56
(주)바이넥스,053030,2021/12,8.46,1.39,6.59,0.75,1.43,0.49,8.46,1.35,5.86,0.74,1.47,0.49
(주)바이브컴퍼니,301300,2016/12,,,,,,,,,,,,
(주)바이브컴퍼니,301300,2017/12,,,,,,,,,,,,
(주)바이브컴퍼니,301300,2018/12,5.97,0.98,13.41,0.91,0.86,0.44,,,,,,
(주)바이브컴퍼니,301300,2019/12,6.9,1.13,13.39,1.07,0.99,0.51,,,,,,
(주)바이브컴퍼니,301300,2020/12,10.11,1.69,27.04,1.12,1.21,0.58,9.48,1.62,50.38,0.77,0.99,0.43
(주)바이브컴퍼니,301300,2021/12,16.19,2.53,160.36,1.43,0.97,0.58,16.32,2.54,124.99,1.33,0.97,0.56
(주)바이오니아,064550,2011/12,3.64,0.89,2.62,0.54,0.8,0.32,3.71,0.84,2.33,0.57,0.81,0.33
(주)바이오니아,064550,2012/12,3.21,0.84,2.28,0.53,0.59,0.28,3.28,0.82,2.1,0.59,0.59,0.3
(주)바이오니아,064550,2013/12,3.71,1.06,2.89,0.72,0.63,0.33,3.74,1.05,2.62,0.78,0.62,0.35
(주)바이오니아,064550,2014/12,2.55,0.83,2.18,0.56,0.45,0.25,2.64,0.86,1.95,0.6,0.46,0.26
(주)바이오니아,064550,2015/12,2.76,1.04,2.54,0.61,0.56,0.29,2.84,1.07,2.21,0.64,0.56,0.3
(주)바이오니아,064550,2016/12,2.67,1.1,2.8,0.68,0.57,0.31,2.76,1.12,2.53,0.72,0.58,0.32
(주)바이오니아,064550,2017/12,2.48,1.19,2.93,0.83,0.68,0.37,2.53,1.19,2.78,0.87,0.67,0.38
(주)바이오니아,064550,2018/12,2.04,0.92,2.75,0.66,0.73,0.35,2.22,0.98,2.82,0.73,0.76,0.37
(주)바이오니아,064550,2019/12,1.96,0.75,2.77,0.67,0.57,0.31,3.19,1.18,3.95,1.03,0.88,0.47
(주)바이오니아,064550,2020/12,13.22,2.84,13.43,1.97,3.7,1.28,17.3,3.6,14.54,2.31,4.42,1.51
(주)바이오니아,064550,2021/12,9.99,1.38,7.64,0.81,3.23,0.65,17.57,2.28,9.99,1.26,4.56,0.99
(주)바이오다인,314930,2014/12,,,,,,,,,,,,
(주)바이오다인,314930,2015/12,,,,,,,,,,,,
(주)바이오다인,314930,2018/12,,,,,,,,,,,,
(주)바이오다인,314930,2019/12,9.12,0.4,4.04,0.62,0.25,0.18,,,,,,
(주)바이오다인,314930,2020/12,2.54,0.35,3.6,0.54,0.21,0.15,,,,,,
(주)바이오다인,314930,2021/12,1.36,0.34,3.36,0.17,0.29,0.11,,,,,,
(주)바이오로그디바이스,208710,2014/12,,,,,,,,,,,,
(주)바이오로그디바이스,208710,2015/12,15.55,29.17,25.96,1.96,3.72,1.29,17.6,2.6,28.17,1.56,3.32,1.06
(주)바이오로그디바이스,208710,2016/12,21.73,44.34,43.56,2.65,4.7,1.69,25.94,3.41,41.34,2.1,4.65,1.44
(주)바이오로그디바이스,208710,2017/12,20.19,42.02,35.68,2.23,3.46,1.36,25.55,2.93,26.86,1.78,3.68,1.2
(주)바이오로그디바이스,208710,2018/12,22.56,28.81,44.04,2.43,2.64,1.26,29.64,3.37,34.31,1.85,3.1,1.16
(주)바이오로그디바이스,208710,2019/12,22.96,20.58,29.71,2.52,2.35,1.21,32.04,3.25,33.84,1.77,2.86,1.09
(주)바이오로그디바이스,208710,2020/12,25.41,14.57,18.48,3.08,2.04,1.23,31.79,2.33,20.4,1.96,1.91,0.97
(주)바이오로그디바이스,208710,2021/12,21.61,11.54,16.61,2.89,1.76,1.09,24.83,1.9,17.51,2,1.48,0.85
(주)바이오빌,065940,2011/12,5.23,1.74,6.03,0.61,1.87,0.46,5.23,1.73,6.03,0.61,1.87,0.46
(주)바이오빌,065940,2012/12,4.17,1.64,5.26,0.57,0.61,0.3,5.19,2.01,6.55,0.88,0.74,0.4
(주)바이오빌,065940,2013/12,3.56,1.73,5.17,0.53,0.65,0.29,4.38,1.65,6.35,0.84,0.72,0.39
(주)바이오빌,065940,2014/12,2.92,1.7,5.12,0.44,1.14,0.32,3.47,1.24,6.08,0.55,1,0.36
(주)바이오빌,065940,2015/12,2.97,1.81,5.62,0.43,0.91,0.29,4.16,1.74,7.82,0.59,1.01,0.37
(주)바이오빌,065940,2016/12,2.4,1.82,5.65,0.34,0.73,0.23,3.63,2.04,7.27,0.51,0.91,0.33
(주)바이오빌,065940,2017/12,1.75,1.64,4.73,0.31,0.38,0.17,4.53,1.89,6.77,0.68,0.62,0.32
(주)바이오빌,065940,2018/12,1.12,1.25,4.64,0.39,0.2,0.13,6.25,2.46,10.56,1.61,0.65,0.46
(주)바이오빌,065940,2019/12,0.82,1.19,4.82,0.54,0.16,0.13,1.57,1,4.48,1.04,0.22,0.18
(주)바이오솔루션,086820,2013/12,1.82,3.52,55.89,0.97,3.07,0.74,,,,,,
(주)바이오솔루션,086820,2014/12,1.17,2.15,26.1,0.85,0.75,0.4,,,,,,
(주)바이오솔루션,086820,2015/12,0.78,1.4,8.69,0.45,0.49,0.24,,,,,,
(주)바이오솔루션,086820,2016/12,1.05,1.63,7.08,0.47,1.26,0.34,,,,,,
(주)바이오솔루션,086820,2017/12,1.64,2.37,8.6,0.95,1.77,0.62,,,,,,
(주)바이오솔루션,086820,2018/12,3.01,5.6,16.08,0.39,3.11,0.35,,,,,,
(주)바이오솔루션,086820,2019/12,2.24,3,14.53,0.18,2.36,0.17,,,,,,
(주)바이오솔루션,086820,2020/12,1.92,1.66,8.34,0.16,2.26,0.15,1.91,1.48,5.83,0.17,2.47,0.16
(주)바이오솔루션,086820,2021/12,2.91,2.57,9.33,0.26,0.45,0.16,,,,,,
(주)바이오스마트,038460,2011/12,6.51,2.06,15.42,0.99,1.45,0.59,6.97,1.44,10.25,1.03,1.01,0.51
(주)바이오스마트,038460,2012/12,7.11,2.73,17.76,1.1,1.62,0.65,7.59,1.9,12.4,1.15,1.31,0.61
(주)바이오스마트,038460,2013/12,5.22,2.25,11.87,0.75,1.41,0.49,6.68,1.87,7.86,0.95,1.43,0.57
(주)바이오스마트,038460,2014/12,4.14,2.97,10.51,0.6,1.84,0.45,6.11,2.44,6.49,0.86,1.94,0.59
(주)바이오스마트,038460,2015/12,4.83,6.18,10.26,0.74,3.49,0.61,6.99,4.06,7.21,1.01,3.13,0.76
(주)바이오스마트,038460,2016/12,5.35,6.62,9.15,0.84,2.26,0.61,7.4,3.38,5.47,1.1,1.75,0.67
(주)바이오스마트,038460,2017/12,6.28,8.12,10.14,0.94,1.96,0.63,9.16,3.83,5.01,1.33,1.55,0.72
(주)바이오스마트,038460,2018/12,6.44,9.36,11.44,0.86,2.69,0.65,12.5,6.06,4.81,1.61,2.18,0.93
(주)바이오스마트,038460,2019/12,6.5,9.97,12.58,0.72,3.52,0.6,15.9,7,4.81,1.69,2.33,0.98
(주)바이오스마트,038460,2020/12,5.99,8.9,11.45,0.61,3.86,0.53,16.6,6.02,4.63,1.7,2.13,0.95
(주)바이오스마트,038460,2021/12,6.87,10.28,9.4,0.75,2.24,0.56,18.84,4.57,4.29,2.09,1.78,0.96
(주)바이오에프디엔씨,251120,2016/12,,,,,,,,,,,,
(주)바이오에프디엔씨,251120,2019/12,,,,,,,,,,,,
(주)바이오에프디엔씨,251120,2020/12,2.35,1.13,6.43,0.7,1.66,0.49,,,,,,
(주)바이오에프디엔씨,251120,2021/12,3.25,1.15,8.36,0.85,1.94,0.59,,,,,,
(주)바이오인프라,199730,2014/12,,,,,,,,,,,,
(주)바이오인프라,199730,2015/12,,,,,,,,,,,,
(주)바이오인프라,199730,2016/12,,,,,,,,,,,,
(주)바이오인프라,199730,2019/12,,,,,,,,,,,,
(주)바이오인프라,199730,2020/12,,,,,,,,,,,,
(주)바이오인프라,199730,2021/12,44.42,3.88,0,2.81,1.34,0.91,,,,,,
(주)바이오톡스텍,086040,2011/12,5.07,1.06,37.33,1.33,0.89,0.53,5,1.04,36.46,1.26,0.88,0.52
(주)바이오톡스텍,086040,2012/12,3.45,0.8,35.36,0.8,0.86,0.41,3.4,0.77,33.61,0.74,0.86,0.4
(주)바이오톡스텍,086040,2013/12,3.04,0.77,29.8,0.69,0.85,0.38,3.08,0.75,25.02,0.67,0.88,0.38
(주)바이오톡스텍,086040,2014/12,2.22,0.67,29.21,0.54,0.68,0.3,2.35,0.68,21.52,0.58,0.72,0.32
(주)바이오톡스텍,086040,2015/12,2.06,0.73,34.42,0.58,0.7,0.32,2.31,0.79,26.32,0.66,0.78,0.36
(주)바이오톡스텍,086040,2016/12,2.81,1.03,34.9,0.82,0.93,0.43,3.09,1.09,29.24,0.91,1.01,0.48
(주)바이오톡스텍,086040,2017/12,3.09,1.11,35.26,0.84,0.92,0.44,3.53,1.21,28.36,0.9,1,0.47
(주)바이오톡스텍,086040,2018/12,3.32,1.12,41.83,0.8,0.93,0.43,4.48,1.44,34.07,0.97,1.17,0.53
(주)바이오톡스텍,086040,2019/12,3.34,1.13,44.66,0.76,0.89,0.41,3.55,1.15,30.84,0.77,0.92,0.42
(주)바이오톡스텍,086040,2020/12,3.48,1.19,42.86,0.77,0.87,0.41,3.62,1.2,34.24,0.81,0.91,0.43
(주)바이오톡스텍,086040,2021/12,4.46,1.48,48.86,0.88,0.84,0.43,4.65,1.44,45.16,0.9,0.87,0.44
(주)바텍,043150,2011/12,13.29,4.37,9.36,1.23,1.29,0.63,20.15,5.08,5.93,1.93,1.65,0.89
(주)바텍,043150,2012/12,12.44,5.44,10.51,1.15,1.2,0.59,23.68,5.02,5.59,2.18,1.68,0.95
(주)바텍,043150,2013/12,11.68,4.06,9.09,1.07,1.13,0.55,23.09,3.8,5.24,1.79,1.45,0.8
(주)바텍,043150,2014/12,13.04,3.39,11.27,1.12,1.3,0.6,26.23,3.73,6.28,1.79,1.56,0.83
(주)바텍,043150,2015/12,14.66,2.73,14.48,1.13,1.36,0.62,29.27,3.29,5.78,1.76,1.65,0.85
(주)바텍,043150,2016/12,15.13,2.27,6.53,1.02,1.19,0.55,32.09,2.86,4.57,1.22,1.77,0.72
(주)바텍,043150,2017/12,20.64,2.74,5.64,0.93,1.44,0.57,29.46,2.74,3.88,0.96,1.71,0.61
(주)바텍,043150,2018/12,22.74,2.88,6.57,0.76,1.56,0.51,31.56,3.44,4.26,1.11,1.88,0.7
(주)바텍,043150,2019/12,25.47,3.38,7.49,0.76,1.85,0.54,36.58,4.07,4.33,1.14,2.1,0.74
(주)바텍,043150,2020/12,20.63,2.77,6.7,0.62,1.67,0.45,32.89,3.77,4.09,1.01,1.89,0.66
(주)바텍,043150,2021/12,31.17,4.06,9.38,0.94,2.61,0.69,45.64,5.03,5.2,1.32,2.6,0.88
(주)박셀바이오,323990,2019/12,,,,,,,,,,,,
(주)박셀바이오,323990,2020/12,0,0,0,0,0,0,,,,,,
(주)박셀바이오,323990,2021/12,0,0,0,0,0,0,,,,,,
(주)배럴,267790,2016/12,,,,,,,,,,,,
(주)배럴,267790,2017/12,12.94,31.5,6.22,2.79,6.53,1.96,,,,,,
(주)배럴,267790,2018/12,15.16,18.25,6.56,1.94,12.05,1.67,12.9,11.44,5.1,1.3,17.12,1.21
(주)배럴,267790,2019/12,15.26,5.55,5.7,1.37,7.89,1.17,15.39,5.5,5.58,1.42,7.74,1.2
(주)배럴,267790,2020/12,6.6,1.57,2.01,0.59,2.44,0.48,6.8,1.59,1.99,0.62,2.44,0.5
(주)배럴,267790,2021/12,5.2,1.32,1.8,0.54,1.7,0.41,5.46,1.37,1.75,0.56,1.76,0.43
(주)백금티앤에이,046310,2011/12,20.61,145.07,26.25,2.41,2.11,1.12,30.12,17.98,5.3,3.09,2.65,1.43
(주)백금티앤에이,046310,2012/12,21.7,180.93,34.32,2.7,2.13,1.19,30.56,17.82,6.91,3.18,2.52,1.41
(주)백금티앤에이,046310,2013/12,16.92,172.69,43.78,2.33,1.65,0.97,23.37,12.77,5.61,2.63,1.83,1.08
(주)백금티앤에이,046310,2014/12,12.59,198.41,49.24,2.26,1.64,0.95,20.51,14.42,5.82,3.22,2.13,1.28
(주)백금티앤에이,046310,2015/12,9.83,162.77,66.37,1.85,1.93,0.94,16.17,19.6,7.46,3.44,2.43,1.43
(주)백금티앤에이,046310,2016/12,5.7,110.21,46.56,1.11,1.43,0.62,9.35,19.98,7.9,2.26,1.79,1
(주)백금티앤에이,046310,2017/12,9.52,252.29,136.26,1.99,2.3,1.07,14.25,37.15,7.74,3.11,2.76,1.46
(주)백금티앤에이,046310,2018/12,8.43,190.34,152.13,1.6,2.17,0.92,15.2,43.56,6.46,2.81,3.13,1.48
(주)백금티앤에이,046310,2019/12,7.11,145.19,122.76,1.35,2.27,0.85,20.28,62.02,10.36,3.2,4.25,1.83
(주)백금티앤에이,046310,2020/12,6.35,137.78,131.91,1.42,2.14,0.85,16.65,54.7,7.9,2.5,3.17,1.4
(주)백금티앤에이,046310,2021/12,7.74,140.08,60.24,1.87,2.62,1.09,19.06,61.79,4.98,2.43,4.03,1.51
(주)밸로프,331520,2019/12,,,,,,,,,,,,
(주)밸로프,331520,2020/12,,,,,,,,,,,,
(주)밸로프,331520,2021/12,,,,,,,,,,,,
(주)버킷스튜디오,066410,2011/12,1.46,24.11,158.64,1.26,2.4,0.83,,,,,,
(주)버킷스튜디오,066410,2012/12,0.62,11.05,120.32,0.63,2.64,0.51,,,,,,
(주)버킷스튜디오,066410,2013/12,0.6,21.56,127.18,0.68,3.92,0.58,,,,,,
(주)버킷스튜디오,066410,2014/12,0.76,8.05,128.98,0.85,6.14,0.75,,,,,,
(주)버킷스튜디오,066410,2015/12,0.85,5.97,146.33,0.86,8.51,0.78,,,,,,
(주)버킷스튜디오,066410,2016/12,0.58,4.69,147.79,0.7,6.48,0.63,,,,,,
(주)버킷스튜디오,066410,2017/12,0.52,4.69,226.79,0.76,5.33,0.67,,,,,,
(주)버킷스튜디오,066410,2018/12,0.98,5.66,429.34,0.99,1.69,0.63,,,,,,
(주)버킷스튜디오,066410,2019/12,1.59,4.79,908.65,0.62,1.11,0.4,,,,,,
(주)버킷스튜디오,066410,2020/12,1.41,5.79,14.7,0.51,1.29,0.37,,,,,,
(주)버킷스튜디오,066410,2021/12,1.18,5.32,14.98,0.27,0.29,0.14,,,,,,
(주)베노홀딩스,206400,2014/12,,,,,,,,,,,,
(주)베노홀딩스,206400,2015/12,7.67,177.72,0,0.89,7.72,0.8,7.74,169.38,0,0.9,6.82,0.8
(주)베노홀딩스,206400,2016/12,7.58,195.07,0,1.01,7.65,0.89,7.59,166.71,0,1.03,6.52,0.89
(주)베노홀딩스,206400,2017/12,5.53,180.49,0,1.12,6.14,0.94,5.53,134.88,0,1.24,5,0.99
(주)베노홀딩스,206400,2018/12,3.48,151.43,0,1.28,1.49,0.69,3.49,118.93,0,1.48,1.37,0.71
(주)베노홀딩스,206400,2019/12,2.5,116.41,0,0.78,1.19,0.47,2.48,109.99,0,0.78,1.13,0.46
(주)베노홀딩스,206400,2020/12,0.97,46.72,0,0.22,0.56,0.16,0.97,46.59,0,0.22,0.56,0.16
(주)베노홀딩스,206400,2021/12,1.47,14.28,15.29,0.26,0.55,0.18,2.15,12.34,22.16,0.39,0.78,0.26
(주)베셀,177350,2011/12,,,,,,,,,,,,
(주)베셀,177350,2012/12,,,,,,,,,,,,
(주)베셀,177350,2013/12,73.22,12.05,531.81,0,3.34,2.7,73.43,12.08,533.33,14.04,3.35,2.7
(주)베셀,177350,2014/12,40.68,6.75,390.38,5.51,1.77,1.34,40.85,6.78,391.95,5.52,1.77,1.34
(주)베셀,177350,2015/12,25.46,4.48,1061.56,2.06,1.67,0.92,25.55,4.5,1065.54,2.07,1.66,0.92
(주)베셀,177350,2016/12,10.53,3.25,0,1.1,1.39,0.61,10.57,3.26,0,1.1,1.39,0.61
(주)베셀,177350,2017/12,14.39,6.66,0,1.84,1.88,0.93,14.41,6.67,0,1.84,1.87,0.93
(주)베셀,177350,2018/12,13.44,6.26,6.21,2,1.42,0.83,13.54,6.3,6.25,2,1.42,0.83
(주)베셀,177350,2019/12,7.21,3.49,1.76,1.64,0.7,0.49,7.57,3.59,1.83,1.69,0.7,0.49
(주)베셀,177350,2020/12,12.28,6.18,5.23,3.3,1.44,1,12.65,5.55,5.27,3.68,1.3,0.96
(주)베셀,177350,2021/12,2,0.79,1.73,0.43,0.3,0.18,4.32,1.13,3.23,0.86,0.51,0.32
(주)베스파,299910,2018/12,,,,,,,,,,,,
(주)베스파,299910,2019/12,24.98,22.57,0,1.06,5.86,0.89,25.09,13.47,0,1.19,4.62,0.95
(주)베스파,299910,2020/12,16.43,18.54,0,0.91,3.31,0.72,16.98,11.24,0,1.16,2.67,0.81
(주)베스파,299910,2021/12,10.31,19.82,0,0,2.22,1.01,11.17,13.98,0,0,1.96,1.23
(주)보광산업,225530,2011/12,,,,,,,,,,,,
(주)보광산업,225530,2012/12,,,,,,,,,,,,
(주)보광산업,225530,2013/12,38.32,1.63,44.84,5.85,1.05,0.89,,,,,,
(주)보광산업,225530,2014/12,24.98,1.25,39.16,2.38,0.94,0.67,,,,,,
(주)보광산업,225530,2015/12,11.23,1.14,42.52,1.28,1.18,0.61,,,,,,
(주)보광산업,225530,2016/12,5.54,1,30.75,0.97,1.29,0.55,,,,,,
(주)보광산업,225530,2017/12,2.93,0.88,23.06,0.74,1.29,0.47,,,,,,
(주)보광산업,225530,2018/12,2.17,0.79,27.92,0.64,1.12,0.41,,,,,,
(주)보광산업,225530,2019/12,2.83,1.01,58.21,0.79,1.47,0.52,,,,,,
(주)보광산업,225530,2020/12,3.15,0.95,65.44,0.78,1.31,0.49,3.13,0.83,3.78,0.72,1,0.42
(주)보광산업,225530,2021/12,3.96,1.04,105.16,0.89,1.3,0.53,3.96,1.04,4.91,0.87,1.23,0.51
(주)보광티에스,066690,2011/12,0.38,0.84,11.61,1.53,0.18,0.16,,,,,,
(주)보라티알,250000,2015/12,,,,,,,,,,,,
(주)보라티알,250000,2016/12,15.3,4.08,4.59,2.49,3.29,1.42,,,,,,
(주)보라티알,250000,2017/12,14.26,4.38,4.87,1.35,3.32,0.96,12.46,4.31,4.63,0.89,3.09,0.69
(주)보라티알,250000,2018/12,11.63,4.06,3.89,0.81,3.95,0.67,12.45,4.34,4.06,0.85,4.06,0.71
(주)보라티알,250000,2019/12,12.48,2.87,3.48,0.8,2.29,0.59,13.86,3.18,3.79,0.88,2.43,0.65
(주)보라티알,250000,2020/12,13.08,2.26,3.55,0.82,1.55,0.54,14.94,2.57,3.98,0.92,1.74,0.6
