회사명,거래소코드,회계년도,[제조]      이익잉여금(결손금)(요약)(IFRS)(백만원),[제조]      이익잉여금(결손금)(요약)(IFRS연결)(백만원),[제조]자산(*)(요약)(IFRS)(백만원),[제조]자산(*)(요약)(IFRS연결)(백만원),[제조]영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS)(백만원),[제조]영업활동으로 인한 현금흐름(간접법)(*)(요약)(IFRS연결)(백만원),[제조]매출액(수익)(요약)(IFRS)(백만원),[제조]매출액(수익)(요약)(IFRS연결)(백만원)
(주)파인디앤씨,049120,2019/12,2595,3927,89517,103604,14747,13647,72340,77522
(주)파인디앤씨,049120,2020/12,-9596,-8306,77515,86419,446,-867,54546,58190
(주)파인디앤씨,049120,2021/12,-28911,-26924,105465,115248,-4776,-5630,28833,29503
(주)파인디지털,038950,2011/12,16878,20473,75577,84214,3895,11195,64352,79400
(주)파인디지털,038950,2012/12,26680,30592,90730,100670,12615,13112,88068,99802
(주)파인디지털,038950,2013/12,31798,36490,97131,106042,9005,10279,84673,98255
(주)파인디지털,038950,2014/12,39018,44793,106403,115053,3117,4378,83870,95824
(주)파인디지털,038950,2015/12,37867,44762,100960,110500,-5372,-3857,68975,83117
(주)파인디지털,038950,2016/12,35213,43793,95747,106837,-7502,-6742,62722,78002
(주)파인디지털,038950,2017/12,29989,38758,89738,101844,-705,595,57353,76035
(주)파인디지털,038950,2018/12,29721,40088,87953,101739,-5578,-5350,66328,86036
(주)파인디지털,038950,2019/12,31128,39536,93204,106557,14019,14022,78835,96058
(주)파인디지털,038950,2020/12,36170,45231,96019,109376,7713,7575,87950,104511
(주)파인디지털,038950,2021/12,39038,46533,97363,108953,2917,4269,85123,100334
(주)파인테크닉스,106240,2011/12,5948,16914,85775,332546,-47,27736,71835,324634
(주)파인테크닉스,106240,2012/12,5720,23380,99182,339472,-2973,2592,94802,428847
(주)파인테크닉스,106240,2013/12,-14665,5510,128328,327198,-7791,6175,80686,314349
(주)파인테크닉스,106240,2014/12,1250,20508,140461,328088,13885,25624,152474,365261
(주)파인테크닉스,106240,2015/12,6087,26749,159042,326171,-926,17878,143808,374730
(주)파인테크닉스,106240,2016/12,5507,26920,184983,251203,1439,-9773,189787,216325
(주)파인테크닉스,106240,2017/12,-32573,-14976,152741,201276,1075,4008,149754,174995
(주)파인테크닉스,106240,2018/12,-53585,-37708,114697,156427,-1601,1038,108533,129688
(주)파인테크닉스,106240,2019/12,-42923,-37289,107797,141854,2395,1557,95840,134292
(주)파인테크닉스,106240,2020/12,-39410,-32441,107238,138946,8147,11845,113672,169823
(주)파인테크닉스,106240,2021/12,1840,19285,232259,335272,26899,46525,186658,433368
(주)파인텍,131760,2011/12,,,,,,,,
(주)파인텍,131760,2012/12,3392,2834,56736,57465,3233,2310,99983,126358
(주)파인텍,131760,2013/12,7406,6984,84698,101812,5128,-4497,136836,150846
(주)파인텍,131760,2014/12,19321,12909,93916,109068,8115,11807,141968,210838
(주)파인텍,131760,2015/12,19884,15702,86705,107575,-2767,8556,117869,205426
(주)파인텍,131760,2016/12,10305,8142,117882,219618,-1938,-18746,40941,153717
(주)파인텍,131760,2017/12,-11075,-14078,142379,150392,-2449,6298,85675,122257
(주)파인텍,131760,2018/12,-31181,-29409,103058,103304,9328,12683,53786,65851
(주)파인텍,131760,2019/12,-34923,-29186,117008,120242,-9080,-5741,63468,77881
(주)파인텍,131760,2020/12,-66112,-56891,96807,100234,-8777,-5649,63760,81254
(주)파인텍,131760,2021/12,-75489,-63988,68408,78193,12503,14554,47615,66571
(주)파커스,065690,2011/12,66845,69443,92851,96486,-79,4842,71852,82210
(주)파커스,065690,2012/12,69204,70184,95226,97058,-106,3311,77822,89039
(주)파커스,065690,2013/12,71444,65403,95502,93654,8578,8975,63184,75289
(주)파커스,065690,2014/12,73385,68588,95922,92310,5709,7028,54008,65862
(주)파커스,065690,2015/12,77116,72092,97928,93294,7859,8265,58585,69895
(주)파커스,065690,2016/12,74784,74628,99993,100842,10579,11423,54150,63855
(주)파커스,065690,2017/12,73273,72009,110080,118887,-837,-2485,56471,64532
(주)파커스,065690,2018/12,76549,76549,112029,120126,5839,6188,48218,100154
(주)파커스,065690,2019/12,69009,69009,97712,117947,4323,4629,43704,100770
(주)파커스,065690,2020/12,58762,58762,86762,107505,4368,4685,34619,78306
(주)파커스,065690,2021/12,65419,65419,124279,146635,-3281,4166,28421,93682
(주)파크시스템스,140860,2011/12,4606,4563,16972,17154,673,243,15566,17918
(주)파크시스템스,140860,2012/12,5435,4871,18581,18253,2602,127,18169,20865
(주)파크시스템스,140860,2013/12,3481,3258,17705,16999,1125,446,13953,16286
(주)파크시스템스,140860,2014/12,2794,2541,18491,18139,-757,-319,13123,15293
(주)파크시스템스,140860,2015/12,6228,5687,26111,25515,1705,33,17138,19992
(주)파크시스템스,140860,2016/12,9460,9093,31104,32228,-817,237,20843,24452
(주)파크시스템스,140860,2017/12,13816,13311,37320,37075,-528,2659,28149,32882
(주)파크시스템스,140860,2018/12,19211,18379,43941,43227,7332,3935,36456,41810
(주)파크시스템스,140860,2019/12,26588,26221,55119,60510,402,1556,43960,51974
(주)파크시스템스,140860,2020/12,36614,35377,101080,104415,10716,12475,62733,71223
(주)파크시스템스,140860,2021/12,45484,43267,131156,133915,9608,10790,76304,85250
(주)파트론,091700,2011/12,116133,100432,263850,297362,25815,8182,359906,425918
(주)파트론,091700,2012/12,177631,166035,396482,435664,88661,110992,781474,873081
(주)파트론,091700,2013/12,263991,260533,460808,562068,48191,87831,1012593,1099543
(주)파트론,091700,2014/12,306639,291936,440385,514738,67015,96813,731556,769816
(주)파트론,091700,2015/12,341247,318171,469243,509589,83504,116495,775979,805804
(주)파트론,091700,2016/12,347531,326791,477535,506193,16056,77626,763823,791416
(주)파트론,091700,2017/12,325499,317583,462213,511092,-14447,23038,756898,791340
(주)파트론,091700,2018/12,322115,314381,434272,463715,52268,90393,745601,796483
(주)파트론,091700,2019/12,368793,364471,476712,520808,19147,83454,1203639,1254597
(주)파트론,091700,2020/12,376270,367981,550250,605214,-23524,23539,1116902,1179279
(주)파트론,091700,2021/12,437861,427689,659292,680011,104217,164060,1221721,1312658
(주)파티게임즈,194510,2013/12,15635,,20648,,6622,,27040,
(주)파티게임즈,194510,2014/12,16647,16568,44794,44711,963,867,24855,24934
(주)파티게임즈,194510,2015/12,2599,2205,82829,84926,-5472,-5248,19054,23545
(주)파티게임즈,194510,2016/12,-18915,-19218,65404,67975,-4648,-5704,24872,31448
(주)파티게임즈,194510,2017/12,-88316,-81452,218383,227316,-2132,-5164,25903,30536
(주)파티게임즈,194510,2018/12,-66126,-42222,171438,177922,-3450,-17978,13473,42258
(주)파티게임즈,194510,2019/12,-116686,-52808,98064,144824,9953,23946,11317,66658
(주)팍스넷,038160,2011/12,9286,,34091,,-1918,,32770,
(주)팍스넷,038160,2012/12,9025,,31400,,-1144,,34237,
(주)팍스넷,038160,2013/12,7944,,26809,,-239,,25180,
(주)팍스넷,038160,2014/12,9723,,26273,,3442,,18639,
(주)팍스넷,038160,2015/12,13338,,29833,,3807,,20588,
(주)팍스넷,038160,2016/12,16914,,47470,,4421,,22243,
(주)팍스넷,038160,2017/12,18822,,49625,,1896,,18312,
(주)팍스넷,038160,2018/12,17355,16759,62461,62762,-4699,-7804,17463,17882
(주)팍스넷,038160,2019/12,-12339,-12921,76132,78951,-10082,-10172,7858,10679
(주)팍스넷,038160,2020/12,-51790,-47967,26832,32980,-5105,-3308,7499,10263
(주)판타지오,187770,2011/12,,,,,,,,
(주)판타지오,187770,2012/12,,,,,,,,
(주)판타지오,187770,2013/12,,,,,,,,
(주)팜스빌,318010,2012/12,,,,,,,,
(주)팜스빌,318010,2013/12,,,,,,,,
(주)팜스빌,318010,2014/12,,,,,,,,
(주)팜스빌,318010,2015/12,,,,,,,,
(주)팜스빌,318010,2016/12,,,,,,,,
(주)팜스빌,318010,2017/12,,,,,,,,
(주)팜스빌,318010,2018/12,22548,22369,33514,33465,5163,5075,19702,19833
(주)팜스빌,318010,2019/12,29625,29366,67966,67813,5759,5664,29855,29952
(주)팜스빌,318010,2020/12,31262,30870,69348,69037,235,69,39304,39409
(주)팜스빌,318010,2021/12,34860,34415,74670,74307,8304,8273,38952,39028
(주)팜스토리,027710,2011/12,33280,34089,306057,681485,-4298,16843,455666,878599
(주)팜스토리,027710,2012/12,48026,49242,364984,750442,-7566,-40169,462455,1064299
(주)팜스토리,027710,2013/12,59331,57536,364073,722239,17611,34459,452740,1044836
(주)팜스토리,027710,2014/12,74315,55338,394838,763462,39059,-12412,404859,1024375
(주)팜스토리,027710,2015/12,74025,55789,421133,762972,-5311,-18041,403834,1062576
(주)팜스토리,027710,2016/12,85277,71357,400737,663973,31527,85276,382665,900487
(주)팜스토리,027710,2017/12,94559,84950,397132,567368,14208,31029,410530,838555
(주)팜스토리,027710,2018/12,100791,77411,438462,658430,-9168,-67578,460604,921642
(주)팜스토리,027710,2019/12,109791,72287,545819,641304,32825,28117,538290,970847
(주)팜스토리,027710,2020/12,127635,95948,552200,654952,29431,9955,960780,965387
(주)팜스토리,027710,2021/12,136488,96582,633947,841184,-42554,-58602,1035698,1033918
(주)팬스타엔터프라이즈,054300,2011/12,-28344,-28800,31775,32155,3936,2798,32429,33227
(주)팬스타엔터프라이즈,054300,2012/12,-31940,-30440,25921,26501,-2014,-2233,32348,33623
(주)팬스타엔터프라이즈,054300,2013/12,-35026,,23405,,-4203,,25093,
(주)팬스타엔터프라이즈,054300,2014/12,-35951,,19306,,-326,,24609,
(주)팬스타엔터프라이즈,054300,2015/12,-36855,,39127,,-601,,24201,
(주)팬스타엔터프라이즈,054300,2016/12,-40222,,42116,,-124,,28083,
(주)팬스타엔터프라이즈,054300,2017/12,-38454,,42235,,3316,,33523,
(주)팬스타엔터프라이즈,054300,2018/12,-37941,,45143,,770,,28365,
(주)팬스타엔터프라이즈,054300,2019/12,-37564,,67456,,318,,37189,
(주)팬스타엔터프라이즈,054300,2020/12,-43891,,71001,,3115,,32040,
(주)팬스타엔터프라이즈,054300,2021/12,-41626,,81201,,3750,,53330,
(주)팬엔터테인먼트,068050,2011/12,12304,12161,46976,47974,-1301,-414,31694,32699
(주)팬엔터테인먼트,068050,2012/12,12415,12246,67515,67585,712,688,37559,37720
(주)팬엔터테인먼트,068050,2013/12,10737,9996,69013,68288,219,243,26885,27110
(주)팬엔터테인먼트,068050,2014/12,10344,10259,70107,70320,1093,887,34146,34329
(주)팬엔터테인먼트,068050,2015/12,3433,3236,66783,66674,-4412,-4539,20659,20973
(주)팬엔터테인먼트,068050,2016/12,3904,3911,70009,70046,-3773,-3827,35051,35328
(주)팬엔터테인먼트,068050,2017/12,2207,2221,80181,80214,1307,1171,42145,42341
(주)팬엔터테인먼트,068050,2018/12,1156,1183,66150,66165,-2520,-2783,13021,13212
(주)팬엔터테인먼트,068050,2019/12,2305,2317,77488,77504,-13018,-12962,39632,40219
(주)팬엔터테인먼트,068050,2020/12,4127,4115,103025,103115,9432,9530,24352,24729
(주)팬엔터테인먼트,068050,2021/12,8116,,111363,,-1153,,30405,
(주)팬젠,222110,2012/12,,,,,,,,
(주)팬젠,222110,2013/12,-3745,,11488,,742,,3212,
(주)팬젠,222110,2014/12,-5905,,16873,,-1340,,3400,
(주)팬젠,222110,2015/12,-8567,,15899,,-1606,,3731,
(주)팬젠,222110,2016/12,-13724,,37398,,-4345,,1461,
(주)팬젠,222110,2017/12,-20635,,35593,,-658,,2373,
(주)팬젠,222110,2018/12,-25213,,45610,,-5610,,5679,
(주)팬젠,222110,2019/12,-34436,,39083,,-3662,,2881,
(주)팬젠,222110,2020/12,-38680,,36309,,-4681,,6191,
(주)팬젠,222110,2021/12,-42062,,43277,,-3324,,7936,
(주)펄어비스,263750,2015/12,-4882,,19296,,10039,,21703,
(주)펄어비스,263750,2017/06,65128,70403,86876,101693,35505,46576,77697,92730
(주)펄어비스,263750,2018/12,231439,231580,586480,712530,165953,159275,366665,404764
(주)펄어비스,263750,2019/12,372182,389231,734887,867391,168533,168357,455671,535937
(주)펄어비스,263750,2020/12,481960,490085,765983,897192,151364,157434,404024,488769
(주)펄어비스,263750,2021/12,537996,549451,1158120,1356600,75376,64436,265965,403789
(주)펨트론,168360,2012/12,,,,,,,,
(주)펨트론,168360,2013/12,,,,,,,,
(주)펨트론,168360,2014/12,,,,,,,,
(주)펨트론,168360,2015/12,,,,,,,,
(주)펨트론,168360,2016/12,,,,,,,,
(주)펨트론,168360,2017/12,,,,,,,,
(주)펨트론,168360,2018/12,,,,,,,,
(주)펨트론,168360,2019/12,,,,,,,,
(주)펨트론,168360,2020/12,-502,-306,35915,36405,3141,3346,43560,43532
(주)펨트론,168360,2021/12,4016,4229,56807,56941,8042,8165,57737,57871
(주)펩트론,087010,2011/12,,,,,,,,
(주)펩트론,087010,2012/12,,,,,,,,
(주)펩트론,087010,2013/12,-13292,,6680,,-1320,,3103,
(주)펩트론,087010,2014/12,-16257,,11576,,-3045,,2484,
(주)펩트론,087010,2015/12,-18866,,21656,,-2356,,2812,
(주)펩트론,087010,2016/12,-22392,,57902,,-2730,,3131,
(주)펩트론,087010,2017/12,-26656,,53049,,-5626,,3215,
(주)펩트론,087010,2018/12,-30484,,71759,,-4180,,3862,
(주)펩트론,087010,2019/12,-48526,,60986,,-9600,,1801,
(주)펩트론,087010,2020/12,-67074,,117701,,-13550,,3121,
(주)펩트론,087010,2021/12,-82054,,77869,,-10615,,6625,
(주)평산,089480,2011/12,-280072,-294682,250643,356307,6776,13007,142002,232540
(주)포메탈,119500,2011/12,19321,,53276,,6087,,67628,
(주)포메탈,119500,2012/12,23616,,60005,,4567,,51789,
(주)포메탈,119500,2013/12,25002,,60189,,1839,,52351,
(주)포메탈,119500,2014/12,25133,,59689,,1869,,51404,
(주)포메탈,119500,2015/12,26028,,55130,,1548,,44940,
(주)포메탈,119500,2016/12,27412,,55101,,3107,,45817,
(주)포메탈,119500,2017/12,28173,,60816,,3463,,54017,
(주)포메탈,119500,2018/12,29783,,60656,,3287,,55441,
(주)포메탈,119500,2019/12,31138,,62693,,3856,,51552,
(주)포메탈,119500,2020/12,32167,,63223,,4227,,52213,
(주)포메탈,119500,2021/12,33433,,64475,,803,,62089,
(주)포바이포,389140,2020/12,2497,,14880,,2996,,13993,
(주)포바이포,389140,2021/12,6261,,44458,,1845,,22276,
(주)포스코아이씨티,022100,2011/12,37515,32052,687657,708547,103480,86008,983152,1006448
(주)포스코아이씨티,022100,2012/12,70936,39527,802675,908416,42060,19606,1017662,1128388
(주)포스코아이씨티,022100,2013/12,108019,67781,733968,842630,132487,115428,1050747,1207033
(주)포스코아이씨티,022100,2014/12,123042,86348,721006,824421,26567,21338,921524,1064975
(주)포스코아이씨티,022100,2015/12,43971,35082,652489,693941,53238,72843,804863,840546
(주)포스코아이씨티,022100,2016/12,75000,75106,649838,662200,4843,7424,838258,866894
(주)포스코아이씨티,022100,2017/12,101009,100625,634469,646301,22410,22187,918345,950592
(주)포스코아이씨티,022100,2018/12,42636,41567,596991,610232,28478,29496,894978,927077
(주)포스코아이씨티,022100,2019/12,68740,68713,663898,675419,62310,63835,936990,969787
(주)포스코아이씨티,022100,2020/12,73174,71702,674398,684445,61826,65555,935803,964202
(주)포스코아이씨티,022100,2021/12,59107,58981,628144,646970,-53424,-51913,839245,869274
(주)포스코엠텍,009520,2011/12,66587,65216,316953,357075,-5788,-23585,602155,669359
(주)포스코엠텍,009520,2012/12,75237,68347,340877,436986,16377,-6492,618316,958780
(주)포스코엠텍,009520,2013/12,64138,54706,346577,408492,12004,9227,902541,906424
(주)포스코엠텍,009520,2014/12,-39572,-47785,223697,290956,1060,-8862,432236,446219
(주)포스코엠텍,009520,2015/12,27872,21472,184536,204043,71823,67707,343224,366540
(주)포스코엠텍,009520,2016/12,27505,21723,150790,161517,28099,32589,259048,266529
(주)포스코엠텍,009520,2017/12,27617,,142854,,9338,,257832,
(주)포스코엠텍,009520,2018/12,33194,,122733,,9844,,300969,
(주)포스코엠텍,009520,2019/12,34903,,129017,,8028,,288698,
(주)포스코엠텍,009520,2020/12,41343,,130303,,12644,,255400,
(주)포스코엠텍,009520,2021/12,49507,,156334,,3412,,323878,
(주)포스코케미칼,003670,2011/12,274014,273227,479615,492495,90485,89699,1186623,1188580
(주)포스코케미칼,003670,2012/12,345919,342101,533402,540390,66035,65040,1292356,1295651
(주)포스코케미칼,003670,2013/12,398604,393553,588670,630406,116306,110523,1280591,1329931
(주)포스코케미칼,003670,2014/12,456780,453820,647398,721600,51670,50172,1330564,1371066
(주)포스코케미칼,003670,2015/12,491268,478916,653689,717506,51640,61640,1175272,1221228
(주)포스코케미칼,003670,2016/12,538494,510011,703337,723863,75737,85065,1076455,1117705
(주)포스코케미칼,003670,2017/12,592538,594796,791424,835840,49899,55515,1163918,1197159
(주)포스코케미칼,003670,2018/12,643132,698879,837866,947629,74661,84560,1340984,1383594
(주)포인트모바일,318020,2012/12,,,,,,,,
(주)포인트모바일,318020,2013/12,,,,,,,,
(주)포인트모바일,318020,2014/12,,,,,,,,
(주)포인트모바일,318020,2015/12,,,,,,,,
(주)포인트모바일,318020,2016/12,,,,,,,,
(주)포인트모바일,318020,2017/12,,,,,,,,
(주)포인트모바일,318020,2018/12,20992,21910,65686,51224,9086,6555,50692,51326
(주)포인트모바일,318020,2019/12,27526,30148,67292,55664,9615,10040,61657,62181
(주)포인트모바일,318020,2020/12,9214,11452,87010,79056,9952,10451,48134,48940
(주)포인트모바일,318020,2021/12,5275,8541,92955,83338,-2521,-1155,76831,76308
(주)포인트엔지니어링,176560,2011/12,,,,,,,,
(주)포인트엔지니어링,176560,2012/12,,,,,,,,
(주)포인트엔지니어링,176560,2013/12,,,,,,,,
(주)포인트엔지니어링,176560,2014/12,,,,,,,,
(주)포인트엔지니어링,176560,2015/12,,,,,,,,
(주)포인트엔지니어링,256630,2016/12,,,,,,,,
(주)포인트엔지니어링,176560,2016/12,,,,,,,,
(주)포인트엔지니어링,176560,2017/12,33351,34053,63472,64938,13706,13860,46872,49508
(주)포인트엔지니어링,256630,2017/12,,,,,,,,
(주)포인트엔지니어링,176560,2018/12,43060,43965,73394,75152,15879,16109,57275,60939
(주)포인트엔지니어링,256630,2018/12,,,,,,,,
(주)포인트엔지니어링,256630,2019/12,42827,43961,87930,89913,7373,7834,43940,46665
(주)포인트엔지니어링,256630,2020/12,50252,51680,103046,105489,17804,17809,52897,56171
(주)포인트엔지니어링,256630,2021/12,51846,53473,98968,101675,9086,9436,42204,45353
(주)포커스에이치엔에스,331380,2019/12,,,,,,,,
(주)포커스에이치엔에스,331380,2020/12,,,,,,,,
(주)포커스에이치엔에스,331380,2021/12,3850,,33342,,-3666,,48150,
(주)폭스소프트,354230,2018/12,,,,,,,,
(주)폭스소프트,354230,2019/12,,,,,,,,
(주)폭스소프트,354230,2020/12,1807,,6876,,1530,,35686,
(주)폴라리스세원,234100,2011/12,,,,,,,,
(주)폴라리스세원,234100,2012/12,,,,,,,,
(주)폴라리스세원,234100,2013/12,,,,,,,,
(주)폴라리스세원,234100,2014/12,,,,,,,,
(주)폴라리스세원,234100,2015/12,13930,,31811,,3014,,39869,
(주)폴라리스세원,234100,2016/12,16581,,37221,,5740,,42352,
(주)폴라리스세원,234100,2017/12,16544,,37985,,-503,,45391,
(주)폴라리스세원,234100,2018/12,17859,,58996,,-4010,,57190,
(주)폴라리스세원,234100,2019/12,18498,19436,59018,81616,4704,5469,56871,81394
(주)폴라리스세원,234100,2020/12,29176,27501,74712,73429,965,717,56751,72066
(주)폴라리스세원,234100,2021/12,34784,34613,114155,214306,200,-1267,61577,97537
(주)폴라리스오피스,041020,2011/12,11644,10936,99825,101255,8220,4971,31126,34287
(주)폴라리스오피스,041020,2012/12,19636,13735,92179,90080,13543,10121,43575,47903
(주)폴라리스오피스,041020,2013/12,28787,23040,126153,121626,17995,12369,52413,55755
(주)폴라리스오피스,041020,2014/12,18482,16971,97819,96367,1315,-1853,38612,40800
(주)폴라리스오피스,041020,2015/12,-3232,-6038,72021,68949,-10758,-12664,19623,22425
(주)폴라리스오피스,041020,2016/12,-34159,-32081,44585,46276,-17331,-21961,8723,13195
(주)폴라리스오피스,041020,2017/12,-48511,-46151,43803,44550,-8746,-10415,13316,15225
(주)폴라리스오피스,041020,2018/12,-7728,-7877,43427,42919,-1278,-3524,22541,22544
(주)폴라리스오피스,041020,2019/12,-14372,-14220,34846,35219,-1596,-4550,17624,21049
(주)폴라리스오피스,041020,2020/12,-14478,-14409,50831,50112,-4002,-5005,18814,19495
(주)폴라리스오피스,041020,2021/12,-14129,-12026,53038,53483,1956,451,18188,22982
(주)폴라리스우노,114630,2011/12,25473,,62973,,3223,,54574,
(주)폴라리스우노,114630,2012/12,29006,,71467,,8557,,65304,
(주)폴라리스우노,114630,2013/12,30331,,70764,,390,,62055,
(주)폴라리스우노,114630,2014/12,34329,33029,68147,66937,7196,7078,49344,48717
(주)폴라리스우노,114630,2015/12,37131,35358,72428,71579,9381,9530,38478,39669
(주)폴라리스우노,114630,2016/12,34314,33728,78282,77914,3870,4884,38440,38998
(주)폴라리스우노,114630,2017/12,31096,30807,82698,83937,2352,2748,37608,38766
(주)폴라리스우노,114630,2018/12,33858,32987,82996,82119,2157,2270,44343,44547
(주)폴라리스우노,114630,2019/12,32812,31713,75599,71963,-6408,-7349,42363,42428
(주)폴라리스우노,114630,2020/12,39873,41297,81415,81691,3630,7207,49025,48890
(주)폴라리스우노,114630,2021/12,41850,44708,114937,114860,-1138,72,66680,66958
(주)폴리플러스,065610,2011/12,-68569,-65813,13663,17588,-1258,-5283,17951,20419
(주)푸드나무,290720,2017/12,6808,6804,9248,9279,4265,4249,34576,34826
(주)푸드나무,290720,2018/12,12550,12551,51662,51749,4521,4573,52877,52961
(주)푸드나무,290720,2019/12,16335,16328,56780,56821,3059,2993,64741,64782
(주)푸드나무,290720,2020/12,21834,22149,65223,66470,5103,5360,114762,117154
(주)푸드나무,290720,2021/12,20432,20391,67635,70433,-8085,-8699,166833,191195
(주)푸드웰,005670,2011/12,39530,39933,80881,98124,2049,3402,63402,86311
(주)푸드웰,005670,2012/12,39986,40336,82144,96913,1566,3995,70099,98654
(주)푸드웰,005670,2013/12,38120,38567,81597,96756,1577,5857,64554,94815
(주)푸드웰,005670,2014/12,37984,38839,79048,100990,4132,7987,59401,95207
(주)푸드웰,005670,2015/12,37162,38424,80577,111429,2303,8990,61838,102846
(주)푸드웰,005670,2016/12,38479,39241,86256,130489,4087,7504,69371,108214
(주)푸드웰,005670,2017/12,38925,41073,85259,127687,3875,6956,72828,116867
(주)푸드웰,005670,2018/12,39663,44881,86219,131300,5265,12614,64995,123790
(주)푸드웰,005670,2019/12,65280,72978,110808,149502,1259,9529,74568,143937
(주)푸드웰,005670,2020/12,65950,76372,98413,141750,6373,15153,66890,137336
(주)푸드웰,005670,2021/12,68257,81492,99181,153153,2507,5640,66055,148291
(주)푸른기술,094940,2011/12,13050,,28180,,5189,,29364,
(주)푸른기술,094940,2012/12,15531,15463,32118,32421,40,-186,27789,27789
(주)푸른기술,094940,2013/12,17640,17619,34106,34058,5306,5355,27140,28180
(주)푸른기술,094940,2014/12,15621,,28966,,-4149,,15098,
(주)푸른기술,094940,2015/12,14541,,29892,,-2258,,14453,
(주)푸른기술,094940,2016/12,14974,,28976,,910,,19017,
(주)푸른기술,094940,2017/12,15826,,31676,,1760,,21527,
(주)푸른기술,094940,2018/12,17298,17298,33857,34014,-1286,-1286,24947,24947
(주)푸른기술,094940,2019/12,17882,17882,35615,35570,2024,2044,23075,23398
(주)푸른기술,094940,2020/12,18672,18672,38244,38407,1575,1634,23218,23663
(주)푸른기술,094940,2021/12,20283,20283,44077,44240,-1359,-1470,30530,30830
(주)퓨런티어,370090,2019/12,468,,11766,,-581,,18078,
(주)퓨런티어,370090,2020/12,-1800,,8515,,-891,,15082,
(주)퓨런티어,370090,2021/12,842,,17612,,-1964,,22172,
(주)퓨얼셀파워,139170,2011/12,977,,17504,,-726,,8750,
(주)퓨얼셀파워,139170,2012/12,2564,,12988,,2268,,11607,
(주)퓨얼셀파워,139170,2013/12,7725,,18493,,2384,,17033,
(주)퓨전,195440,2015/12,1768,,16594,,-824,,18784,
(주)퓨전,195440,2016/12,2611,,30723,,-4250,,28216,
(주)퓨전,195440,2017/12,-5674,,28834,,-6991,,24698,
(주)퓨전,195440,2018/12,-17403,,22700,,4424,,17370,
(주)퓨전,195440,2019/12,-26414,-27356,53219,55650,-8042,-9946,8861,16290
(주)퓨전,195440,2020/12,-51176,-52517,15227,17991,-3436,-3683,2418,13919
(주)퓨쳐켐,220100,2013/12,,,,,,,,
(주)퓨쳐켐,220100,2014/12,-4805,-4834,11843,11814,-956,-956,703,703
(주)퓨쳐켐,220100,2015/12,-29390,-29364,16102,15785,-1479,-1479,1447,1447
(주)퓨쳐켐,220100,2016/12,-56650,,33108,,-2201,,1625,
(주)퓨쳐켐,220100,2017/12,-3958,-4491,28546,36000,-2814,-2836,2443,2998
(주)퓨쳐켐,220100,2018/12,-15030,-16459,49579,64047,-2923,-3337,2697,5635
(주)퓨쳐켐,220100,2019/12,-18779,-21827,47546,63215,-4104,-2709,4025,8167
(주)퓨쳐켐,220100,2020/12,-40889,-44928,67014,82457,-2452,-2277,5852,11013
(주)퓨쳐켐,220100,2021/12,-43444,-48348,61765,77136,-4958,-2947,7064,11818
(주)프럼파스트,035200,2011/12,8864,10230,28454,31977,1317,1566,28109,39827
(주)프럼파스트,035200,2012/12,9840,11526,29480,32860,-842,-410,31746,43011
(주)프럼파스트,035200,2013/12,12474,14449,33098,37206,1654,21,34183,47050
(주)프럼파스트,035200,2014/12,15321,17030,34038,38190,3433,4087,33961,44379
(주)프럼파스트,035200,2015/12,17953,19377,33451,36394,2866,3044,33654,38644
(주)프럼파스트,035200,2016/12,20437,21993,36173,39164,812,295,37219,45347
(주)프럼파스트,035200,2017/12,24560,25888,38719,40909,5826,5513,41580,48804
(주)프럼파스트,035200,2018/12,25843,26867,38507,40099,6527,7413,29758,32686
(주)프럼파스트,035200,2019/12,27772,28049,37346,38190,6074,6796,28299,29379
(주)프럼파스트,035200,2020/12,29264,29547,37436,38287,4107,3806,24311,25240
(주)프럼파스트,035200,2021/12,30933,31227,38915,40716,1001,1236,28213,29564
(주)프렉코,082220,2011/12,10316,,32982,,4142,,29242,
(주)프렉코,082220,2012/12,8320,,35707,,911,,23651,
(주)프렉코,082220,2013/12,11249,,41598,,3105,,45053,
(주)프렉코,082220,2014/12,2085,,34367,,-5323,,31497,
(주)프로스테믹스,203690,2014/12,,,,,,,,
(주)프로스테믹스,203690,2015/12,-9716,-9925,42969,43284,5801,6150,14597,14835
(주)프로스테믹스,203690,2016/12,4461,4058,47017,47061,6253,5863,14283,14164
(주)프로스테믹스,203690,2017/12,26705,26035,40937,40584,-3174,-3327,6022,6565
(주)프로스테믹스,203690,2018/12,19877,19738,33153,33313,-2236,-2334,4638,4720
(주)프로스테믹스,203690,2019/12,17721,17311,31981,31839,-269,-426,6828,7127
(주)프로스테믹스,203690,2020/12,10617,10241,60028,60147,-2560,-4672,13671,18031
(주)프로스테믹스,203690,2021/12,2161,2919,51772,53162,3460,3004,31509,32529
(주)프로이천,321260,2019/12,,,,,,,,
(주)프로이천,321260,2020/12,,,,,,,,
(주)프로이천,321260,2021/12,13442,14587,30693,32154,504,494,34035,34751
(주)프로텍,053610,2011/12,55182,,79805,,16796,,54490,
(주)프로텍,053610,2012/12,67923,68235,89828,90059,10328,7501,78046,81052
(주)프로텍,053610,2013/12,75474,74633,106294,106458,8689,7009,60162,66122
(주)프로텍,053610,2014/12,90560,88535,124198,123862,13777,12595,88007,92547
