회사명,거래소코드,회계년도,총자본정상영업이익률(IFRS),자기자본순이익률(IFRS),총자본순이익률(IFRS),매출액총이익률(IFRS),금융비용부담률(IFRS),경영자본순이익률(IFRS),총자본정상영업이익률(IFRS연결),자기자본순이익률(IFRS연결),총자본순이익률(IFRS연결),매출액총이익률(IFRS연결),금융비용부담률(IFRS연결),경영자본순이익률(IFRS연결)
(주)동구바이오제약,006620,2017/12,18.92,36.43,15.55,60.2,0.53,16.04,18.92,36.61,15.53,60.2,0.53,16.02
(주)동구바이오제약,006620,2018/12,6.31,8.31,5.08,58.56,0.15,5.57,,,,,,
(주)동구바이오제약,006620,2019/12,5.45,19.14,12.74,56.44,0.17,14.91,,,,,,
(주)동구바이오제약,006620,2020/12,5.49,10.14,6.6,57.91,0.25,8.05,,,,,,
(주)동구바이오제약,006620,2021/12,6,9.58,6.25,59.58,-0.12,8.37,5.26,9.32,6.03,59.58,-0.1,8.04
(주)동국알앤에스,075970,2011/12,5.01,4.3,1.79,12.38,2.96,2.23,4.78,4.91,1.94,14.92,3.14,2.27
(주)동국알앤에스,075970,2012/12,4.84,0.36,0.16,13.03,2.33,0.21,5.94,1.2,0.69,17.37,2.49,0.84
(주)동국알앤에스,075970,2013/12,2.8,0.53,0.27,11.75,1.73,0.35,3.37,-1.12,-0.56,15.31,2.1,-0.66
(주)동국알앤에스,075970,2014/12,2,1.97,1.05,12.92,1.41,1.33,2.2,2.44,1.24,16.06,1.7,1.42
(주)동국알앤에스,075970,2015/12,-0.89,-5.04,-2.72,12.11,1.35,-3.7,0.39,-2.04,-0.84,14.66,1.29,-1.02
(주)동국알앤에스,075970,2016/12,1.5,1.5,0.85,14.21,0.92,1.17,2.78,2.54,1.48,16.09,0.92,1.8
(주)동국알앤에스,075970,2017/12,2.46,2.64,1.58,17.81,0.37,2.06,3,3.49,2.06,17.61,0.75,2.37
(주)동국알앤에스,075970,2018/12,4.09,3.83,2.34,17.73,0.47,3.28,4.63,3.96,2.44,17.91,0.78,2.98
(주)동국알앤에스,075970,2019/12,1.71,1.74,1.07,15.93,0.45,1.62,2.91,2.99,2.07,16.82,0.72,2.67
(주)동국알앤에스,075970,2020/12,1.45,1.73,1.07,16.31,0.27,1.61,3.35,3.93,2.52,17.86,0.69,3.22
(주)동국알앤에스,075970,2021/12,1.31,2.49,1.53,15.8,-0.34,2.37,2.16,3.87,2.31,16.24,0.58,2.97
(주)동국에스엔씨,100130,2011/12,-7.88,-6.62,-5.22,8.38,-3.35,-6.82,-7.52,-6.36,-4.96,8.63,-3.16,-6.41
(주)동국에스엔씨,100130,2012/12,0.76,3.26,2.52,11.89,-2.06,3.61,0.92,3.05,2.35,12.16,-1.93,3.32
(주)동국에스엔씨,100130,2013/12,3,2.08,1.64,10.34,-2.48,2.23,3.17,1.1,0.86,11.05,-2.15,1.16
(주)동국에스엔씨,100130,2014/12,4.08,4.55,3.49,9.21,-1.27,4.49,4.14,4.76,3.64,9.59,-0.92,4.63
(주)동국에스엔씨,100130,2015/12,4.99,9.26,7.47,10.51,-1.14,10.23,4.3,9.69,6.71,10.82,-0.7,8.5
(주)동국에스엔씨,100130,2016/12,7,7.36,6.18,18.61,-0.72,8.26,6.12,6.18,3.82,14.23,-0.1,4.51
(주)동국에스엔씨,100130,2017/12,3.41,3.35,2.8,13.31,-1.12,3.52,2.58,2.74,1.41,9.69,-0.05,1.61
(주)동국에스엔씨,100130,2018/12,0.77,-2.21,-1.89,7.35,-1.28,-2.31,-1.29,-2.55,-2.73,4.94,0.07,-3.05
(주)동국에스엔씨,100130,2019/12,4.43,4.04,3.43,16.13,-1.12,4.11,3.54,3.69,2.24,12.21,0.25,2.45
(주)동국에스엔씨,100130,2020/12,2.29,0.98,0.81,11.05,-1.33,0.97,2.67,1.34,0.95,10.63,0.1,1.03
(주)동국에스엔씨,100130,2021/12,0.33,6.43,5.26,14.61,-1.31,6.33,4.33,6.33,5.68,14.24,0.1,6.17
(주)동방선기,099410,2011/12,2.29,2.06,0.88,14.67,2.39,1.68,5.8,5.01,1.98,19.67,4.77,2.57
(주)동방선기,099410,2012/12,-5.08,-5.41,-2.34,16.52,-7.48,-4.77,-4.21,-22.66,-9.16,18.53,7.35,-12.06
(주)동방선기,099410,2013/12,2.1,2.13,1.01,15.59,8.74,2.02,-9.22,-22.18,-9.15,8.47,8.44,-12.58
(주)동방선기,099410,2014/12,1.5,-31.33,-15.77,12.53,5.22,-30.47,-2.17,-4.39,-1.91,8.46,5.37,-2.34
(주)동방선기,099410,2015/12,3,-3.77,-1.88,15.48,3.61,-3.57,1.75,-2.63,-1.19,13.31,3.11,-1.27
(주)동방선기,099410,2016/12,3.23,-5.84,-3.78,13.98,2.56,-6.02,3.04,-6.32,-3.85,14.01,2.04,-4.12
(주)동방선기,099410,2017/12,-1.73,-10.85,-9.56,6.44,-0.54,-10.91,,,,,,
(주)동방선기,099410,2018/12,-8.25,-7.97,-6.9,-3.1,-1.37,-6.92,,,,,,
(주)동방선기,099410,2019/12,-3.72,-3.41,-2.9,5.95,-0.91,-2.9,,,,,,
(주)동방선기,099410,2020/12,-4.11,-3.3,-2.81,4.74,-0.72,-2.83,,,,,,
(주)동방선기,099410,2021/12,1.47,3.75,3.17,11.14,-0.88,3.3,,,,,,
(주)동서,026960,2011/12,5.35,12.27,11,16.38,-18,22.02,5.78,12.22,10.98,17.8,-3.32,22.26
(주)동서,026960,2012/12,4.49,12.22,11,16.72,-18.46,21.81,5.19,14.1,12.68,18.22,-3.25,25.69
(주)동서,026960,2013/12,4.23,11.28,10.28,17.34,-18.22,17.44,4.76,13.04,11.82,18.57,-2.86,21.27
(주)동서,026960,2014/12,4.17,11.02,10.15,17.11,-17.02,16.75,4.73,12.48,11.45,18.48,-2.62,20.44
(주)동서,026960,2015/12,3.53,9.96,9.23,16.06,-16.38,14.86,4.02,11.18,10.28,17.47,-2.15,18.28
(주)동성하이켐,013450,2011/12,14.42,19.2,11.38,11.21,-0.19,11.92,,,,,,
(주)동성하이켐,013450,2012/12,12.74,18.41,10.35,12.7,-0.05,12.37,,,,,,
(주)동성하이켐,013450,2013/12,11.93,15.5,8.57,13.51,0.35,10.04,,,,,,
(주)동성하이켐,013450,2014/12,11.3,7.4,4.48,12.09,0.38,4.67,,,,,,
(주)동성화인텍,033500,2011/12,1.94,-13.31,-4.19,10.64,3.68,-4.44,,,,,,
(주)동성화인텍,033500,2012/12,6.14,14.55,4.01,14.29,3.29,4.2,,,,,,
(주)동성화인텍,033500,2013/12,6.9,12.35,3.29,11.64,1.72,3.42,,,,,,
(주)동성화인텍,033500,2014/12,8.8,25.08,8.12,12.36,1.1,8.47,,,,,,
(주)동성화인텍,033500,2015/12,7.26,13.1,5.03,12.41,0.9,5.25,7.23,12.49,5.01,12.39,0.9,5.18
(주)동성화인텍,033500,2016/12,5.93,10.53,4.41,13.27,0.74,4.58,4.74,8.38,3.08,13.17,0.76,3.18
(주)동성화인텍,033500,2017/12,-8.38,-38.2,-15.48,0.18,1.05,-16.12,-10,-30.05,-12.78,-1.14,1.07,-13.2
(주)동성화인텍,033500,2018/12,-1.88,-4.7,-1.73,7.55,1.41,-1.82,-3.98,-15.26,-4.68,6.9,1.45,-4.86
(주)동성화인텍,033500,2019/12,11.34,19.96,7.49,20.28,1.36,7.88,11.51,19.99,7.21,20.11,1.34,7.44
(주)동성화인텍,033500,2020/12,18.13,19.76,8.21,18.57,1.1,8.49,12.55,20.79,8.35,18.3,1.23,8.56
(주)동성화인텍,033500,2021/12,12.25,18.17,8.55,16.09,0.6,8.73,11.15,21.02,9.78,16.13,0.82,9.99
(주)동아엘텍,088130,2011/12,8.07,8.94,7.62,30.39,-1.77,9.64,9.05,10.99,8.4,25.79,-0.5,9.19
(주)동아엘텍,088130,2012/12,1.07,1.4,1.13,20.59,-0.95,1.5,7.07,7.76,6.86,24.07,-0.63,7.76
(주)동아엘텍,088130,2013/12,9.72,11.93,7.91,26.74,0,9.63,11.22,13.83,8.34,28.02,0.14,9.32
(주)동아엘텍,088130,2014/12,9.59,11.14,7.15,23.07,-0.27,8.7,8.15,10.29,5.41,23.79,0,5.97
(주)동아엘텍,088130,2015/12,18.69,17.08,13.19,29.37,0.13,16.83,9.91,11.99,6.21,26.75,0.29,6.86
(주)동아엘텍,088130,2016/12,9.07,11.2,8.86,28.4,-0.44,10.81,20.53,24.54,19.33,27.3,-0.02,20.78
(주)동아엘텍,088130,2017/12,9.23,18.33,14.3,19.15,-0.13,17.26,12.27,8.88,6.71,23.09,-0.02,7.05
(주)동아엘텍,088130,2018/12,10.46,11.99,9.42,19.41,-0.3,12.05,9.63,11.19,7.55,19.93,-0.32,8.06
(주)동아엘텍,088130,2019/12,6.42,8.39,6.65,24.83,-0.98,8.98,7.36,7.4,5.67,25.34,-0.53,6.33
(주)동아엘텍,088130,2020/12,4.02,4.72,3.9,17.7,-1.11,5.36,5.19,5.66,3.99,22.36,-0.52,4.61
(주)동아엘텍,088130,2021/12,5.53,5.09,4.21,18.96,-0.48,5.83,2.14,2.48,-0.15,21.36,-0.19,-0.17
(주)동양에스텍,060380,2011/12,2.64,1.11,0.49,5.58,1.17,0.64,3.24,2.28,0.99,6.31,1.13,1.27
(주)동양에스텍,060380,2012/12,-1.26,-7.64,-2.98,4.22,1.25,-3.89,-1.13,-7.82,-3.02,4.86,1.24,-3.79
(주)동양에스텍,060380,2013/12,3.18,4.06,1.64,5.05,1.03,2.23,3.5,4.75,1.88,5.59,1.04,2.41
(주)동양에스텍,060380,2014/12,1,-8.71,-3.92,4.16,0.84,-5.41,1.87,-7.08,-3.12,5.21,0.86,-4.01
(주)동양에스텍,060380,2015/12,1.04,-4.18,-2.06,5.74,0.38,-2.87,1.76,-4.1,-1.96,6.9,0.43,-2.48
(주)동양에스텍,060380,2016/12,3.08,9.08,4.6,6.75,0.38,6.72,3.66,9.08,3.9,8.26,0.53,4.91
(주)동양에스텍,060380,2017/12,2.2,6.16,3.08,5.41,0.57,4.45,2.34,6.16,2.66,6.48,0.76,3.25
(주)동양에스텍,060380,2018/12,1.5,-0.47,-0.22,4.95,0.56,-0.31,1.33,-0.47,-0.45,6.05,0.72,-0.53
(주)동양에스텍,060380,2019/12,0.42,3.81,1.69,4.6,0.82,2.37,1.97,3.81,1.55,6.48,0.85,1.78
(주)동양에스텍,060380,2020/12,1.04,9.87,4.91,6.07,0.72,6.83,3.46,9.87,4.31,8.57,0.76,4.73
(주)동양에스텍,060380,2021/12,16.55,28.21,15.34,13.93,0.31,19.39,16.33,28.21,13.77,15.57,0.44,14.35
(주)동우팜투테이블,088910,2011/12,7.11,8.86,7.21,9.61,0.1,8.93,,,,,,
(주)동우팜투테이블,088910,2012/12,-0.9,2.19,1.68,5.96,-0.35,2.12,,,,,,
(주)동우팜투테이블,088910,2013/12,8.28,9.07,6.94,10.79,-0.34,9.84,,,,,,
(주)동우팜투테이블,088910,2014/12,4.2,1.36,1.07,9.16,-0.23,1.59,,,,,,
(주)동우팜투테이블,088910,2015/12,3.66,6.54,5.18,8.33,-0.3,7.28,,,,,,
(주)동우팜투테이블,088910,2016/12,5.77,9.41,7.7,10.59,-0.32,11.05,,,,,,
(주)동우팜투테이블,088910,2017/12,9,11.1,9.36,13.73,-0.28,13.62,,,,,,
(주)동우팜투테이블,088910,2018/12,8.06,10.07,8.61,13.04,-0.64,12.79,,,,,,
(주)동우팜투테이블,088910,2019/12,1.92,1.37,1.17,7.96,-0.69,1.81,1.89,1.39,1.17,7.96,-0.69,1.85
(주)동우팜투테이블,088910,2020/12,-1.56,-1.49,-1.18,5.16,-0.53,-2.02,-1.41,-1.25,-0.96,5.5,-0.51,-1.66
(주)동우팜투테이블,088910,2021/12,0.28,-6.72,-4.72,6.64,-0.17,-8.63,0.72,-6.06,-4.19,7.28,-0.16,-7.59
(주)동운아나텍,094170,2011/12,9.12,17.34,6.36,34.03,2.31,7.27,,,,,,
(주)동운아나텍,094170,2012/12,12.09,18.39,6.27,35.7,2,6.99,,,,,,
(주)동운아나텍,094170,2013/12,28.04,44.66,20.06,35.33,1.05,22.39,,,,,,
(주)동운아나텍,094170,2014/12,18.53,32.56,19.45,37.46,0.6,22.36,,,,,,
(주)동운아나텍,094170,2015/12,21.74,28.89,21.02,39.13,0.25,24.11,,,,,,
(주)동운아나텍,094170,2016/12,3.41,3.91,3.09,29.95,0.01,3.58,,,,,,
(주)동운아나텍,094170,2017/12,-4.2,-10.53,-7.29,24.67,0.21,-8.87,,,,,,
(주)동운아나텍,094170,2018/12,-14.85,-33.36,-18.61,21.86,1.21,-22.98,,,,,,
(주)동운아나텍,094170,2019/12,-4.57,29.12,13.8,28.17,2.06,16.69,,,,,,
(주)동운아나텍,094170,2020/12,3.74,2.91,1.28,28.6,1.04,1.5,,,,,,
(주)동운아나텍,094170,2021/12,-23.68,-59.13,-22.29,17.35,3.51,-25.72,,,,,,
(주)동원개발,013120,2011/12,7.21,8.87,5.54,14.86,-0.12,5.82,,,,,,
(주)동원개발,013120,2012/12,11.23,15.27,9.25,13.62,-0.07,9.59,,,,,,
(주)동원개발,013120,2013/12,10.98,12.77,8.14,17.67,-0.13,8.37,,,,,,
(주)동원개발,013120,2014/12,18.81,19.67,14.38,25.93,0.04,14.68,,,,,,
(주)동원개발,013120,2015/12,23.91,24.32,18.41,25.18,-0.11,18.76,,,,,,
(주)동원개발,013120,2016/12,21.86,21.35,16.33,27.1,-0.13,16.65,,,,,,
(주)동원개발,013120,2017/12,21.07,18.31,14.82,27.49,-0.34,15.14,,,,,,
(주)동원개발,013120,2018/12,20.25,18.79,15.42,28.41,-0.52,15.78,,,,,,
(주)동원개발,013120,2019/12,11.74,11.49,9.37,18.84,-0.88,9.65,,,,,,
(주)동원개발,013120,2020/12,18.8,17.28,14.48,32.63,-0.83,14.93,,,,,,
(주)동원개발,013120,2021/12,8.5,7.83,6.34,27.11,-1.32,6.5,8.02,7.59,5.98,27.11,-1.32,6.05
(주)동일기연,032960,2011/12,11.02,12.66,10.41,37.12,-3.13,12.14,10.02,11.84,9.67,37.53,-3.61,9.99
(주)동일기연,032960,2012/12,7.54,13.91,11.47,35.89,-1.72,13.95,6.27,13.02,10.58,36.91,-2.17,11.06
(주)동일기연,032960,2013/12,7,10.28,9.08,35.91,-2.3,10.92,5.08,8.37,7.29,35.31,-2.42,7.63
(주)동일기연,032960,2014/12,5.53,7.46,6.74,34.15,-2.51,8.19,4.8,7.67,6.37,37.28,-2.61,6.73
(주)동일기연,032960,2015/12,4.37,7.71,6.95,38.68,-2.7,9.01,2.82,7.06,5.54,41.65,-2.79,6.22
(주)동일기연,032960,2016/12,2.51,9.81,8.84,37.28,-2.54,11.78,1.72,10.13,8.46,40.57,-2.41,10.08
(주)동일기연,032960,2017/12,4.45,7.58,6.93,37.81,-2.1,9.03,3.47,11.87,10.56,41.52,-2.11,12.24
(주)동일기연,032960,2018/12,0.36,-0.7,-0.65,30.02,-3.52,-0.86,-2.05,-0.4,-1.18,32.53,-3.92,-1.35
(주)동일기연,032960,2019/12,3.36,3.57,3.29,34.12,-2.27,4.48,1.54,5.3,3.48,38,-2.61,4.06
(주)동일기연,032960,2020/12,2.8,2.08,1.92,36.75,-2.13,2.6,0.33,1.53,0.15,41.41,-2.3,0.18
(주)동일기연,032960,2021/12,3.46,17.1,16.06,37.84,-1.79,21.12,0.12,13.87,12.53,39.8,-1.76,14.53
(주)동진쎄미켐,005290,2011/12,2.22,-3.81,-1.24,10.39,2.6,-1.58,2.36,-5.57,-1.27,11.43,3.44,-1.45
(주)동진쎄미켐,005290,2012/12,5.21,8.88,2.67,13.25,2.65,3.47,4.76,4.77,1.25,13.48,3.45,1.41
(주)동진쎄미켐,005290,2013/12,5.66,10.6,3.26,14.25,2.43,4.29,3.88,2.56,0.63,13.14,2.95,0.69
(주)동진쎄미켐,005290,2014/12,4.68,6.39,1.84,13.76,2.57,2.34,6.02,7.5,1.7,14.98,2.83,1.85
(주)동진쎄미켐,005290,2015/12,6.2,7.99,2.2,15.6,2.24,2.73,9.07,13.05,3.09,18.12,2.23,3.35
(주)동진쎄미켐,005290,2016/12,3.91,10.62,3.3,12.96,1.61,4.2,6.91,14.65,4.02,16.12,1.76,4.41
(주)동진쎄미켐,005290,2017/12,9.41,17.06,6.67,17.66,1.41,8.53,10.86,19.73,6.79,18.82,1.62,7.44
(주)동진쎄미켐,005290,2018/12,8.44,14.5,6.52,17.81,1.33,8.37,9.94,16.85,6.72,18.49,1.4,7.31
(주)동진쎄미켐,005290,2019/12,11.12,14.57,6.64,20.51,1.25,8.75,13.1,17.78,7.33,21.3,1.46,8.1
(주)동진쎄미켐,005290,2020/12,11.26,18.08,8.61,22.56,1.1,11.47,14.02,21.58,9.47,23.37,1.05,10.32
(주)동진쎄미켐,005290,2021/12,10.72,18.69,9.19,20.64,0.82,11.95,12.28,20.92,9.58,20.68,0.74,10.28
(주)두산테스나,131970,2011/12,13.79,27.93,10.89,25.87,3.94,11.74,,,,,,
(주)두산테스나,131970,2012/12,12.13,22.39,8.89,24.19,4.27,9.35,,,,,,
(주)두산테스나,131970,2013/12,15,22.32,10.2,27.31,3.16,11.04,,,,,,
(주)두산테스나,131970,2014/12,7.28,7.74,4.46,19.62,2.08,4.98,,,,,,
(주)두산테스나,131970,2015/12,-3.63,-6.93,-4.59,-4.86,1.79,-5.28,,,,,,
(주)두산테스나,131970,2016/12,-1.75,1.27,0.92,-0.05,1.19,1.08,,,,,,
(주)두산테스나,131970,2017/12,11.31,14.33,10.31,24.59,0.37,11.8,,,,,,
(주)두산테스나,131970,2018/12,18.04,21.87,15.62,32.35,0.15,17.39,,,,,,
(주)두산테스나,131970,2019/12,10.65,17.5,9.43,31.44,1.52,10.54,,,,,,
(주)두산테스나,131970,2020/12,7.65,19.23,9.32,25.05,3.2,10.41,,,,,,
(주)두산테스나,131970,2021/12,10.93,19.4,9.53,27.77,1.35,10.88,,,,,,
(주)듀오백,073190,2011/12,3.74,5.92,5.43,31.01,-3.67,6.56,2.04,5.13,3.92,34.89,-3.25,4.57
(주)듀오백,073190,2012/12,-0.96,1.49,1.38,27.48,-3.86,1.84,-2.65,-0.25,-0.26,32.3,-3.42,-0.33
(주)듀오백,073190,2013/12,1.74,0.02,0.02,28.03,-1.4,0.03,0.18,-1.72,-1.79,33.52,-1.25,-2.35
(주)듀오백,073190,2014/12,-4.81,-12.02,-10.94,25.03,-1.01,-14.97,-7.03,-8.86,-8.54,30.03,-0.8,-11.31
(주)듀오백,073190,2015/12,-7.65,-8.83,-7.87,24.26,-0.55,-10.61,-8.64,-8.71,-7.69,25.82,-0.45,-10.5
(주)듀오백,073190,2016/12,-12.19,-17.69,-15.27,24.14,-1.76,-20.53,-12.45,-16.12,-13.54,25.31,-1.36,-18.79
(주)듀오백,073190,2017/12,1.88,3.47,2.98,28.29,-2.36,3.94,1.5,4.05,3.44,29.38,-2.31,4.6
(주)듀오백,073190,2018/12,-7.21,-9.44,-8.35,23.36,-0.17,-10.34,-7.86,-10.13,-8.73,23.19,-0.15,-10.7
(주)듀오백,073190,2019/12,-6.75,-10.44,-9.25,27.32,-0.1,-10.56,-7.41,-9.87,-8.87,26.43,-0.07,-10.06
(주)듀오백,073190,2020/12,2.13,2.83,2.38,28.95,-0.06,2.63,2.03,2.65,2.15,29.31,-0.06,2.38
(주)듀오백,073190,2021/12,-10.62,-15.93,-13.22,20.4,-0.09,-14.5,-10.28,-15.68,-12.87,21.15,-0.09,-14.12
(주)드래곤플라이,030350,2011/12,5.56,12.78,9.28,93.9,-1.22,13.94,2.57,9.3,6.37,90.39,-1.22,9.08
(주)드래곤플라이,030350,2012/12,3.31,-8.01,-5.17,90.78,-1.51,-9.02,3.55,-10.33,-6.49,90.92,-1.15,-10.64
(주)드래곤플라이,030350,2013/12,0.46,-71.54,-35.69,99.44,3.97,-53.35,0.22,-66.33,-31.8,99.44,5.19,-45.44
(주)드래곤플라이,030350,2014/12,3.07,-28.67,-10.88,0,6.8,-12.21,3.33,-29.91,-11.16,0,7.72,-12.2
(주)드래곤플라이,030350,2015/12,5.28,-37.12,-13.87,0,-2.37,-14.71,5.3,-27.64,-11.17,0,-0.96,-11.61
(주)드래곤플라이,030350,2016/12,2.42,-1.15,-0.48,0,10.16,-0.5,2.42,-1.06,-0.46,0,10.16,-0.47
(주)드래곤플라이,030350,2017/12,-9.34,-36.56,-16.54,0,15.98,-16.9,,,,,,
(주)드래곤플라이,030350,2018/12,-16.81,-43.86,-24.75,0,20.92,-26.57,,,,,,
(주)드래곤플라이,030350,2019/12,-24.8,-36.33,-31.89,0,-2.03,-40.63,-30.22,-46.47,-38.53,0,-2.01,-49.04
(주)드래곤플라이,030350,2020/12,0.55,-84.85,-46.84,0,-1.56,-70.43,-19.33,-84.16,-45.6,0,-0.49,-65.67
(주)드래곤플라이,030350,2021/12,-7.2,-60.22,-41.08,0,26.1,-70.13,-8.97,-55.52,-36,0,14.46,-47.51
(주)드림시큐리티,203650,2014/12,,,,,,,,,,,,
(주)드림시큐리티,203650,2015/12,,,,,,,,,,,,
(주)드림시큐리티,203650,2016/12,,,,,,,,,,,,
(주)드림시큐리티,203650,2017/12,1.74,-11.76,-10.19,25.72,0.31,-13.8,4.47,-8.05,-6.58,26.84,0.35,-7.42
(주)드림시큐리티,203650,2018/12,11.99,13.13,11.77,29.66,-0.44,16.06,12.28,14.31,12.25,29.64,-0.37,13.99
(주)드림시큐리티,203650,2019/12,2.29,4.05,3.37,29.07,-0.18,9.61,3.39,5.72,4.84,27.05,-0.1,10.86
(주)드림시큐리티,203650,2020/12,2.45,3.62,2.91,29.82,0.41,12.94,7.27,7.42,3.44,33.64,3.05,4.19
(주)드림시큐리티,203650,2021/12,2.17,5.69,3.62,35.4,-2.38,19.68,5.61,18.06,4.77,31.87,3.39,5.02
(주)드림씨아이에스,223250,2011/12,,,,,,,,,,,,
(주)드림씨아이에스,223250,2012/12,,,,,,,,,,,,
(주)드림씨아이에스,223250,2013/12,,,,,,,,,,,,
(주)드림씨아이에스,223250,2014/12,6.69,6.5,4.26,22.54,-1.24,4.54,,,,,,
(주)드림씨아이에스,223250,2015/12,-5.64,-8.27,-5.13,13.73,-0.31,-5.55,,,,,,
(주)드림씨아이에스,223250,2016/12,-32.53,-76.14,-33.17,-8.23,-0.02,-35.99,,,,,,
(주)드림씨아이에스,223250,2017/12,-7.6,-33.12,-8.09,14.66,0.13,-8.6,,,,,,
(주)드림씨아이에스,223250,2018/12,22.88,73.29,21.89,35.91,-0.14,22.52,,,,,,
(주)드림씨아이에스,223250,2019/12,20.3,48.11,19.44,37.99,-0.4,19.9,,,,,,
(주)드림씨아이에스,223250,2020/12,13.08,20.67,13.26,40.94,-0.74,14.23,13.02,20.56,13.19,40.94,-0.74,14.13
(주)드림씨아이에스,223250,2021/12,7.35,8.59,6.08,33.33,-0.82,6.67,6.38,8.5,5.69,33.23,-0.82,6.26
(주)드림어스컴퍼니,060570,2011/12,-23.99,-53.51,-34.61,4.65,0.28,-55.05,-28.9,-61.97,-37.01,6.74,0.26,-38.58
(주)드림어스컴퍼니,060570,2012/12,1.6,-47.45,-25.2,21.36,0.02,-35.13,-14.17,-27.23,-13.3,17.45,0.08,-13.3
(주)드림어스컴퍼니,060570,2013/12,-10.23,-20.18,-10.66,21.03,0.03,-12.44,-18,-38.06,-18.98,23.3,-0.02,-18.98
(주)드림어스컴퍼니,060570,2014/12,3.5,5.73,3.94,34.27,0.12,4.49,3.2,7.15,5.02,35.48,0.03,5.02
(주)드림어스컴퍼니,060570,2015/12,1.87,3.27,2.5,37.29,-0.15,2.78,0.49,1.33,1.04,39.11,-0.17,1.04
(주)드림어스컴퍼니,060570,2016/12,-13.18,-21.89,-16.68,27.5,0.43,-18.93,-17.09,-23.17,-18.07,27.42,0.39,-18.2
(주)드림어스컴퍼니,060570,2017/12,-8,-16.11,-13.72,20.3,0.11,-18.03,-8.8,-18.57,-15.58,22.01,0.11,-15.64
(주)드림어스컴퍼니,060570,2018/12,0.84,-15.53,-13.25,23.93,-0.51,-17.81,-1.86,-15.58,-12.71,23.71,-0.37,-12.75
(주)드림어스컴퍼니,060570,2019/12,-13.02,-34.68,-26.66,15.24,-0.51,-31.57,-14.22,-34.56,-25.53,15.57,-0.43,-25.67
(주)드림어스컴퍼니,060570,2020/12,-5.17,-17.57,-11.03,20.48,-0.22,-11.55,-6.91,-21.59,-13.41,19.94,-0.19,-13.45
(주)드림어스컴퍼니,060570,2021/12,3.07,-17.93,-7.48,24.5,-0.2,-8.35,2.27,-18.36,-7.54,24.37,-0.17,-8.13
(주)드림티엔터테인먼트,220110,2014/12,,,,,,,,,,,,
(주)드림티엔터테인먼트,220110,2015/12,5.81,14.25,3.09,27.95,4.07,7.4,5.35,31.9,3.26,18.3,1.84,4.65
(주)드림티엔터테인먼트,220110,2016/12,0.08,-17.4,-6.95,16.8,0.84,-14.88,4.87,-19.55,-2.85,18.8,0.29,-3.55
(주)드림티엔터테인먼트,220110,2017/12,-11.38,-13.92,-10.02,10.32,-0.06,-22.32,9.07,9.56,5.91,16.91,-0.08,6.09
(주)드림티엔터테인먼트,220110,2018/12,0.34,-201.31,-97.7,15.63,-0.23,-364.18,5.68,-189.23,-48.56,19.02,-0.73,-52.24
(주)드림티엔터테인먼트,220110,2019/12,12.08,21.97,5.03,59.44,-1.22,13.51,,,,,,
(주)디딤이앤에프,217620,2015/12,,,,,,,,,,,,
(주)디딤이앤에프,217620,2016/12,,,,,,,,,,,,
(주)디딤이앤에프,217620,2017/12,2.98,7.64,4.49,51.49,1.05,6.14,2.82,7.52,4.28,52.26,1.04,5.69
(주)디딤이앤에프,217620,2018/12,8.17,10.21,5.74,52.12,0.3,8.41,7.18,8.37,4.22,52.77,0.72,5.63
(주)디딤이앤에프,217620,2019/12,5.08,6.46,2.56,47.59,1.59,3.63,3.74,4.24,1.45,48.8,1.75,1.91
(주)디딤이앤에프,217620,2020/12,-11.53,-148.94,-30.79,46.66,2.66,-43.4,-12.84,-147.73,-27.17,47.19,2.98,-36.52
(주)디딤이앤에프,217620,2021/12,-8.55,-68.14,-7.52,47.14,2.77,-11.48,-8.28,-80.48,-7.74,48.37,3.07,-11
(주)디모아,016670,2011/12,15.48,22.43,12.21,22.26,-0.89,12.98,,,,,,
(주)디모아,016670,2012/12,17.13,15.22,10.15,20.38,-1.12,11.38,12.87,14.11,6.94,15.97,-0.2,7.49
(주)디모아,016670,2013/12,16.92,17.49,11.81,20.88,-0.68,15.72,15.45,20.98,10.66,19.14,-0.41,11.74
(주)디모아,016670,2014/12,16.78,19.47,13.52,20.5,-0.64,18.61,14.73,21.58,12.24,19.03,-0.48,13.56
(주)디모아,016670,2015/12,14.21,5.63,4.27,20.5,-0.64,5.54,11.17,5.91,3.31,17.63,-0.46,3.56
(주)디모아,016670,2016/12,2.19,2.46,2.01,14.77,-0.83,2.84,2.5,3.36,2.12,11.72,-0.45,2.43
(주)디모아,016670,2017/12,0.53,1.57,1.27,13.49,-1.52,1.98,1.63,2.97,2.05,11.33,-0.8,2.59
(주)디모아,016670,2018/12,0.1,0.98,0.79,72.61,-7.38,1.3,2.15,3.31,2.22,78.89,-4.79,2.89
(주)디모아,016670,2019/12,0.15,-17.23,-13.47,94.72,-8.25,-23.57,8.02,-3.42,-1.78,92.89,-2.92,-2.27
(주)디모아,016670,2020/12,-0.33,-116.36,-69.16,95.46,-0.2,-155.78,5.92,-77.1,-37.54,90.1,-0.83,-56.06
(주)디모아,016670,2021/12,0.26,-6.32,-3.98,37.29,4.99,-11.03,5.68,5.97,3.45,66.11,0.54,5.84
(주)디바이스이엔지,187870,2011/12,,,,,,,,,,,,
(주)디바이스이엔지,187870,2012/12,,,,,,,,,,,,
