회사명,거래소코드,회계년도,단기차입금(요약)(IFRS)(백만원),유동성장기부채(요약)(IFRS)(백만원),단기차입금(요약)(IFRS연결)(백만원),유동성장기부채(요약)(IFRS연결)(백만원)
(주)테라젠이텍스,066700,2021/12,13600,2406,30786,2406
(주)테라텍,151750,2011/12,,,,
(주)테라텍,151750,2012/12,,,,
(주)테라텍,151750,2013/12,,,,
(주)테라텍,151750,2014/12,,,,
(주)테스,095610,2011/12,0,7780,,
(주)테스,095610,2012/12,0,11377,,
(주)테스,095610,2013/12,0,39,0,39
(주)테스,095610,2014/12,0,0,0,0
(주)테스,095610,2015/12,10990,0,10990,0
(주)테스,095610,2016/12,4574,0,4574,0
(주)테스,095610,2017/12,8900,0,8900,0
(주)테스,095610,2018/12,83,0,93,0
(주)테스,095610,2019/12,10000,0,10000,0
(주)테스,095610,2020/12,4000,0,4000,0
(주)테스,095610,2021/12,0,0,0,0
(주)테크엘,064520,2011/12,20347,12441,20347,12441
(주)테크엘,064520,2012/12,19597,6909,19597,6909
(주)테크엘,064520,2013/12,23268,24210,23268,24210
(주)테크엘,064520,2014/12,26722,10494,,
(주)테크엘,064520,2015/12,23530,2737,23530,0
(주)테크엘,064520,2016/12,35330,3375,35330,3375
(주)테크엘,064520,2017/12,37980,2333,37980,2333
(주)테크엘,064520,2018/12,45343,1672,45343,1702
(주)테크엘,064520,2019/12,27375,42,27123,42
(주)테크엘,064520,2020/12,3000,0,3000,0
(주)테크엘,064520,2021/12,0,0,0,0
(주)테크윙,089030,2011/12,12741,2080,,
(주)테크윙,089030,2012/12,25550,0,,
(주)테크윙,089030,2013/12,26322,0,30188,0
(주)테크윙,089030,2014/12,38332,0,41514,4744
(주)테크윙,089030,2015/12,44182,0,46924,0
(주)테크윙,089030,2016/12,48525,0,53290,4086
(주)테크윙,089030,2017/12,60997,32431,62487,32554
(주)테크윙,089030,2018/12,57997,25860,61987,25860
(주)테크윙,089030,2019/12,48997,9997,59497,12382
(주)테크윙,089030,2020/12,52997,35994,64497,35994
(주)테크윙,089030,2021/12,73303,8053,83103,8221
(주)텔레칩스,054450,2011/12,0,0,,
(주)텔레칩스,054450,2012/12,0,0,,
(주)텔레칩스,054450,2013/12,0,0,,
(주)텔레칩스,054450,2014/12,0,0,,
(주)텔레칩스,054450,2015/12,0,0,,
(주)텔레칩스,054450,2016/12,0,0,0,0
(주)텔레칩스,054450,2017/12,0,0,0,0
(주)텔레칩스,054450,2018/12,0,0,0,0
(주)텔레칩스,054450,2019/12,0,0,0,0
(주)텔레칩스,054450,2020/12,10000,0,10000,0
(주)텔레칩스,054450,2021/12,10000,0,10000,0
(주)텔레필드,091440,2011/12,7010,0,,
(주)텔레필드,091440,2012/12,5148,0,,
(주)텔레필드,091440,2013/12,5093,527,,
(주)텔레필드,091440,2014/12,5052,527,,
(주)텔레필드,091440,2015/12,1560,527,,
(주)텔레필드,091440,2016/12,1633,5027,3300,7717
(주)텔레필드,091440,2017/12,1757,5851,3841,8460
(주)텔레필드,091440,2018/12,2538,264,6531,382
(주)텔레필드,091440,2019/12,2864,4872,5978,5023
(주)텔레필드,091440,2020/12,5691,441,11205,3608
(주)텔레필드,091440,2021/12,3184,401,8455,660
(주)텔콘알에프제약,200230,2011/12,,,,
(주)텔콘알에프제약,200230,2012/12,2522,0,2522,0
(주)텔콘알에프제약,200230,2013/12,3226,0,3226,0
(주)텔콘알에프제약,200230,2014/12,1122,0,1122,0
(주)텔콘알에프제약,200230,2015/12,0,0,0,0
(주)텔콘알에프제약,200230,2016/12,0,8152,2380,9339
(주)텔콘알에프제약,200230,2017/12,11505,0,12952,49040
(주)텔콘알에프제약,200230,2018/12,7442,158,7467,158
(주)텔콘알에프제약,200230,2019/12,0,595,25,755
(주)텔콘알에프제약,200230,2020/12,0,720,25,859
(주)텔콘알에프제약,200230,2021/12,0,478,0,644
(주)토박스코리아,215480,2015/12,,,,
(주)토박스코리아,215480,2016/12,,,,
(주)토박스코리아,215480,2017/12,0,0,,
(주)토박스코리아,215480,2018/12,0,9380,,
(주)토박스코리아,215480,2019/12,0,0,,
(주)토박스코리아,215480,2020/12,0,0,,
(주)토박스코리아,215480,2021/12,0,0,500,0
(주)토비스,051360,2011/12,21282,10887,22282,10887
(주)토비스,051360,2012/12,28577,2892,31222,2892
(주)토비스,051360,2013/12,30877,0,33407,0
(주)토비스,051360,2014/12,22860,0,23190,0
(주)토비스,051360,2015/12,20408,120,38907,120
(주)토비스,051360,2016/12,36013,500,55204,500
(주)토비스,051360,2017/12,4821,375,26429,375
(주)토비스,051360,2018/12,20753,17,41666,17
(주)토비스,051360,2019/12,13947,344,35633,344
(주)토비스,051360,2020/12,21675,522,45721,522
(주)토비스,051360,2021/12,64680,195,95626,195
(주)토탈소프트뱅크,045340,2011/12,1000,0,,
(주)토탈소프트뱅크,045340,2012/12,1000,0,,
(주)토탈소프트뱅크,045340,2013/12,1000,0,,
(주)토탈소프트뱅크,045340,2014/12,0,0,,
(주)토탈소프트뱅크,045340,2015/12,0,0,,
(주)토탈소프트뱅크,045340,2016/12,150,0,,
(주)토탈소프트뱅크,045340,2017/12,0,600,,
(주)토탈소프트뱅크,045340,2018/12,0,600,,
(주)토탈소프트뱅크,045340,2019/12,0,800,,
(주)토탈소프트뱅크,045340,2020/12,0,800,,
(주)토탈소프트뱅크,045340,2021/12,0,1700,,
(주)톱텍,108230,2011/12,2300,4873,,
(주)톱텍,108230,2012/12,11824,523,11824,523
(주)톱텍,108230,2013/12,17869,418,17869,418
(주)톱텍,108230,2014/12,7500,6078,10500,6078
(주)톱텍,108230,2015/12,2000,0,5000,0
(주)톱텍,108230,2016/12,27000,900,32000,1309
(주)톱텍,108230,2017/12,2000,2872,5000,2881
(주)톱텍,108230,2018/12,2000,3229,5000,3229
(주)톱텍,108230,2019/12,0,3229,9000,3229
(주)톱텍,108230,2020/12,0,1971,6000,1971
(주)톱텍,108230,2021/12,10000,0,16000,0
(주)투비소프트,079970,2011/12,1051,67,,
(주)투비소프트,079970,2012/12,0,0,0,0
(주)투비소프트,079970,2013/12,0,0,0,0
(주)투비소프트,079970,2014/12,0,0,0,0
(주)투비소프트,079970,2015/12,0,0,0,0
(주)투비소프트,079970,2016/12,0,0,0,0
(주)투비소프트,079970,2017/12,0,0,2027,1394
(주)투비소프트,079970,2018/12,0,0,3082,0
(주)투비소프트,079970,2019/12,300,9,1346,9
(주)투비소프트,079970,2020/12,844,0,1121,3896
(주)투비소프트,079970,2021/12,2138,0,2011,780
(주)툴젠,199800,2012/12,,,,
(주)툴젠,199800,2013/12,,,,
(주)툴젠,199800,2014/12,,,,
(주)툴젠,199800,2015/12,0,0,,
(주)툴젠,199800,2016/12,0,0,,
(주)툴젠,199800,2017/12,0,800,,
(주)툴젠,199800,2018/12,0,0,,
(주)툴젠,199800,2019/12,0,0,,
(주)툴젠,199800,2020/12,0,0,,
(주)툴젠,199800,2021/12,0,0,,
(주)트라이써클,034010,2011/12,4286,0,7499,0
(주)트레이스,052290,2011/12,8535,15838,11197,0
(주)트레이스,052290,2012/12,13467,1250,15084,1250
(주)트레이스,052290,2013/12,11471,22516,12714,22816
(주)트레이스,052290,2014/12,13461,12104,14554,12104
(주)트레이스,052290,2015/12,11271,8044,12434,8044
(주)트레이스,052290,2016/12,12352,7114,17234,7114
(주)트레이스,052290,2017/12,8189,4673,12692,4673
(주)트루윈,105550,2011/12,11120,0,,
(주)트루윈,105550,2012/12,10565,863,,
(주)트루윈,105550,2013/12,13209,2983,,
(주)트루윈,105550,2014/12,8130,1901,,
(주)트루윈,105550,2015/12,13852,1818,,
(주)트루윈,105550,2016/12,19742,5528,,
(주)트루윈,105550,2017/12,11330,16115,,
(주)트루윈,105550,2018/12,10020,9735,,
(주)트루윈,105550,2019/12,9230,0,,
(주)트루윈,105550,2020/12,9230,344,9230,344
(주)트루윈,105550,2021/12,9230,6534,,
(주)트윔,290090,2017/12,0,0,34,0
(주)트윔,290090,2018/12,0,500,4,500
(주)트윔,290090,2019/12,0,0,0,0
(주)트윔,290090,2020/12,0,0,0,0
(주)트윔,290090,2021/12,0,0,0,0
(주)특수건설,026150,2011/12,11000,0,,
(주)특수건설,026150,2012/12,19797,0,,
(주)특수건설,026150,2013/12,31938,0,,
(주)특수건설,026150,2014/12,21641,0,,
(주)특수건설,026150,2015/12,13393,0,,
(주)특수건설,026150,2016/12,14050,0,,
(주)특수건설,026150,2017/12,7196,400,7196,400
(주)특수건설,026150,2018/12,5088,4300,5088,4300
(주)특수건설,026150,2019/12,8144,3600,8144,3600
(주)특수건설,026150,2020/12,4601,5714,4601,5714
(주)특수건설,026150,2021/12,2521,5127,2521,5127
(주)티라유텍,322180,2018/12,2960,210,,
(주)티라유텍,322180,2019/12,1534,210,,
(주)티라유텍,322180,2020/12,1134,210,,
(주)티라유텍,322180,2021/12,2134,0,,
(주)티로보틱스,117730,2011/12,,,,
(주)티로보틱스,117730,2012/12,,,,
(주)티로보틱스,117730,2013/12,,,,
(주)티로보틱스,117730,2014/12,,,,
(주)티로보틱스,117730,2015/12,,,,
(주)티로보틱스,117730,2016/12,,,,
(주)티로보틱스,117730,2017/12,5819,4839,,
(주)티로보틱스,117730,2018/12,8352,1448,8352,469
(주)티로보틱스,117730,2019/12,10162,469,11162,469
(주)티로보틱스,117730,2020/12,13565,2625,13565,2625
(주)티로보틱스,117730,2021/12,11844,2918,14751,3232
(주)티브로드도봉강북방송,035210,2011/12,0,622,0,622
(주)티브로드한빛방송,043890,2011/12,0,0,1333,0
(주)티비씨,033830,2011/12,1305,0,1305,0
(주)티비씨,033830,2012/12,0,0,0,0
(주)티비씨,033830,2013/12,50,0,50,0
(주)티비씨,033830,2014/12,0,0,0,0
(주)티비씨,033830,2015/12,0,0,0,0
(주)티비씨,033830,2016/12,0,0,0,0
(주)티비씨,033830,2017/12,0,0,0,0
(주)티비씨,033830,2018/12,0,0,0,0
(주)티비씨,033830,2019/12,0,0,0,0
(주)티비씨,033830,2020/12,0,0,0,0
(주)티비씨,033830,2021/12,0,0,0,0
(주)티사이언티픽,057680,2011/12,2010,0,,
(주)티사이언티픽,057680,2012/12,2148,1000,,
(주)티사이언티픽,057680,2013/12,2083,1000,3216,1000
(주)티사이언티픽,057680,2014/12,2710,965,,
(주)티사이언티픽,057680,2015/12,2171,0,2171,0
(주)티사이언티픽,057680,2016/12,0,1815,30,1815
(주)티사이언티픽,057680,2017/12,0,0,,
(주)티사이언티픽,057680,2018/12,0,22072,,
(주)티사이언티픽,057680,2019/12,0,7846,,
(주)티사이언티픽,057680,2020/12,0,0,,
(주)티사이언티픽,057680,2021/12,0,0,,
(주)티쓰리엔터테인먼트,204610,2011/12,2859,0,10450,536
(주)티쓰리엔터테인먼트,204610,2012/12,5769,0,10839,450
(주)티쓰리엔터테인먼트,204610,2013/12,4061,0,7799,438
(주)티쓰리엔터테인먼트,204610,2014/12,0,0,1825,341
(주)티쓰리엔터테인먼트,204610,2015/12,0,11724,194,12054
(주)티쓰리엔터테인먼트,204610,2016/12,0,11493,0,15777
(주)티쓰리엔터테인먼트,204610,2017/12,0,1402,0,1676
(주)티쓰리엔터테인먼트,204610,2018/12,0,0,0,268
(주)티쓰리엔터테인먼트,204610,2019/12,0,934,460,1527
(주)티쓰리엔터테인먼트,204610,2020/12,0,34,980,196
(주)티쓰리엔터테인먼트,204610,2021/12,0,36,1460,193
(주)티씨엠생명과학,228180,2013/12,,,,
(주)티씨엠생명과학,228180,2014/12,,,,
(주)티씨엠생명과학,228180,2015/12,,,,
(주)티씨엠생명과학,228180,2016/12,0,10800,,
(주)티씨엠생명과학,228180,2017/12,0,0,,
(주)티씨엠생명과학,228180,2018/12,0,0,,
(주)티씨엠생명과학,228180,2019/12,0,0,,
(주)티씨케이,064760,2011/12,0,0,,
(주)티씨케이,064760,2012/12,0,0,,
(주)티씨케이,064760,2013/12,0,0,,
(주)티씨케이,064760,2014/12,0,0,,
(주)티씨케이,064760,2015/12,0,0,,
(주)티씨케이,064760,2016/12,0,0,,
(주)티씨케이,064760,2017/12,0,0,,
(주)티씨케이,064760,2018/12,0,0,,
(주)티씨케이,064760,2019/12,0,0,,
(주)티씨케이,064760,2020/12,0,0,,
(주)티씨케이,064760,2021/12,0,0,,
(주)티앤알바이오팹,246710,2015/12,200,37,,
(주)티앤알바이오팹,246710,2016/12,200,0,,
(주)티앤알바이오팹,246710,2017/12,0,0,,
(주)티앤알바이오팹,246710,2018/12,0,0,,
(주)티앤알바이오팹,246710,2019/12,0,0,,
(주)티앤알바이오팹,246710,2020/12,0,0,,
(주)티앤알바이오팹,246710,2021/12,0,0,,
(주)티앤엘,340570,2011/12,,,,
(주)티앤엘,340570,2012/12,,,,
(주)티앤엘,340570,2013/12,,,,
(주)티앤엘,340570,2014/12,,,,
(주)티앤엘,340570,2015/12,,,,
(주)티앤엘,340570,2016/12,,,,
(주)티앤엘,340570,2017/12,,,,
(주)티앤엘,340570,2018/12,,,,
(주)티앤엘,340570,2019/12,0,644,0,644
(주)티앤엘,340570,2020/12,0,69,0,69
(주)티앤엘,340570,2021/12,0,118,0,118
(주)티에스넥스젠,043220,2011/12,2990,0,,
(주)티에스넥스젠,043220,2012/12,2853,0,,
(주)티에스넥스젠,043220,2013/12,2528,0,,
(주)티에스넥스젠,043220,2014/12,1711,8684,5699,8684
(주)티에스넥스젠,043220,2015/12,1557,8730,2315,8730
(주)티에스넥스젠,043220,2016/12,1145,23105,6965,23907
(주)티에스넥스젠,043220,2017/12,1403,12499,4403,12499
(주)티에스넥스젠,043220,2018/12,1319,1353,3789,1353
(주)티에스넥스젠,043220,2019/12,0,1353,1800,2553
(주)티에스넥스젠,043220,2020/12,0,1353,1940,1353
(주)티에스넥스젠,043220,2021/12,0,1267,0,1267
(주)티에스아이,277880,2015/12,,,,
(주)티에스아이,277880,2016/12,,,,
(주)티에스아이,277880,2017/12,,,,
(주)티에스아이,277880,2018/12,1600,1928,1600,1928
(주)티에스아이,277880,2019/12,3500,0,3500,0
(주)티에스아이,277880,2020/12,6000,0,6000,0
(주)티에스아이,277880,2021/12,4200,450,4200,450
(주)티에스엠텍,066350,2011/12,93631,58458,,
(주)티에스엠텍,066350,2012/12,110262,48800,,
(주)티에스엠텍,066350,2013/12,73415,42320,,
(주)티에스엠텍,066350,2014/12,91046,55538,,
(주)티에스이,131290,2011/12,0,0,19108,0
(주)티에스이,131290,2012/12,0,0,17926,0
(주)티에스이,131290,2013/12,0,0,12180,4812
(주)티에스이,131290,2014/12,0,0,11446,5123
(주)티에스이,131290,2015/12,0,0,15530,2571
(주)티에스이,131290,2016/12,0,0,13188,946
(주)티에스이,131290,2017/12,0,0,13168,0
(주)티에스이,131290,2018/12,0,0,15095,0
(주)티에스이,131290,2019/12,0,0,22578,3168
(주)티에스이,131290,2020/12,0,0,22695,3568
(주)티에스이,131290,2021/12,0,0,24200,5007
(주)티에스트릴리온,284610,2015/12,,,,
(주)티에스트릴리온,284610,2016/12,,,,
(주)티에스트릴리온,284610,2017/12,,,,
(주)티에스트릴리온,284610,2018/12,3300,1800,3300,1800
(주)티에스트릴리온,317240,2019/12,,,,
(주)티에스트릴리온,284610,2019/12,3500,1800,3500,1800
(주)티에스트릴리온,317240,2020/12,4802,1800,4802,1800
(주)티에스트릴리온,317240,2021/12,19297,1500,20161,1500
(주)티에프이,425420,2013/12,,,,
(주)티에프이,425420,2014/12,,,,
(주)티에프이,425420,2015/12,,,,
(주)티에프이,425420,2016/12,,,,
(주)티에프이,425420,2017/12,,,,
(주)티에프이,425420,2018/12,,,,
(주)티에프이,425420,2019/12,,,,
(주)티에프이,425420,2020/12,,,,
(주)티에프이,425420,2021/12,4000,3625,4000,3705
(주)티엘비,356860,2011/12,,,,
(주)티엘비,356860,2012/12,,,,
(주)티엘비,356860,2013/12,,,,
(주)티엘비,356860,2014/12,,,,
(주)티엘비,356860,2015/12,,,,
(주)티엘비,356860,2016/12,,,,
(주)티엘비,356860,2017/12,,,,
(주)티엘비,356860,2018/12,,,,
(주)티엘비,356860,2019/12,,,,
(주)티엘비,356860,2020/12,1160,628,1160,628
(주)티엘비,356860,2021/12,0,7294,0,7294
(주)티엘아이,062860,2011/12,0,600,28260,15289
(주)티엘아이,062860,2012/12,0,0,32860,717
(주)티엘아이,062860,2013/12,0,0,35000,0
(주)티엘아이,062860,2014/12,0,0,29500,3333
(주)티엘아이,062860,2015/12,0,0,28000,3333
(주)티엘아이,062860,2016/12,0,0,0,0
(주)티엘아이,062860,2017/12,0,0,0,0
(주)티엘아이,062860,2018/12,0,0,0,0
(주)티엘아이,062860,2019/12,0,0,0,0
(주)티엘아이,062860,2020/12,0,0,0,0
(주)티엘아이,062860,2021/12,0,0,0,0
(주)티움바이오,321550,2018/12,0,0,,
(주)티움바이오,321550,2019/12,0,0,,
(주)티움바이오,321550,2020/12,0,0,0,0
(주)티움바이오,321550,2021/12,0,0,0,0
(주)티케이케미칼,104480,2011/12,109340,0,109340,0
(주)티케이케미칼,104480,2012/12,140691,10000,,
(주)티케이케미칼,104480,2013/12,146072,12500,,
(주)티케이케미칼,104480,2014/12,200998,5000,,
(주)티케이케미칼,104480,2015/12,167073,0,,
(주)티케이케미칼,104480,2016/12,198423,2759,,
(주)티케이케미칼,104480,2017/12,177073,9804,,
(주)티케이케미칼,104480,2018/12,189983,9096,,
(주)티케이케미칼,104480,2019/12,206318,14679,207125,14679
(주)티케이케미칼,104480,2020/12,169864,14679,170394,14679
(주)티케이케미칼,104480,2021/12,152599,34420,152599,34420
(주)티플랙스,081150,2011/12,35385,1564,35385,1564
(주)티플랙스,081150,2012/12,31417,1391,31417,1391
(주)티플랙스,081150,2013/12,33867,1218,33867,1218
(주)티플랙스,081150,2014/12,18755,2350,18755,2350
(주)티플랙스,081150,2015/12,15164,2591,15164,2591
(주)티플랙스,081150,2016/12,18519,1154,,
(주)티플랙스,081150,2017/12,18511,2972,,
(주)티플랙스,081150,2018/12,18810,4578,,
(주)티플랙스,081150,2019/12,20771,3578,,
(주)티플랙스,081150,2020/12,17445,3001,,
(주)티플랙스,081150,2021/12,17334,5424,,
(주)티피씨,130740,2011/12,2600,427,,
(주)티피씨,130740,2012/12,4100,681,,
(주)티피씨,130740,2013/12,5400,487,,
(주)티피씨,130740,2014/12,5500,404,,
(주)티피씨,130740,2015/12,3000,281,,
(주)티피씨,130740,2016/12,17710,140,18210,140
(주)티피씨,130740,2017/12,22000,0,22500,0
(주)티피씨,130740,2018/12,19650,4925,31150,4250
(주)티피씨,130740,2019/12,17000,0,23500,0
(주)티피씨,130740,2020/12,16000,0,19500,4500
(주)티피씨,130740,2021/12,14000,0,16000,5000
(주)티피씨메카트로닉스,048770,2011/06,7158,134,12385,134
(주)티피씨메카트로닉스,048770,2012/06,10131,167,16210,236
(주)티피씨메카트로닉스,048770,2013/06,9930,296,15545,296
(주)티피씨메카트로닉스,048770,2014/12,14685,0,18723,0
(주)티피씨메카트로닉스,048770,2015/12,16906,391,23456,391
(주)티피씨메카트로닉스,048770,2016/12,16747,1041,23584,1041
(주)티피씨메카트로닉스,048770,2017/12,17237,4297,21848,4297
(주)티피씨메카트로닉스,048770,2018/12,17197,5021,21784,5021
(주)티피씨메카트로닉스,048770,2019/12,15190,1621,20185,1621
(주)티피씨메카트로닉스,048770,2020/12,16383,5711,21247,5711
(주)티피씨메카트로닉스,048770,2021/12,25464,5041,30891,5041
(주)파나진,046210,2011/12,5333,1660,6090,1660
(주)파나진,046210,2012/12,2014,1450,,
(주)파나진,046210,2013/12,1412,0,,
(주)파나진,046210,2014/12,1100,5497,,
(주)파나진,046210,2015/12,1100,6030,,
(주)파나진,046210,2016/12,1100,8830,,
(주)파나진,046210,2017/12,0,0,,
(주)파나진,046210,2018/12,0,0,,
(주)파나진,046210,2019/12,0,0,,
(주)파나진,046210,2020/12,0,0,,
(주)파나진,046210,2021/12,0,0,,
(주)파라다이스,034230,2011/12,17400,0,21437,854
(주)파라다이스,034230,2012/12,10500,0,81110,2567
(주)파라다이스,034230,2013/12,5000,0,63040,6760
(주)파라다이스,034230,2014/12,0,0,44519,12803
(주)파라다이스,034230,2015/12,0,0,36400,10062
(주)파라다이스,034230,2016/12,0,0,59570,10785
(주)파라다이스,034230,2017/12,0,0,43828,8155
(주)파라다이스,034230,2018/12,50000,0,87762,20906
(주)파라다이스,034230,2019/12,50000,109993,77398,242863
(주)파라다이스,034230,2020/12,90000,0,149133,41216
(주)파라다이스,034230,2021/12,70000,116564,141911,187688
(주)파라텍,033540,2011/12,3546,0,4096,0
(주)파라텍,033540,2012/12,0,0,0,0
(주)파라텍,033540,2013/12,0,0,0,0
(주)파라텍,033540,2014/12,0,0,0,0
(주)파라텍,033540,2015/12,0,0,0,0
(주)파라텍,033540,2016/12,8560,0,8560,0
(주)파라텍,033540,2017/12,12263,0,12263,0
(주)파라텍,033540,2018/12,22107,0,22107,0
(주)파라텍,033540,2019/12,18678,0,19128,0
(주)파라텍,033540,2020/12,10608,780,11288,780
(주)파라텍,033540,2021/12,10000,2133,11703,2137
(주)파루,043200,2011/12,17560,1650,17560,2079
(주)파루,043200,2012/12,14746,3324,14802,3652
(주)파루,043200,2013/12,17467,1150,17472,1478
(주)파루,043200,2014/12,12218,9189,12237,9517
(주)파루,043200,2015/12,1643,0,1643,204
(주)파루,043200,2016/12,0,0,0,0
(주)파루,043200,2017/12,0,0,0,0
(주)파루,043200,2018/12,999,421,999,421
(주)파루,043200,2019/12,9112,201,9112,201
(주)파루,043200,2020/12,9905,12,9905,12
(주)파루,043200,2021/12,13801,5333,13801,5333
(주)파마리서치,214450,2012/12,,,,
(주)파마리서치,214450,2013/12,0,0,,
(주)파마리서치,214450,2014/12,2500,300,,
(주)파마리서치,214450,2015/12,0,0,,
(주)파마리서치,214450,2016/12,0,0,0,0
(주)파마리서치,214450,2017/12,0,0,0,0
(주)파마리서치,214450,2018/12,0,0,0,3019
(주)파마리서치,214450,2019/12,0,0,0,610
(주)파마리서치,214450,2020/12,15000,833,15000,1727
(주)파마리서치,214450,2021/12,15000,0,15800,727
(주)파멥신,208340,2012/12,,,,
(주)파멥신,208340,2013/12,,,,
(주)파멥신,208340,2014/12,350,0,,
(주)파멥신,208340,2015/12,350,0,,
(주)파멥신,208340,2018/12,220,0,220,0
(주)파멥신,208340,2019/12,0,0,0,0
(주)파멥신,208340,2020/12,0,0,0,0
(주)파멥신,208340,2021/12,0,0,0,0
(주)파버나인,177830,2011/12,,,,
(주)파버나인,177830,2012/12,10500,619,,
(주)파버나인,177830,2013/12,900,1633,,
(주)파버나인,177830,2014/12,1000,1534,,
(주)파버나인,177830,2015/12,9400,2136,9400,2136
(주)파버나인,177830,2016/12,15100,2736,15100,2736
(주)파버나인,177830,2017/12,14100,13336,17323,13336
(주)파버나인,177830,2018/12,28800,8036,32158,8036
(주)파버나인,177830,2019/12,33700,568,38576,587
(주)파버나인,177830,2020/12,19800,1317,25349,1317
(주)파버나인,177830,2021/12,17400,3317,24072,4373
(주)파세코,037070,2011/12,19996,3994,,
(주)파세코,037070,2012/12,21662,4266,,
(주)파세코,037070,2013/12,14442,795,,
(주)파세코,037070,2014/12,16992,581,,
(주)파세코,037070,2015/12,7488,55,,
(주)파세코,037070,2016/12,11060,9,,
(주)파세코,037070,2017/12,4400,0,,
(주)파세코,037070,2018/12,6700,0,,
(주)파세코,037070,2019/12,9561,0,,
(주)파세코,037070,2020/12,500,0,,
(주)파세코,037070,2021/12,9984,1600,,
(주)파수,150900,2011/12,1000,667,1000,667
(주)파수,150900,2012/12,2000,167,2000,167
(주)파수,150900,2013/12,0,2000,0,0
(주)파수,150900,2014/12,2000,0,2000,0
(주)파수,150900,2015/12,2000,0,2000,0
(주)파수,150900,2016/12,2000,0,2000,0
(주)파수,150900,2017/12,2000,6513,2000,6513
(주)파수,150900,2018/12,3500,3247,3500,3247
(주)파수,150900,2019/12,7200,2000,7200,2000
(주)파수,150900,2020/12,6575,2000,6575,2000
(주)파수,150900,2021/12,4000,0,4000,0
(주)파워넷,037030,2011/12,,,,
(주)파워넷,037030,2012/12,,,,
(주)파워넷,037030,2013/12,,,,
(주)파워넷,037030,2014/12,,,,
(주)파워넷,037030,2015/12,5000,1000,5000,1000
(주)파워넷,037030,2016/12,2500,2840,2500,2840
(주)파워넷,037030,2017/12,4000,0,4000,0
(주)파워넷,037030,2018/12,4000,0,4000,0
(주)파워넷,037030,2019/12,4000,0,4000,0
(주)파워넷,037030,2020/12,7000,0,7000,0
(주)파워넷,037030,2021/12,6000,5000,6000,5000
(주)파워로직스,047310,2011/12,78491,5102,99285,7664
(주)파워로직스,047310,2012/12,44625,3214,60113,5366
(주)파워로직스,047310,2013/12,40395,0,52058,1733
(주)파워로직스,047310,2014/12,47586,359,56597,359
(주)파워로직스,047310,2015/12,45331,5274,53643,7096
(주)파워로직스,047310,2016/12,38411,0,44726,1422
(주)파워로직스,047310,2017/12,26687,0,35010,874
(주)파워로직스,047310,2018/12,23886,5236,30605,3094
(주)파워로직스,047310,2019/12,38710,0,44510,0
(주)파워로직스,047310,2020/12,30880,0,42510,2283
(주)파워로직스,047310,2021/12,36746,0,48955,766
(주)파이버프로,368770,2020/12,,,,
(주)파이버프로,368770,2021/12,,,,
(주)파이오링크,170790,2011/12,1378,0,,
(주)파이오링크,170790,2012/12,995,0,,
(주)파이오링크,170790,2013/12,250,0,148,250
(주)파이오링크,170790,2014/12,0,700,300,700
(주)파이오링크,170790,2015/12,0,0,679,0
(주)파이오링크,170790,2016/12,0,0,808,0
(주)파이오링크,170790,2017/12,0,0,690,400
(주)파이오링크,170790,2018/12,0,0,,
(주)파이오링크,170790,2019/12,0,0,,
(주)파이오링크,170790,2020/12,0,0,,
(주)파이오링크,170790,2021/12,0,0,,
(주)파인넥스,123260,2011/12,1750,18667,3250,18667
(주)파인넥스,123260,2012/12,32150,5574,35150,5824
(주)파인넥스,123260,2013/12,42150,839,45610,1839
(주)파인넥스,123260,2014/12,35850,5195,40366,10195
(주)파인넥스,123260,2015/12,38810,0,46510,1000
(주)파인넥스,123260,2016/12,31481,0,37302,1000
(주)파인넥스,123260,2017/12,16478,0,22737,750
(주)파인넥스,123260,2018/12,15231,3989,19736,3989
(주)파인디앤씨,049120,2011/12,22570,1603,30076,1603
(주)파인디앤씨,049120,2012/12,28546,0,34449,0
(주)파인디앤씨,049120,2013/12,18500,4838,23254,4838
(주)파인디앤씨,049120,2014/12,15299,2450,19152,2450
(주)파인디앤씨,049120,2015/12,10738,613,16349,613
(주)파인디앤씨,049120,2016/12,14643,750,22517,1225
(주)파인디앤씨,049120,2017/12,12557,2300,18038,4539
(주)파인디앤씨,049120,2018/12,12487,2550,17231,2550
(주)파인디앤씨,049120,2019/12,12926,4100,16793,4100
(주)파인디앤씨,049120,2020/12,18278,6901,18278,6901
(주)파인디앤씨,049120,2021/12,15600,7139,15600,7139
(주)파인디지털,038950,2011/12,0,0,0,0
(주)파인디지털,038950,2012/12,0,0,1200,0
(주)파인디지털,038950,2013/12,0,0,0,0
(주)파인디지털,038950,2014/12,0,0,0,0
(주)파인디지털,038950,2015/12,0,0,0,0
(주)파인디지털,038950,2016/12,0,0,0,0
(주)파인디지털,038950,2017/12,0,0,0,0
(주)파인디지털,038950,2018/12,0,0,0,0
(주)파인디지털,038950,2019/12,0,0,0,0
(주)파인디지털,038950,2020/12,0,0,0,0
(주)파인디지털,038950,2021/12,0,0,0,0
(주)파인테크닉스,106240,2011/12,27093,0,62854,708
(주)파인테크닉스,106240,2012/12,25566,1114,107449,36900
(주)파인테크닉스,106240,2013/12,39539,1496,132999,7524
(주)파인테크닉스,106240,2014/12,25945,11403,103138,16004
(주)파인테크닉스,106240,2015/12,47836,2743,122896,7223
