회사명,거래소코드,회계년도,유형자산증가율(IFRS),매출액증가율(IFRS),자기자본증가율(IFRS),총자본증가율(IFRS),정상영업이익증가율(IFRS),유형자산증가율(IFRS연결),매출액증가율(IFRS연결),자기자본증가율(IFRS연결),총자본증가율(IFRS연결),정상영업이익증가율(IFRS연결)
(주)마이크로컨텍솔루션,098120,2014/12,7.77,43.14,25.46,30.79,78.94,6.75,46.55,23.31,27.8,75.72
(주)마이크로컨텍솔루션,098120,2015/12,5.65,-21.79,6.48,0.07,-57.27,4.33,-21.73,5.26,-1.15,-61.13
(주)마이크로컨텍솔루션,098120,2016/12,-9.72,-25.62,0.41,-3.37,-91.97,1.28,-23.94,-1.98,-6.97,-115.94
(주)마이크로컨텍솔루션,098120,2017/12,-5.55,-1.33,-14.89,-12.03,0,-0.98,-0.8,-9.65,-7.72,0
(주)마이크로컨텍솔루션,098120,2018/12,35.78,-2.74,-12.98,-12.39,0,6.81,-4.9,-12.98,-13.24,0
(주)마이크로컨텍솔루션,098120,2019/12,-6.15,39.29,2.63,4.34,0,-6.98,34.05,2.63,4.45,0
(주)마이크로컨텍솔루션,098120,2020/12,-5.15,12.44,4.87,13.21,103.44,0.64,14.08,4.87,14.24,146.28
(주)마이크로컨텍솔루션,098120,2021/12,41.19,56.57,21.24,20.98,356.03,41.05,56.29,21.24,20.73,379.61
(주)마이크로프랜드,147760,2011/12,,,,,,,,,,
(주)마이크로프랜드,147760,2012/12,,,,,,,,,,
(주)마이크로프랜드,147760,2013/12,0,0,0,0,0,,,,,
(주)마이크로프랜드,147760,2014/12,36.59,7.5,0,21.2,43.19,,,,,
(주)마이크로프랜드,147760,2015/12,0.25,-31.59,12.06,7.67,-67,,,,,
(주)마이크로프랜드,147760,2016/12,-3.39,22.49,84.55,56.64,116.61,,,,,
(주)마이크로프랜드,147760,2017/12,130.64,12.09,13.91,1.56,16.54,,,,,
(주)마이크로프랜드,147760,2018/12,87.44,-19.18,-4.14,10.01,0,,,,,
(주)마이크로프랜드,147760,2019/12,7.44,-9.59,-10.68,-5.65,0,,,,,
(주)마이크로프랜드,147760,2020/12,-2.71,39.14,16.2,13.56,0,,,,,
(주)마이크로프랜드,147760,2021/12,14.88,18.57,16.54,6.03,107.46,,,,,
(주)마인즈랩,377480,2017/12,,,,,,,,,,
(주)마인즈랩,377480,2018/12,,,,,,,,,,
(주)마인즈랩,377480,2019/12,,,,,,,,,,
(주)마인즈랩,377480,2020/12,0,0,0,0,0,0,0,0,0,0
(주)마인즈랩,377480,2021/12,672.07,-16.49,0,56.87,0,654.92,-26.99,0,56.74,0
(주)마크로젠,038290,2011/12,2.45,32.73,14.64,23.66,60.16,2.09,35.67,16.15,24.69,161.28
(주)마크로젠,038290,2012/12,34.78,39.27,20.98,43.66,99.72,33.21,36.28,20.41,42.19,18.86
(주)마크로젠,038290,2013/12,-12.68,11,20.18,9.69,-17.63,-10.57,8.95,16.28,6.81,-31.23
(주)마크로젠,038290,2014/12,34.26,9.04,9.69,28.84,-22.57,62.9,12.59,11.82,32.45,-27.11
(주)마크로젠,038290,2015/12,-13.95,25.31,10.22,11.32,35.83,-1.06,46.93,13.86,15.61,60.22
(주)마크로젠,038290,2016/12,1.93,4.21,9.83,10.66,-22.51,11.47,14.56,8.46,18.77,-24.61
(주)마크로젠,038290,2017/12,2.01,5.61,23.83,17.56,-28.19,-6.47,11.72,14.21,12.03,-3.89
(주)마크로젠,038290,2018/12,-3.2,18.57,25.24,3.63,83.48,-1.04,8.36,26.14,0.96,-30.36
(주)마크로젠,038290,2019/12,10.85,7.37,5.19,24.4,-25.35,20.59,10.84,-4.71,25.01,-65.76
(주)마크로젠,038290,2020/12,6.98,-0.49,0.39,-2.81,9.95,-14.83,-7.89,74.84,27.61,894.79
(주)마크로젠,038290,2021/12,30.64,10.55,12.5,7.4,84.69,25.17,14.72,1.26,4.65,64.67
(주)매직마이크로,127160,2011/12,,,,,,,,,,
(주)매직마이크로,127160,2012/12,,,,,,,,,,
(주)매직마이크로,127160,2013/12,,,,,,,,,,
(주)매직마이크로,127160,2014/12,,,,,,,,,,
(주)매직마이크로,127160,2015/12,0,0,0,0,0,0,0,0,0,0
(주)매직마이크로,127160,2016/12,-15.38,6.37,-5.73,-5.66,0,-2.41,-0.8,-12.94,1.23,0
(주)매직마이크로,127160,2017/12,18.82,-3.35,12.08,9.36,0,15.77,19.79,2.65,-2.69,0
(주)매직마이크로,127160,2018/12,-7.37,3.26,64.78,68.11,0,-2.73,3.07,100.94,50.6,0
(주)매직마이크로,127160,2019/12,-95.8,-17.63,-36.24,-12.3,0,-39.87,-7.79,-19.48,-7.6,-2228.39
(주)매직마이크로,127160,2020/12,-55.12,-68.5,-56.17,-37.88,0,-64.26,-33.63,-70.05,-37.91,0
(주)매커스,093520,2011/12,700.91,-4.69,19.76,6.39,22.83,0,0,0,0,0
(주)매커스,093520,2012/12,-1.03,-0.22,16.8,41.62,-21.26,0,0,0,0,0
(주)매커스,093520,2013/12,2.06,30.08,18.45,17,50.09,2.84,28.89,18.64,17.89,40.13
(주)매커스,093520,2014/12,-12.89,-3.02,14.95,2.48,25.3,-9.38,-1.69,14.52,2.62,22.55
(주)매커스,093520,2015/12,-1.5,5.61,8.18,25.66,-2.91,-2.52,15.72,6.84,27.23,-6.67
(주)매커스,093520,2016/12,-1.2,-1.28,5.49,3.63,-12.46,61.13,-7.89,2.02,1.64,-48.15
(주)매커스,093520,2017/12,-0.3,30.7,5.3,1.76,65.72,-40.95,29,14.47,5.69,214.81
(주)매커스,093520,2018/12,0.51,3.2,10.34,2.15,23.81,0.28,2.58,10.24,2.63,17.85
(주)매커스,093520,2019/12,4.01,-36.45,1.82,17.47,-53.29,5.15,-35.86,1.14,16.08,-54.05
(주)매커스,093520,2020/12,-2.48,45.77,6.35,-5.82,54.32,-2.75,51.2,7.01,-5.57,59.05
(주)매커스,093520,2021/12,-3.22,60.25,31.69,45.5,118.24,-3.22,61.92,40.96,51.82,174.98
(주)맥스로텍,141070,2011/12,25.41,54.68,269.7,29.47,119.32,,,,,
(주)맥스로텍,141070,2012/12,19.35,-10.87,53.45,18.62,-34.63,,,,,
(주)맥스로텍,141070,2013/12,-0.38,-44.91,-15.62,-7.48,0,,,,,
(주)맥스로텍,141070,2014/12,11.7,64.22,4.54,14.76,0,,,,,
(주)맥스로텍,141070,2015/12,37.07,-4.4,10.88,16.79,0,,,,,
(주)맥스로텍,141070,2016/12,0.69,13.2,28.19,-8.23,0,,,,,
(주)맥스로텍,141070,2017/12,-15.64,-3.59,-1.88,5.34,0,,,,,
(주)맥스로텍,141070,2018/12,6.34,54.14,4.4,7.73,194.59,,,,,
(주)맥스로텍,141070,2019/12,-7.88,-37.36,-19.96,-16.1,0,,,,,
(주)맥스로텍,141070,2020/12,-27.69,-47.45,-52.7,-30.98,0,,,,,
(주)맥스트,377030,2020/12,,,,,,,,,,
(주)맥스트,377030,2021/12,0,0,0,0,0,,,,,
(주)머큐리,100590,2011/12,-2.7,4.31,-6.64,-6.09,0,,,,,
(주)머큐리,100590,2012/12,-1.45,26.19,4.81,10.85,0,,,,,
(주)머큐리,100590,2013/12,-2.07,29.85,10.28,4.32,202.76,,,,,
(주)머큐리,100590,2014/12,-2.51,-24.18,3.44,-6.26,-47.62,,,,,
(주)머큐리,100590,2015/12,-3.41,16.89,-3.52,3.63,0,,,,,
(주)머큐리,100590,2016/12,-2.17,30.44,5.86,3,0,,,,,
(주)머큐리,100590,2017/12,0.61,14.25,12.94,20.34,196.54,,,,,
(주)머큐리,100590,2018/12,-1.87,-3.21,76.6,11.11,34.57,,,,,
(주)머큐리,100590,2019/12,-2.6,-17.06,4.49,13.26,-79.28,,,,,
(주)머큐리,100590,2020/12,-2.5,6.09,12.97,19.99,59.56,,,,,
(주)머큐리,100590,2021/12,-0.63,3.22,8.14,18.72,68.11,,,,,
(주)멀티캠퍼스,067280,2011/12,62.87,17.98,5.41,6.84,20.55,,,,,
(주)멀티캠퍼스,067280,2012/12,-0.96,26,2.75,2.18,23.67,0,0,0,0,0
(주)멀티캠퍼스,067280,2013/12,47.86,28.9,21.95,32.59,13.02,45.92,35.05,21.72,30.71,30.05
(주)멀티캠퍼스,067280,2014/12,-18.25,18.91,7.67,7.37,120.76,-16.87,18.36,7.95,6.6,93.5
(주)멀티캠퍼스,067280,2015/12,1.81,3.14,-47.76,-38.29,-5.57,1.25,5.44,-45.77,-35.35,1.81
(주)멀티캠퍼스,067280,2016/12,115.28,40.02,20,20.89,54.23,111.53,37.55,20.23,19.25,49.32
(주)멀티캠퍼스,067280,2017/12,-15.27,8.35,12.33,10.08,-17.43,-14.1,7.91,10.61,7.9,-15.27
(주)멀티캠퍼스,067280,2018/12,-17.76,19.8,11.79,22.34,46.02,-17.88,19.28,13.11,22.88,44.5
(주)멀티캠퍼스,067280,2019/12,35.55,20.31,14.06,41.84,8.77,37.86,19.99,15.24,42.02,10.75
(주)멀티캠퍼스,067280,2020/12,-33.29,-8.77,9.48,-4.54,-38.25,-30.91,-9.72,7.4,-5.28,-43.25
(주)멀티캠퍼스,067280,2021/12,-37.25,17.93,15.26,33.13,81.43,0,0,0,0,0
(주)메드팩토,235980,2018/12,,,,,,,,,,
(주)메드팩토,235980,2019/12,0,0,0,0,0,,,,,
(주)메드팩토,235980,2020/12,-12.09,0,-29.17,-27.51,0,,,,,
(주)메드팩토,235980,2021/12,-22.72,0,-21.89,127.95,0,0,0,0,0,0
(주)메디아나,041920,2011/12,,,,,,,,,,
(주)메디아나,041920,2012/12,,,,,,,,,,
(주)메디아나,041920,2013/12,0,0,0,0,0,0,0,0,0,0
(주)메디아나,041920,2014/12,-0.68,14.43,77.3,34.37,20.51,-0.84,13.91,77.2,35.51,15.37
(주)메디아나,041920,2015/12,71.97,21.24,27.42,18.67,83.41,71.65,21.86,27.88,20.04,85.29
(주)메디아나,041920,2016/12,34.79,13.49,23.87,18.66,11.04,34.44,14.24,22.47,22.15,8.22
(주)메디아나,041920,2017/12,21.52,-2.18,10.52,4.32,-28.97,21.47,-1.93,9.58,2.97,-27.91
(주)메디아나,041920,2018/12,32.66,-10.3,7.12,2.82,-39.92,32.62,-10.57,5.55,1.59,-43.79
(주)메디아나,041920,2019/12,-33.78,4.24,12.17,14.31,105.05,-33.81,3.36,15.16,14.04,121.65
(주)메디아나,041920,2020/12,9.55,40.18,19.86,18.4,101.99,9.59,39.5,19.97,18.53,103.27
(주)메디아나,041920,2021/12,1.37,-15.73,15.42,17.58,-45.15,1.71,-15.87,15.27,17.47,-47.24
(주)메디콕스,054180,2011/06,0.15,-2.87,148.7,7.29,-2.53,,,,,
(주)메디콕스,054180,2012/06,-2.28,25.07,-41.76,-1.86,0,,,,,
(주)메디콕스,054180,2013/06,-1.24,-25.14,62.95,-4,0,,,,,
(주)메디콕스,054180,2014/06,-0.91,-0.78,10.78,-2.8,5.43,,,,,
(주)메디콕스,054180,2015/06,-21.05,-12.27,21.27,5.6,-50.18,,,,,
(주)메디콕스,054180,2016/06,-1.96,9.67,4.61,-0.31,52.31,,,,,
(주)메디콕스,054180,2017/06,44.81,-17.91,-11.92,16.37,0,,,,,
(주)메디콕스,054180,2018/06,-1.7,-12.82,-3.2,-5.11,0,,,,,
(주)메디콕스,054180,2019/06,-1.21,80.1,13.86,6.4,0,0,0,0,0,0
(주)메디콕스,054180,2020/12,0,0,0,0,0,6.01,56.38,79.05,43.51,0
(주)메디콕스,054180,2021/12,0.99,7.77,81.25,22.18,0,0,0,0,0,0
(주)메디톡스,086900,2011/12,-1.39,2.92,11.6,13.54,-25.69,,,,,
(주)메디톡스,086900,2012/12,38.68,67.08,34.35,33.38,114.3,,,,,
(주)메디톡스,086900,2013/12,73.49,-5.74,6.2,8.4,-18.07,0,0,0,0,0
(주)메디톡스,086900,2014/12,42.14,103.31,33.88,114.71,246.29,42.6,93.89,34.45,112.19,198.15
(주)메디톡스,086900,2015/12,58.78,15.33,37.79,19.41,0.97,58.92,16.62,39.09,20.79,3.41
(주)메디톡스,086900,2016/12,75.92,51.93,30.26,61.29,49.59,85.83,50.56,30.13,59.19,45.51
(주)메디톡스,086900,2017/12,21.4,37.86,34.93,17.8,17.9,22.48,36.01,35.32,20.09,19.94
(주)메디톡스,086900,2018/12,-4.8,11.06,24.74,-0.31,-10.47,-1.44,13.36,26.4,1.51,-5.18
(주)메디톡스,086900,2019/12,3.45,-2.91,1.07,4.67,-76.66,3.03,0.22,2.6,6.71,-69.95
(주)메디톡스,086900,2020/12,15.87,-31.87,-7.12,11.03,0,14.29,-31.6,-6.85,10.97,0
(주)메디톡스,086900,2021/12,-1.87,36.8,74.51,26.79,0,-3.96,31.27,65.49,23.5,0
(주)메디프론디비티,065650,2011/12,-15.43,0.28,1.77,-4.2,0,,,,,
(주)메디프론디비티,065650,2012/12,-21.6,-33.24,-6.22,-5.6,0,,,,,
(주)메디프론디비티,065650,2013/12,-35.28,28.22,-5.55,-4.83,0,,,,,
(주)메디프론디비티,065650,2014/12,-70.57,-52.26,-25.51,-23.72,0,,,,,
(주)메디프론디비티,065650,2015/12,-70.47,51.93,-4.58,16.45,0,,,,,
(주)메디프론디비티,065650,2016/12,4.44,59.42,7.46,-10.01,0,,,,,
(주)메디프론디비티,065650,2017/12,-38.41,59.66,-3.22,-5.44,0,,,,,
(주)메디프론디비티,065650,2018/12,165.73,-4.88,-22.44,-17.81,0,,,,,
(주)메디프론디비티,065650,2019/12,221.92,-12.45,-7.85,-9.79,0,,,,,
(주)메디프론디비티,065650,2020/12,2394.17,80.41,57.47,131.46,0,0,0,0,0,0
(주)메디프론디비티,065650,2021/12,327.14,56.78,51.82,9.01,0,,,,,
(주)메지온,140410,2011/12,38.85,-79.11,13.46,0.05,-84.17,,,,,
(주)메지온,140410,2012/12,5.74,69.59,124.84,113.1,-39.84,,,,,
(주)메지온,140410,2013/12,-22.63,-48.77,-1.83,-5.89,0,,,,,
(주)메지온,140410,2014/12,122.23,1.19,6.39,22.95,0,,,,,
(주)메지온,140410,2015/12,137.7,235.08,-5.46,32.33,0,,,,,
(주)메지온,140410,2016/12,-72.86,-20,-15.55,-7.65,0,0,0,0,0,0
(주)메지온,140410,2017/12,322.59,-53.22,0.68,-27.27,0,323.45,-36.17,0.68,-22.8,0
(주)메지온,140410,2018/12,5.95,241.71,11.85,0.51,0,39.44,241.71,7.8,1.38,0
(주)메지온,140410,2019/12,211.33,-0.82,-23.05,-23.74,0,308.45,-0.82,-25.28,-21.56,0
(주)메지온,140410,2020/12,51.98,51.26,24.14,34.5,0,20.33,51.26,32.64,28.45,0
(주)메지온,140410,2021/12,-16.39,-6.92,10.53,14.63,0,-17.29,-6.92,10.53,10.99,0
(주)메카로,241770,2011/12,,,,,,,,,,
(주)메카로,241770,2012/12,,,,,,,,,,
(주)메카로,241770,2013/12,,,,,,,,,,
(주)메카로,241770,2014/12,0,0,0,0,0,,,,,
(주)메카로,241770,2015/12,34.14,49.83,81.56,22.45,810.81,,,,,
(주)메카로,241770,2016/12,9.74,36.77,13.76,13.26,-44.6,,,,,
(주)메카로,241770,2017/12,6.35,120.3,404.84,200.82,1300.15,,,,,
(주)메카로,241770,2018/12,68.83,-5.23,15.15,9.74,-22.23,0,0,0,0,0
(주)메카로,241770,2019/12,79.55,-27.9,2.25,1.74,-71.04,91.08,-27.86,2.25,4.06,-74.69
(주)메카로,241770,2020/12,13.91,-1.39,-1.97,-2.37,-37.43,10.53,0.34,-2.37,-2.93,-98.28
(주)메카로,241770,2021/12,9.76,14.37,6.89,6.81,32.12,10.58,13.79,7.33,4.91,2486.37
(주)메타바이오메드,059210,2011/12,9.48,8.12,22.43,2.05,18,7.9,12.98,21.9,1.45,45.37
(주)메타바이오메드,059210,2012/12,10.39,14.9,5.21,35.83,7.73,81.93,65.31,4.97,91.93,50.24
(주)메타바이오메드,059210,2013/12,3.77,16.33,10.63,21.82,-0.21,-0.21,41.83,9.18,12.91,-0.21
(주)메타바이오메드,059210,2014/12,-0.71,5.32,11.65,1.14,-44.78,1.5,-3.39,-1.25,-1.48,0
(주)메타바이오메드,059210,2015/12,-5.06,14.4,-1.91,-9.76,200.99,1.08,11.78,18.46,-1.11,0
(주)메타바이오메드,059210,2016/12,-9.69,1.68,1.42,7.66,-18.88,-12.33,-4.09,1.42,5.53,-43.77
(주)메타바이오메드,059210,2017/12,12.51,7.07,-9.28,0.99,31.67,3.5,-0.67,-10.81,-0.34,-41.97
(주)메타바이오메드,059210,2018/12,23.74,6.08,12.54,8.66,-43.1,-15.57,-2.34,8.6,-18.36,-198.58
(주)메타바이오메드,059210,2019/12,12.37,12.1,8.11,8.37,14.47,7.83,-6.93,6.6,5.73,0
(주)메타바이오메드,059210,2020/12,-2.35,-20.37,-9.95,4.45,-30.43,-5.94,-20.51,-9.93,4.42,-65.27
(주)메타바이오메드,059210,2021/12,-4.11,27.47,14.97,-7.31,23.5,-8.02,24.51,21.56,-4.38,147.34
(주)멕아이씨에스,058110,2015/12,0,0,0,0,0,,,,,
(주)멕아이씨에스,058110,2016/12,-1.76,-11.73,0.38,17.29,0,0,0,0,0,0
(주)멕아이씨에스,058110,2017/12,-1.36,7.15,-12.7,-6.97,0,0.04,8.61,-20.02,-9.15,0
(주)멕아이씨에스,058110,2018/12,-1.77,-9.44,-31.16,-5.29,0,9.95,1.45,-35.48,7.46,0
(주)멕아이씨에스,058110,2019/12,-1.44,25.6,-9.64,3.26,0,2.15,47.39,-20.36,1.68,0
(주)멕아이씨에스,058110,2020/12,26.52,561.3,625.46,200.56,7895.08,21.75,429.04,855.36,184.05,0
(주)멕아이씨에스,058110,2021/12,25.92,-31.33,82.3,33.28,-60.42,29.9,-27.56,83.79,37.05,-64.93
(주)멜파스,096640,2011/12,47.73,1.79,5.52,18.87,-61.26,,,,,
(주)멜파스,096640,2012/12,16.8,49.57,13.87,63.64,63.54,,,,,
(주)멜파스,096640,2013/12,1.52,107.24,-8.67,-4.29,-86.62,,,,,
(주)멜파스,096640,2014/12,-31.86,-65.77,-18.88,-32.48,0,,,,,
(주)멜파스,096640,2015/12,-24.92,-47.09,-35.72,-29.36,0,,,,,
(주)멜파스,096640,2016/12,-11.96,-42.07,24.41,-1.13,0,,,,,
(주)멜파스,096640,2017/12,-47.67,-32.98,-27.11,-21,0,,,,,
(주)멜파스,096640,2018/12,-17.08,-9.05,-45.35,-29.11,0,,,,,
(주)멜파스,096640,2019/12,-17.73,49.63,-20.34,-6.54,0,0,0,0,0,0
(주)멜파스,096640,2020/12,-1.74,-33.89,9.66,-18.09,-70,-1.74,-33.89,9.66,-18.09,-70.37
(주)멜파스,096640,2021/12,36.65,-52.22,10.84,-5.48,-21.67,36.65,-52.22,10.84,-5.48,-21.96
(주)모다,149940,2011/12,58.06,28.61,126.51,26.69,143.15,,,,,
(주)모다,149940,2012/12,-3.9,-30.84,64.48,17.27,-86.73,,,,,
(주)모다,149940,2013/12,-1.99,-9.01,3.85,0.2,-17.23,,,,,
(주)모다,149940,2014/12,-3.38,-43.3,-20.55,10.97,0,,,,,
(주)모다,149940,2015/12,-7.97,15.29,-11.75,7.55,0,,,,,
(주)모다,149940,2016/12,-5.56,111.81,150.69,271.12,0,0,0,0,0,0
(주)모다,149940,2017/12,12.45,-36.41,39.09,77.2,0,6,26.16,-72.31,72.49,-188.64
(주)모다,149940,2018/12,-32.92,-34.99,-76.03,-71.32,0,-8.99,-7.46,37.17,-40.27,0
(주)모다,149940,2019/12,-98.8,-86.5,0,-24.43,0,-19.06,-34.89,-1.77,-34.79,0
(주)모다이노칩,080420,2011/12,43.77,31.79,19.65,31.15,134.63,41.02,31.96,19.44,31.07,146.84
(주)모다이노칩,080420,2012/12,4.9,2.24,16.45,4.64,2.74,4.3,2.64,16.16,4.49,3.64
(주)모다이노칩,080420,2013/12,20.69,32.72,23.38,8.67,13.56,20.29,31.92,23.49,8.66,13.87
(주)모다이노칩,080420,2014/12,17.75,13.17,5.04,11.3,-1.8,17.67,13.1,6.4,12.56,-1.74
(주)모다이노칩,080420,2015/12,-8.7,-16.99,5.38,-3.5,-43.03,-8.66,-16.81,5.16,-3.55,-44.11
(주)모다이노칩,080420,2016/12,367.31,34.59,127.37,346.5,85.82,384.93,104.35,117.53,372.08,112.55
(주)모다이노칩,080420,2017/12,11.84,38.66,10.01,1.65,83.16,24.04,70.32,14.86,11.44,105.29
(주)모다이노칩,080420,2018/12,-5.52,-16.16,20.97,-3.68,-31.63,7.39,3.04,20.91,-1.66,-15.11
(주)모다이노칩,080420,2019/12,38.11,3.03,0.29,39.05,-13.48,49.7,-0.36,0.07,39.31,-29.4
(주)모다이노칩,080420,2020/12,17.19,-5.21,2.45,2.83,-27.3,8.69,28.78,1.18,-0.73,-15.12
(주)모다이노칩,080420,2021/12,27.33,4.81,2.07,6.79,35.55,11.37,-3.08,1.89,6.93,16.44
(주)모두투어네트워크,080160,2011/12,-24.59,3.38,12.59,4.5,-8.36,-6.12,2.57,12.97,5.33,-7.59
(주)모두투어네트워크,080160,2012/12,789.17,9.7,15.19,11.08,31.99,625.01,10.32,15.46,9.7,26.98
(주)모두투어네트워크,080160,2013/12,-0.91,7.63,9.94,2.9,-6.83,-2.14,6.58,7.73,2.39,-25.73
(주)모두투어네트워크,080160,2014/12,19.01,8.61,12.06,18.54,7.25,34.06,12.06,10.45,47.26,5.2
(주)모두투어네트워크,080160,2015/12,2.59,17.41,0.44,-3.66,5.62,9.73,24.07,-0.61,-18.65,-0.94
(주)모두투어네트워크,080160,2016/12,-2.53,12.94,6.81,18.12,14.23,48.66,16.03,3.86,15.28,22.32
(주)모두투어네트워크,080160,2017/12,-0.07,21.15,29.04,28.14,29.11,3.1,22.72,30.83,60.78,59.58
(주)모두투어네트워크,080160,2018/12,-89.6,24.66,2.5,1.01,-35.47,346.19,25.44,-1.11,-1.08,-48.29
(주)모두투어네트워크,080160,2019/12,206.72,-22.05,-4.85,1.97,-74.83,82.23,-18.58,-5.87,25.72,-80.75
(주)모두투어네트워크,080160,2020/12,-8.37,-82.38,-52.82,-43.77,0,-25.76,-81.57,-57.71,-38.99,0
(주)모두투어네트워크,080160,2021/12,-58.86,-90.43,-6.04,-22.44,0,-31.9,-74.88,32.55,0.61,0
(주)모린스,110310,2011/12,0.46,-74.01,-39.21,-21.07,0,,,,,
(주)모린스,110310,2012/12,22.29,91.94,-41,26.14,0,,,,,
(주)모린스,110310,2013/12,-11.2,4.89,0,-25.01,0,0,0,0,0,0
(주)모베이스,101330,2011/12,-4.43,-25.36,1.66,0.71,-64.8,-1.36,13.89,6.95,13.04,207.63
(주)모베이스,101330,2012/12,-5.89,37.17,4.71,-12,242.14,6.6,56.7,24.72,4.42,228.28
(주)모베이스,101330,2013/12,0.51,44.78,19.22,25.49,140.6,58.71,36.81,27.63,27.28,51.54
(주)모베이스,101330,2014/12,-4.16,-12.19,12.29,-4.48,57.36,6.44,38.49,32.71,7.84,32.72
(주)모베이스,101330,2015/12,0.43,-39.44,8.47,0.49,-60.22,0.75,-33.29,20.98,10.58,-52.69
(주)모베이스,101330,2016/12,70.44,-31.33,7.78,4.99,-21.24,31.51,11.94,19.44,23.86,67.82
(주)모베이스,101330,2017/12,-30.46,12.12,3.6,9.22,52.3,-8.93,12.39,0.12,1.11,-30.47
(주)모베이스,101330,2018/12,-1.44,-47.4,8.13,14.99,-5.2,26.61,17,9.35,19.5,-1.46
(주)모베이스,101330,2019/12,-4.13,-4.63,13.7,28.63,15.18,198.99,73.86,19.72,231.28,38.6
(주)모베이스,101330,2020/12,-43.37,-43.72,11.15,7.31,-31.75,-0.31,74.25,-5.29,-2.58,-77.92
(주)모베이스,101330,2021/12,5.13,76.25,10.12,5.33,59.22,-0.88,3.06,9.81,4.73,106.05
(주)모베이스전자,012860,2011/12,12.88,27.82,34.55,22.46,9.48,18.8,21.35,38.99,24.43,29.75
(주)모베이스전자,012860,2012/12,2.57,13.41,-13.68,2.36,0,9.46,10.47,-6.69,11.06,-53.1
(주)모베이스전자,012860,2013/12,11.64,10.17,2.77,8.57,0,13.79,17.6,12.17,6.82,171.23
(주)모베이스전자,012860,2014/12,8.83,6.48,5.38,2.69,0,8.61,4.34,20.31,10,18.3
(주)모베이스전자,012860,2015/12,40.45,4.79,11.48,19.83,27.74,29.16,1.85,11.06,17.55,-33.31
(주)모베이스전자,012860,2016/12,11.43,1.85,26.84,21.49,234.39,3.77,1.83,9.16,10.77,-36.1
(주)모베이스전자,012860,2017/12,2.3,1.86,-23.85,-8.22,0,1.89,-2.86,-26.12,-10.8,-187.96
(주)모베이스전자,012860,2018/12,1.23,3.67,4.47,11.18,0,2.11,1.09,-3.05,10.28,0
(주)모베이스전자,012860,2019/12,-1.53,1.61,31.86,7.84,58.54,-0.29,7.48,24.46,6.07,550.87
(주)모베이스전자,012860,2020/12,-2.07,-1.38,-1.54,-3.07,0,-0.86,2.18,-5.41,-0.99,0
(주)모베이스전자,012860,2021/12,-6.49,-1.09,14.22,-4.99,0,4.97,-3.04,17.89,8.27,0
(주)모비데이즈,363260,2020/12,,,,,,,,,,
(주)모비데이즈,363260,2021/12,,,,,,,,,,
(주)모비릭스,348030,2016/12,,,,,,,,,,
(주)모비릭스,348030,2017/12,,,,,,,,,,
(주)모비릭스,348030,2018/12,0,0,0,0,0,,,,,
(주)모비릭스,348030,2019/12,-17.59,14.02,42.99,29.08,-7.86,,,,,
(주)모비릭스,348030,2020/12,113.06,8.4,40.37,47.96,37.98,,,,,
(주)모비릭스,348030,2021/12,62.34,29.71,110.1,97.54,-2.16,0,0,0,0,0
(주)모비스,250060,2016/12,,,,,,,,,,
(주)모비스,250060,2017/12,0,0,0,0,0,,,,,
(주)모비스,250060,2018/12,1260.33,4.48,42.74,52.42,0,0,0,0,0,0
(주)모비스,250060,2019/12,-4.06,-18.68,-1.23,-0.94,0,10.57,386.56,6.61,54.03,0
(주)모비스,250060,2020/12,-5.61,-61.98,-9.62,3.76,0,-2.73,14.36,-7.04,10.72,0
(주)모비스,250060,2021/12,-4.98,60.19,-4.18,18.34,0,26.33,9.52,21.16,48.56,0
(주)모아데이타,288980,2018/12,,,,,,,,,,
(주)모아데이타,288980,2019/12,,,,,,,,,,
(주)모아데이타,288980,2020/12,0,0,0,0,0,,,,,
(주)모아데이타,288980,2021/12,52.61,42.49,242.96,28.84,-12.18,,,,,
(주)모코엠시스,333050,2019/12,,,,,,,,,,
(주)모코엠시스,333050,2020/12,,,,,,,,,,
(주)모코엠시스,333050,2021/12,,,,,,,,,,
(주)모헨즈,006920,2011/12,15.79,14.88,0.5,21.06,-16.25,30.02,16.18,5.46,29.86,-7.99
(주)모헨즈,006920,2012/12,36.16,4.27,3.58,-12.37,-36.54,11.58,9.91,10.71,-5.25,37.26
(주)모헨즈,006920,2013/12,13.88,1.55,8.64,9.57,234.07,7.15,12.35,17.55,9.98,56.04
(주)모헨즈,006920,2014/12,3.16,19.62,6.59,16.16,-2.66,3.82,24.89,18.68,18.19,29.51
(주)모헨즈,006920,2015/12,-0.04,11.04,0.99,5.39,-37.98,-2.9,6.62,12.47,5.72,-9.06
(주)모헨즈,006920,2016/12,7.9,4.65,1.92,3.3,-11.38,6.1,6.85,7.47,4.99,-16.96
(주)모헨즈,006920,2017/12,-0.25,-7.42,2.67,-5.68,-69.31,1.55,4.55,9.22,4.48,-27.72
(주)모헨즈,006920,2018/12,4.84,2.5,18.08,13.03,-2.61,-31.84,-8.88,6.82,-19.08,-37.77
(주)모헨즈,006920,2019/12,-26.74,-6.07,4.89,-12.73,356.72,-15.13,-19.86,2.75,-13.71,-56.04
(주)모헨즈,006920,2020/12,-4.23,-14.36,4.32,-11.33,-90.67,-7.82,-17.43,2.83,-7.6,-36.5
