회사명,거래소코드,회계년도,유형자산증가율(IFRS),매출액증가율(IFRS),자기자본증가율(IFRS),총자본증가율(IFRS),정상영업이익증가율(IFRS),유형자산증가율(IFRS연결),매출액증가율(IFRS연결),자기자본증가율(IFRS연결),총자본증가율(IFRS연결),정상영업이익증가율(IFRS연결)
(주)동양,001520,2013/12,-58.95,-50.18,0,-46.09,0,-86.03,-66.79,-453.68,-66.94,0
(주)동양,001520,2014/12,-5.03,-42.81,0,-16.75,0,-2.05,-32.84,0,-26.16,0
(주)동양,001520,2015/12,-1.83,13.47,153.9,43.96,1.39,-1.58,3,156.76,42.6,45.31
(주)동양,001520,2016/12,11.94,9.72,-11.72,-17.9,-77.06,21.85,12.03,-10.14,-15.16,-78.22
(주)동양,001520,2017/12,-8.07,13.39,-0.71,-1.15,126.6,-3.62,9.82,-1.22,-2.42,-11.14
(주)동양,001520,2018/12,-5.82,-15.01,0.26,-0.11,-27.9,4.1,9.66,-2.04,-0.29,-89.45
(주)동양,001520,2019/12,7.26,6.92,-4.09,1.56,-58.17,2.8,1.76,-1.57,4.08,-2905.32
(주)동양,001520,2020/12,5.06,15.69,-3.6,-0.65,-26.15,0.18,11.88,-4.17,-2.03,0
(주)동양,001520,2021/12,-0.51,18.66,0.51,5.21,480.76,-0.08,15.99,1.33,1.05,0
(주)동양건설산업,005900,2011/12,-1.59,-50.39,-89.78,-38.95,0,-81.99,-52.01,-82.61,-50.28,0
(주)동양건설산업,005900,2012/12,-1.59,-44.65,37.65,-32.84,0,33.31,-46.09,18.05,-30.47,0
(주)동양건설산업,005900,2013/12,-2.34,-34.37,0,-42.52,0,8.24,-32.97,-339.09,-40.66,0
(주)동양고속,084670,2011/12,1.67,3.32,4.4,44.37,-66.86,3.29,47.16,-0.2,31.03,-98.51
(주)동양고속,084670,2012/12,1.87,2.06,1.87,-17.43,84.43,-28.9,-43.16,3.75,-28.09,2912.47
(주)동양고속,084670,2013/12,10.28,10.07,4.8,4.83,5.03,10.27,10.09,2.95,2.69,-11.58
(주)동양고속,084670,2014/12,5.14,7.24,7.71,4.33,53.13,5.1,7.22,7.69,4.35,78.36
(주)동양고속,084670,2015/12,2.61,-0.41,3.96,6.07,-25.06,5.58,-0.38,5.97,7.27,-28.01
(주)동양고속,084670,2016/12,-14.06,14.54,1.9,0.15,24.3,-13.67,14.56,-3.73,-1.02,20.25
(주)동양고속,084670,2017/12,-6.31,-8.79,-2.27,-9.58,-62.19,-6.11,-8.78,-2.57,-11.03,-67.02
(주)동양고속,084670,2018/12,-8.94,-6.76,-8.22,-7.53,-35.95,-8.55,-6.77,-8.59,-7.43,-48.64
(주)동양고속,084670,2019/12,6.24,6.2,14.34,-4.55,111.78,6.03,6.2,17.4,-4.66,231.59
(주)동양고속,084670,2020/12,4.83,-40.61,-19.07,-10.16,0,4.64,-40.53,-19.07,-10.14,0
(주)동양고속,084670,2021/12,-7.85,-2.86,-21.11,0.55,0,-7.58,-2.83,-21.11,0.56,0
(주)동원에프앤비,049770,2011/12,-1.25,9.49,14.22,12.53,19.98,1.41,17.65,14.3,11.55,16.69
(주)동원에프앤비,049770,2012/12,3.27,8.38,2.6,9.88,-45.72,5.51,6.37,3.06,6.28,-41.65
(주)동원에프앤비,049770,2013/12,-1.87,4.65,5.05,-5.91,51.28,3.74,1.55,7.4,-5.41,70.33
(주)동원에프앤비,049770,2014/12,30.97,7.35,11.29,6.8,59.11,1.53,6.29,12.1,-1.95,40.52
(주)동원에프앤비,049770,2015/12,2.03,2.75,6.13,5.16,-13.67,4.43,7.59,9.13,6.17,-6.33
(주)동원에프앤비,049770,2016/12,0.51,6.55,4.41,10.13,-15.31,1.72,16.06,7.34,14.68,-4.88
(주)동원에프앤비,049770,2017/12,5.67,7.11,4.87,19.98,-1.34,24.79,13.89,5.83,25.35,-1.29
(주)동원에프앤비,049770,2018/12,10.03,4.04,4.92,-2.45,40.31,11.98,9.79,6.65,2.52,20.52
(주)동원에프앤비,049770,2019/12,27.78,4.7,5.33,12.61,14.75,24.81,8.13,7.7,12.11,16.28
(주)동원에프앤비,049770,2020/12,5.01,4.21,6.87,6.77,19.61,2.02,4.62,9.65,7.02,14.69
(주)동원에프앤비,049770,2021/12,-2.67,-0.59,7.57,7.55,2.98,1.38,10.11,6.95,14.95,12.11
(주)두산,000150,2011/12,27.26,37.29,-6.67,2.64,39.83,16.07,7.48,-0.58,6.17,-49.63
(주)두산,000150,2012/12,-11.3,-4.61,-2.53,-2.76,-26.42,-2.96,-4.95,-7.72,-5.49,-54.78
(주)두산,000150,2013/12,11.55,-10.27,2.58,6.52,36.05,515.54,472.18,3.12,423.74,463.5
(주)두산,000150,2014/12,-3.19,20.78,7.25,6.62,31.22,-0.88,-6.69,-4.91,0.65,-12.71
(주)두산,000150,2015/12,2.46,-6.1,-0.06,-0.89,-16.79,2.48,-7.37,-10.81,0.6,-73.75
(주)두산,000150,2016/12,22.97,10.33,0.16,7.66,5.61,-8.17,-13.45,-7.2,-9.16,246.67
(주)두산,000150,2017/12,-4.41,26.98,4.13,5.48,22.8,1.51,7.16,3.45,0.36,28.64
(주)두산,000150,2018/12,66.83,11.22,4.81,19.85,-8.45,-5.25,3.34,-18.7,0.39,3.05
(주)두산,000150,2019/12,-13.79,-29.41,-6.98,0.38,-36.09,2.38,2,-22.32,1,3.78
(주)두산,000150,2020/12,-51.55,-24.82,23.72,13.92,-32.77,-12.21,-8.45,6.22,3.25,-78.21
(주)두산,000150,2021/12,-26.79,-37.56,14.82,-1.95,-38.81,-14.59,-22.19,30.45,-13.64,243.98
(주)두올,016740,2011/12,,,,,,,,,,
(주)두올,016740,2012/12,,,,,,,,,,
(주)두올,016740,2013/12,,,,,,,,,,
(주)두올,016740,2014/12,0,0,0,0,0,0,0,0,0,0
(주)두올,016740,2015/12,-2.38,11.51,99.87,15.46,79.17,15.63,15.61,99.71,10.19,41.63
(주)두올,016740,2016/12,-2.21,-12.62,37.99,0.78,75.05,0.83,-19.21,36.95,-4.2,-29.48
(주)두올,016740,2017/12,1.52,7.06,24.2,24.75,95.81,59.24,16.6,23.93,47.91,19.9
(주)두올,016740,2018/12,-3.9,13.41,-6.56,-5.44,-14.93,-2.39,40.02,6.23,6.23,39.13
(주)두올,016740,2019/12,6.36,-2.31,5.28,3.64,-19.76,3.96,-3.56,8.22,5.11,-9.91
(주)두올,016740,2020/12,-7.02,15.74,1.68,16.25,163.14,1.95,-0.02,3.75,11.36,-26.58
(주)두올,016740,2021/12,-4.84,-4.51,5.77,0.83,8.39,-7.32,6.4,8.18,4.54,24.76
(주)드림텍,192650,2011/12,40.14,33.03,57.86,30.58,111.52,321.05,37.05,59.54,40.87,110.51
(주)드림텍,192650,2012/12,17.2,18.98,51.39,34.41,73.32,37.11,40.97,67.45,46.76,129.81
(주)드림텍,192650,2013/12,134.26,82.27,36.96,32.83,63.7,73.61,67.83,44.44,35.55,39.2
(주)드림텍,192650,2014/12,13.25,-40.25,-5.82,-12.1,-59.64,44.87,-36.13,-5.49,-13.47,-61.39
(주)드림텍,192650,2015/12,0.79,-19.77,-14.62,23.95,-99.23,9.76,-22.54,-27.84,19.26,0
(주)드림텍,192650,2016/12,3.11,44.87,1.33,4.83,1460.31,4.61,49.74,-0.86,8.64,0
(주)드림텍,192650,2017/12,-5.37,13.52,12.27,-5.35,926.8,2.63,21.93,27.68,4.51,859.23
(주)드림텍,192650,2018/12,82.7,-17.82,10,-9.62,-36.39,16.91,-11.46,30.46,1.57,4.44
(주)드림텍,192650,2019/12,8.11,-5.58,55.35,31.46,-41.66,40.41,-6.96,55.62,32.37,-28.13
(주)드림텍,192650,2020/12,3.23,-1.95,19.98,8.88,-79.11,53.35,86.87,20.49,60.23,-35.34
(주)드림텍,192650,2021/12,4.58,37.92,3.8,27.95,1078.07,-3.56,17.76,28.12,21.3,387.97
(주)디비아이엔씨,012030,2011/12,14.11,167.4,-17.04,-0.75,0,14.11,165.75,-13.29,1.1,0
(주)디비아이엔씨,012030,2012/12,-1.86,6.68,15.75,1.02,52.96,-1.86,6.55,15.36,0.96,46
(주)디비아이엔씨,012030,2013/12,0.9,-3.62,-6.73,-2.51,-14.21,0.9,-3.51,-16.78,-7.93,-14.56
(주)디비아이엔씨,012030,2014/12,-8.07,-46.13,-57.55,-45.1,0,-8.07,-46.08,-55.23,-42.69,0
(주)디비아이엔씨,012030,2015/12,-94.09,-28.02,50.53,-23.19,0,-94.09,-28.11,50.41,-24.51,0
(주)디비아이엔씨,012030,2016/12,5.78,0.52,-8.61,-22.13,10.76,5.78,0.56,-8.61,-22.17,11.7
(주)디비아이엔씨,012030,2017/12,34.75,-2.58,-7.95,-9.98,-62.39,34.75,-2.58,-7.96,-9.99,-62.57
(주)디비아이엔씨,012030,2018/12,-15,3.66,6.04,48.92,0,-8.22,18.84,-1.37,49.06,-61.35
(주)디비아이엔씨,012030,2019/12,-60.15,-6.7,56.93,29.42,0,-56.05,0.59,53.37,25.91,1072.6
(주)디비아이엔씨,012030,2020/12,-11.23,16.53,43.91,29.83,0.01,-10.03,14.23,48.68,30.11,45.32
(주)디비아이엔씨,012030,2021/12,-12.73,23.8,36.05,26.06,-21.47,-11.42,19.99,39.55,27.41,-12.66
(주)디아이,003160,2011/12,-2.61,-29.19,-7.65,-6.06,0,6.43,-2.57,-14.38,-5.33,0
(주)디아이,003160,2012/12,-34.59,-28.07,2.43,5.75,0,-22.99,7.94,-0.75,-0.13,0
(주)디아이,003160,2013/12,1.38,65.2,3.58,3.72,0,2.94,13.84,6.01,-1.88,525.89
(주)디아이,003160,2014/12,1.87,63.99,1.23,1.37,261.65,-3.3,25.27,2.62,-2.74,25.34
(주)디아이,003160,2015/12,25.45,-33.93,-1.92,-6.05,-84.61,26.22,-21.27,-1.14,-4.3,-82.41
(주)디아이,003160,2016/12,29.43,-10.26,-3.91,3.1,-76.52,22.23,4.02,-1,4.59,254
(주)디아이,003160,2017/12,4.38,55.81,11.86,9.47,1093.39,3.44,38.68,14.69,12.24,110.06
(주)디아이,003160,2018/12,7.7,-1.06,-1.84,-1.38,-73.99,16.5,28.8,4.84,4.43,86.92
(주)디아이,003160,2019/12,19.08,-14.55,1.9,9.61,0,9.03,-44.11,-1.17,2.06,0
(주)디아이,003160,2020/12,5.43,47.9,-4.07,1.6,0,9.63,48.13,-3.2,6.55,0
(주)디아이,003160,2021/12,-0.83,82.46,11.19,9.8,561.6,-0.11,39.63,10.58,8.42,198.38
(주)디아이씨,092200,2011/12,24.11,27.02,5.31,44.22,-20.42,38.01,21.49,4.39,34.1,-18.57
(주)디아이씨,092200,2012/12,5.67,2.71,2.42,6.7,-9.71,4.82,-2.75,-3.23,3.48,-23.84
(주)디아이씨,092200,2013/12,10.52,-2.52,3.48,1.6,-4.48,5.38,-0.25,4.29,1.25,7.27
(주)디아이씨,092200,2014/12,3.05,-2.03,-4.67,0.81,-41.95,4.15,-0.31,-2.56,1.79,-17.46
(주)디아이씨,092200,2015/12,1.19,3.58,6.48,3.6,141.56,1.46,3.46,5.9,3.96,120.53
(주)디아이씨,092200,2016/12,4.97,0.26,12.19,9.87,-2.04,21.95,7.33,16.16,25.26,12.01
(주)디아이씨,092200,2017/12,10.66,10.33,-11,8.93,29.98,8.38,13.54,-3.05,13.02,-7.63
(주)디아이씨,092200,2018/12,-6.04,-0.35,0.38,0.75,-31.65,-3.21,-7.07,-8.54,-2.29,-29.85
(주)디아이씨,092200,2019/12,4.24,5.1,-21.32,-7.39,0,3.04,-8.58,1.42,-3.77,-241.83
(주)디아이씨,092200,2020/12,-1.41,-7.73,-93.4,-23.87,0,-16.46,-8.25,-76.9,-22.46,0
(주)디아이씨,092200,2021/12,4.77,16.49,542.85,2.39,0,5.94,19.61,160.84,4.01,0
(주)디알비동일,004840,2011/12,1.81,24.35,12.17,15.01,109.39,0.28,29.82,14.55,11.07,31.09
(주)디알비동일,004840,2012/12,-81.18,-57.99,-40.69,-43.17,-63.84,-41.48,-33.56,-35.07,-29.33,-23.97
(주)디알비동일,004840,2013/12,-3.34,-0.56,42.61,13.94,0.97,79.9,25.28,48.05,53.68,21.45
(주)디알비동일,004840,2014/12,1.1,-0.26,4.83,1.74,16.93,1.75,38.96,16.76,8.85,104.22
(주)디알비동일,004840,2015/12,34.26,13.05,4.92,1.37,5.4,7.02,16.16,15.52,3.54,6.5
(주)디알비동일,004840,2016/12,30.55,-18.55,4.4,4.04,-42.49,17.27,-18.89,12.15,9.72,-8.51
(주)디알비동일,004840,2017/12,6.71,-6.15,3.95,-0.13,-66.56,6.41,-0.8,2.01,-3.39,-49.74
(주)디알비동일,004840,2018/12,3.47,-8.98,2.06,0.52,-60.29,4.38,-0.26,1.23,5.43,-20.24
(주)디알비동일,004840,2019/12,6.21,2.57,1.65,1.59,50.86,11.93,0.29,3.41,4.35,-2.11
(주)디알비동일,004840,2020/12,-0.14,-4.45,-0.07,17.93,169.62,-1.92,-9.21,-0.38,4.18,-20.49
(주)디알비동일,004840,2021/12,1.54,-12,-7.54,-7.23,0,5.92,11.01,3.33,7.15,-97.26
(주)디엔오토모티브,007340,2011/12,47.14,12.63,5.84,-8.41,-3.73,36.97,17.77,11.43,-0.99,15.16
(주)디엔오토모티브,007340,2012/12,19.22,8.72,7.35,-3.66,-6.6,25,12.44,10.37,-1.28,-22.05
(주)디엔오토모티브,007340,2013/12,3.78,6.45,5.54,7.47,48.06,16.95,5.33,7.88,9.27,26.06
(주)디엔오토모티브,007340,2014/12,4.65,0.38,4.54,-0.25,-26.64,36.64,8.33,7.42,21.7,-12.99
(주)디엔오토모티브,007340,2015/12,-13.24,-12.08,5.11,3.76,16.03,1.43,26.1,11.47,9.57,87.58
(주)디엔오토모티브,007340,2016/12,-6.17,-9.44,3.28,3.45,-12.38,0.95,5.34,8.62,4.79,8.49
(주)디엔오토모티브,007340,2017/12,-57.11,-61.88,-53.65,-56.39,0,-18.41,-8.46,-36.39,-30.2,-35.46
(주)디엔오토모티브,007340,2018/12,2.15,9.36,24.02,23.59,0,4.16,3.49,9.8,11.83,20.55
(주)디엔오토모티브,007340,2019/12,-7,9.37,0.9,0.88,61.93,9.32,2.34,10.98,4.71,11.91
(주)디엔오토모티브,007340,2020/12,-12.54,5.41,0.28,1.11,15.74,-7.13,-11.39,4.03,5.48,-11
(주)디엔오토모티브,007340,2021/12,266.71,40.14,95.1,243.07,46.61,-2.18,12.97,13.54,54.4,25.54
(주)락앤락,115390,2011/12,86.96,-5.94,31.06,45.27,-56.4,71.79,23.27,42.76,59.77,-8.12
(주)락앤락,115390,2012/12,21.86,-20.26,-1.23,3.04,0,23.13,6.79,3.97,5.06,-1.44
(주)락앤락,115390,2013/12,8.44,9.43,-0.06,1.02,0,3.05,-1.32,5.19,5.15,-1.67
(주)락앤락,115390,2014/12,-25.77,3.72,2.63,-1.8,-44.77,1.45,-15.97,2.46,-0.15,-61.47
(주)락앤락,115390,2015/12,-2.38,-5.49,1.29,-3.64,-32.7,-3.37,-3.45,1.51,-4.94,29.32
(주)락앤락,115390,2016/12,22.98,11.44,9.02,1.46,679.55,-2.89,4.42,4.96,-0.74,70.49
(주)락앤락,115390,2017/12,-7.67,-19.86,2.6,1.38,-74.03,-4.11,-1.8,-4.93,-3.49,-14.4
(주)락앤락,115390,2018/12,11.38,-13.74,-2.97,-2.83,0,3.99,4.06,3.43,2.03,-29.15
(주)락앤락,115390,2019/12,-6.22,43.77,1.69,8.53,0,-4.32,11.89,3.55,8.19,-33.43
(주)락앤락,115390,2020/12,-4.73,4.94,-4.29,-3.51,0,-8.65,3.29,-2.73,-2.09,18.97
(주)락앤락,115390,2021/12,-29.9,14.22,-5.46,-5.04,0,-19.4,8.18,4.3,5.94,12.41
(주)로케트전기,000420,2011/12,30.1,16.84,-5.04,25.46,-96.53,16.9,-3.85,-11.07,17.87,-97.42
(주)로케트전기,000420,2012/12,14.06,-5.09,-27.81,1.69,0,4.42,-8.63,-49.01,-9.23,0
(주)로케트전기,000420,2013/12,-8.67,-16.56,-61.73,-19.8,0,-23.72,-12.18,-33.49,-19.68,0
(주)롯데미도파,004010,2011/12,-0.4,4.4,11.69,12.24,0.07,,,,,
(주)마니커,027740,2011/12,2.44,5.98,-4.12,17.61,-82.7,22.17,7.3,-2.77,20.22,-63.53
(주)마니커,027740,2012/12,1.4,-7.16,-5.09,-5.79,0,19.78,-2.91,-9.24,3.72,0
(주)마니커,027740,2013/12,-6.48,-4.35,1,-1.8,0,29.2,-2.28,-2.18,-0.21,0
(주)마니커,027740,2014/12,1.2,2.82,-4.54,-11.12,0,-15.14,-3.39,-6.37,-22.38,0
(주)마니커,027740,2015/12,10.84,-3.11,-2.22,-2,0,5.93,-19.22,-1.32,-1.44,0
(주)마니커,027740,2016/12,8.08,-21.91,21.3,-8.7,0,-1,-16.29,23.44,-4.87,0
(주)마니커,027740,2017/12,62.1,9.91,-0.41,24.83,0,32.17,10.79,-1.22,18.74,0
(주)마니커,027740,2018/12,-0.57,13.54,12.91,-13.74,384.93,-31.27,5.67,18.83,-23.2,-93.37
(주)마니커,027740,2019/12,-2.99,-10.25,-14.8,-6.13,0,-2.98,-10.18,-14.6,-5.24,-3367.3
(주)마니커,027740,2020/12,-5.01,-11.08,-18.46,5.18,0,-4.92,-11.12,-18.42,4.88,0
(주)마니커,027740,2021/12,-10.11,17.61,-33.74,2.06,0,-9.91,17.66,-34,2.27,0
(주)메타랩스,090370,2011/12,-2.87,4.53,0.13,10.47,0,-0.92,10.22,0.14,14.74,0
(주)메타랩스,090370,2012/12,-5.15,-6.3,-25.46,-8.58,0,-10.71,-4.01,-19.45,-9.79,0
(주)메타랩스,090370,2013/12,-4.38,-9.46,-10.95,-11.78,0,-3.81,-2.89,-7.36,-9.05,0
(주)메타랩스,090370,2014/12,-23.01,-12.7,9.83,4.05,-67.7,-19.78,-9.58,3.88,2.47,-31.94
(주)메타랩스,090370,2015/12,-3.16,-14.25,-67.42,-22.87,0,-5.85,-9.28,-64.28,-21.25,0
(주)메타랩스,090370,2016/12,-6.88,-18.63,20.88,-32.41,0,-10.53,-20.63,19.18,-32.75,0
(주)메타랩스,090370,2017/12,-29.66,-59.55,49.45,-33.17,0,-31.33,-70.86,29.78,-35.53,0
(주)메타랩스,090370,2018/12,-91.91,-31.92,126.61,102.94,0,-74.71,76.56,122.47,116.63,0
(주)메타랩스,090370,2019/12,8.68,19.38,-10.98,-7.7,0,-34.58,83.42,-15.73,-8.23,0
(주)메타랩스,090370,2020/12,-55.18,7.61,-1.2,-14.87,0,-2.89,-4.08,-6.88,-21.64,0
(주)메타랩스,090370,2021/12,-65.55,-32.54,-8.81,-1.47,0,-61.97,-52.85,-1.79,10.41,0
(주)모나리자,012690,2011/12,24.43,3.72,8.32,-4.62,65.85,,,,,
(주)모나리자,012690,2012/12,2.74,8.91,19.68,7.8,60.27,,,,,
(주)모나리자,012690,2013/12,12.83,-2.21,11.52,8.66,-24.42,,,,,
(주)모나리자,012690,2014/12,-4.94,-3.89,10.44,7.9,-2.31,,,,,
(주)모나리자,012690,2015/12,1.29,0.13,8.08,4.95,-25.88,,,,,
(주)모나리자,012690,2016/12,0.05,-2.86,5.55,2.36,21.3,,,,,
(주)모나리자,012690,2017/12,-1.41,-3.33,2.01,2.56,-34.61,,,,,
(주)모나리자,012690,2018/12,-3.59,-3.69,-7.84,-6.19,0,,,,,
(주)모나리자,012690,2019/12,-3.73,4.36,0.93,-0.53,0,,,,,
(주)모나리자,012690,2020/12,4.8,-0.7,9.35,18.44,236.58,,,,,
(주)모나리자,012690,2021/12,25.21,-9.16,5.65,2.9,-63.22,,,,,
(주)모나미,005360,2011/12,32.52,-7.98,8.57,5.64,318.92,18.9,0.15,13.83,4.16,176.46
(주)모나미,005360,2012/12,41.7,-8.59,-3.18,-2.14,-11.59,26.2,-6.88,-4.94,-6.77,-26.16
(주)모나미,005360,2013/12,-59.34,-29.88,-14.58,-14.17,0,-48.69,-36.17,-10.63,-12.31,0
(주)모나미,005360,2014/12,-11.85,-16.27,-1.04,-5.65,0,-9.14,-10.44,4.22,-2.96,0
(주)모나미,005360,2015/12,33.72,-8.8,25.87,-4.23,2.7,18.46,-4.76,29.39,-3.56,3.52
(주)모나미,005360,2016/12,0.34,1.4,-1.02,0.87,3.27,0.36,-1.93,4.94,2.38,4.4
(주)모나미,005360,2017/12,18.68,2.84,-2.72,1.81,-25.49,13.57,-1.79,0.43,1.02,-24.66
(주)모나미,005360,2018/12,-19.92,-2.28,-5.07,-5,2.24,0.3,-1.79,-1.46,1.62,-8.92
(주)모나미,005360,2019/12,4.73,-3.49,2.19,4.78,-35,12.79,-2.33,1.39,6.43,-73.54
(주)모나미,005360,2020/12,34.04,-4.36,29.06,13.74,-40.38,15.58,-3.24,19.55,7.78,-97.81
(주)모나미,005360,2021/12,-6.87,4.62,14.36,1.29,49.82,-4.62,3.5,16.75,3.49,12524.7
(주)모토닉,009680,2011/12,5.36,-12.46,6.97,5.08,-27.57,3.95,-13.15,7.33,4.35,-33.78
(주)모토닉,009680,2012/12,2.82,-2,5.88,3.72,-3.33,-0.7,-6.91,5.94,6.48,-1.26
(주)모토닉,009680,2013/12,23.68,-13.29,3.52,1.97,-28.71,8.79,-9.24,4.16,1.21,-25.97
(주)모토닉,009680,2014/12,53.55,0.67,6.41,6.46,-47.54,26.4,-0.43,3.06,-5.85,-29.89
(주)모토닉,009680,2015/12,38.66,-6.16,1.76,0.7,-26.98,27.95,-6.43,1.14,-0.03,-53.68
(주)모토닉,009680,2016/12,4.16,-4.58,1.93,1.21,-85.9,2.64,-3.91,3.19,0.9,-62.25
(주)모토닉,009680,2017/12,-5.8,10.57,1.44,0.1,1390.28,-6.55,8.31,1.02,-0.36,438.44
(주)모토닉,009680,2018/12,-4.35,-6.66,-0.1,0.84,-32.49,-4.95,-7.7,-0.14,0.61,-43.21
(주)모토닉,009680,2019/12,-6.4,7.63,2.21,1.14,47.31,-7.95,6.34,3.24,1.55,33.88
(주)모토닉,009680,2020/12,-8.59,-11.73,1.62,0.47,14.44,-8.63,-14.01,1.64,0.35,17.19
(주)모토닉,009680,2021/12,-7.77,9.82,2.14,2.32,14.99,0,0,0,0,0
(주)무학,033920,2011/12,24.8,22.8,13.82,19.36,35.78,24.51,20.29,13.76,19.26,33.37
(주)무학,033920,2012/12,35.64,7.97,28.57,16.19,-15.22,0,0,0,0,0
(주)무학,033920,2013/12,10.13,10.82,17.29,16.92,28.29,9.98,10.06,17.63,17.17,29.2
(주)무학,033920,2014/12,9.15,21.82,18.92,20.36,35.9,9.06,20.86,19.82,21.05,36.2
(주)무학,033920,2015/12,4.93,-2.43,5.19,4.38,-18.84,8.66,1.94,5.03,4.23,-19.39
(주)무학,033920,2016/12,0.56,-8.67,12.61,8.2,-21.56,0.36,-8.65,12.62,8.42,-20.87
(주)무학,033920,2017/12,-2.14,-8.99,9.36,11.29,-44.37,-0.48,-7.28,9.13,10.99,-44.75
(주)무학,033920,2018/12,1.63,-23.25,-4.94,-7.09,0,1.65,-22.67,-5.48,-7.63,-134.98
(주)무학,033920,2019/12,-1.54,-14.48,1.7,0.89,0,-1.63,-14.11,1.67,0.91,0
(주)무학,033920,2020/12,4.5,-10.43,0.96,-4.99,0,0.82,-16.24,1.91,-4.14,0
(주)무학,033920,2021/12,-6.93,-10.39,-5.22,7.5,0,-6.77,-8.92,-5,8,0
(주)미래아이앤지,007120,2011/12,0.58,70.61,7.16,3.23,167.54,0.57,66.3,7.28,4.34,207.67
(주)미래아이앤지,007120,2012/12,-20.88,35.05,4.52,-9.51,-56.99,-20.53,36.08,6.36,-8.71,-39.77
(주)미래아이앤지,007120,2013/12,-58.83,-28.44,-25.48,-10.1,0,-31.78,-23.55,-27.66,-10.94,0
(주)미래아이앤지,007120,2014/12,9.3,-38.66,103.6,48.42,0,-31.56,-29.82,108.12,46.73,0
(주)미래아이앤지,007120,2015/12,8.52,-29.63,19.83,-1.11,0,3.97,-51.24,18.98,-1.78,0
(주)미래아이앤지,007120,2016/12,-1.98,9.84,8.67,8.68,0,-1.98,7.28,9.22,8.64,0
(주)미래아이앤지,007120,2017/12,54.28,-18.62,33.35,31.12,0,54.28,-21.58,33.56,32.05,0
(주)미래아이앤지,007120,2018/12,-1.53,-19.66,-15.91,-16.19,0,-1.53,-16.37,-16.1,-16.35,0
(주)미래아이앤지,007120,2019/12,-45.32,15.89,25.98,25.37,0,-45.32,16,26.24,25.59,0
(주)미래아이앤지,007120,2020/12,-51.21,-22.82,27.98,27.12,375.56,-51.21,-22.82,28.68,27.69,400.09
(주)미래아이앤지,007120,2021/12,-91.42,35.26,-20.14,8.51,31.07,,,,,
(주)바이오노트,377740,2014/12,,,,,,,,,,
(주)바이오노트,377740,2015/12,,,,,,,,,,
(주)바이오노트,377740,2016/12,,,,,,,,,,
(주)바이오노트,377740,2017/12,,,,,,,,,,
(주)바이오노트,377740,2018/12,,,,,,,,,,
(주)바이오노트,377740,2019/12,,,,,,,,,,
(주)바이오노트,377740,2020/12,0,0,0,0,0,0,0,0,0,0
(주)바이오노트,377740,2021/12,97.15,-1.78,66.32,39.6,-15.68,97.36,-1.45,98.28,73.81,-15.76
(주)배명금속,011800,2011/12,-0.2,-14.54,19.37,12.06,577.16,-0.9,-20.29,22.57,16.29,0
(주)백산,035150,2011/12,0.79,17.14,19.83,-8.25,39.75,-1.86,17.95,22.29,-8.27,39.88
(주)백산,035150,2012/12,-1.35,10.98,10.36,4.67,60.64,-1.27,4.08,8.92,3.71,64.47
(주)백산,035150,2013/12,-1.17,-6.23,6.08,-0.51,-59.03,-5.29,-4.4,5.12,-4.03,-41.18
(주)백산,035150,2014/12,-28.05,-3.96,-4.74,6.34,15.4,-21.49,-4.21,-3.58,6.84,-15.35
(주)백산,035150,2015/12,-5.69,2.49,12.04,1.8,63.87,-1.79,1.36,12.58,4.67,59.4
(주)백산,035150,2016/12,-2.61,16.57,18.03,4.74,82.04,8.06,16.69,17.89,9.47,55.13
(주)백산,035150,2017/12,-2.83,2.66,8.74,9.2,4.89,-7.1,5.27,2.38,2.72,-14.32
(주)백산,035150,2018/12,-3.12,7.26,7.26,28.84,-11.82,65.26,52.87,9.52,53.63,-9.09
(주)백산,035150,2019/12,57.19,25.97,12.72,9.87,59.31,2.9,45.11,3.43,12.17,48.83
(주)백산,035150,2020/12,-0.22,-15.21,-11.17,-8.28,-43.66,12.41,-18.29,-14.4,-11.95,-87.66
(주)백산,035150,2021/12,-4.12,-0.13,13.89,5.15,28.56,-21.76,-3.14,20.08,13.42,487.81
(주)벽산,007210,2011/12,-3.81,1.57,-0.42,-1.24,15.21,-3.16,1.74,0.01,3.62,14.35
(주)벽산,007210,2012/12,-6.36,-3.13,6.48,-0.74,-34.96,-4.83,-5.33,4.98,-4.8,-32.83
(주)벽산,007210,2013/12,1.73,8.95,6.66,6.41,40.2,61.51,25.26,4.87,23.35,36.13
(주)벽산,007210,2014/12,3.54,7.03,7.68,0.91,29.6,1.21,7.26,8.2,0.4,54.43
(주)벽산,007210,2015/12,-0.93,2.95,10.19,7.78,28.96,-0.42,3.37,11.7,7.38,26.45
(주)벽산,007210,2016/12,44.51,0.25,5.91,7.99,-11.88,20.88,0.22,5.39,6.73,-11.92
(주)벽산,007210,2017/12,12.44,-14.84,2.85,-3.2,-44.07,8.54,-6.55,4.09,-1.47,-38.45
(주)벽산,007210,2018/12,33.95,6.7,3.75,7.94,-34.33,19.21,4.27,2.04,5.07,-54.32
(주)벽산,007210,2019/12,9.62,-2.25,-4.61,-3.81,0,6.04,0.26,-2.11,-2.49,-138.57
(주)벽산,007210,2020/12,6.94,2.63,-0.53,1.54,0,-1.04,2.45,-0.84,0.37,0
